site,latDD,lonDD
b0021551,51.3717,4.25
b0021563,51.3717,4.25
b0021575,51.27,4.25
b0021587,51.27,4.25
b0021599,50.8367,4.76667
b0021606,50.8367,4.76667
b0021618,50.9383,4.68333
b0021631,50.9383,4.68333
b0021643,51.0667,-4.13667
b0021643,51.0667,4.63667
b0021655,51.0667,-4.13667
b0021655,51.0667,4.63667
b0021667,51.0667,-4.13667
b0021667,51.0667,4.63667
b0021679,51.2333,4.76667
b0021680,51.2333,4.76667
b0021692,51.2333,4.76667
b0021711,51.3333,4.85833
b0021723,51.3333,4.85833
b0021735,51.3333,4.85833
b0021747,51.44,4.95
b0021759,51.44,4.95
b0021760,51.44,4.95
b0021772,51.5583,-5.07
b0021772,51.5583,5.07
b0021784,51.52,4.53333
b0021796,51.52,4.53333
b0021803,51.4117,3.81667
b0021815,51.4117,3.81667
b0021827,51.2767,3.825
b0021839,51.2767,3.825
b0021840,51.2717,-4.02333
b0021840,51.2717,4.02333
b0021852,51.2717,-4.02333
b0021852,51.2717,4.02333
b0021864,51.3483,3.46333
b0021876,51.3483,3.46333
b0021888,51.27,3.49
b0021907,51.27,3.49
b0021919,51.525,3.875
b0021920,51.4917,3.975
b0021932,51.525,3.875
b0021944,51.525,3.875
b0021956,51.525,3.875
b0021968,51.5467,3.95833
b0021981,51.525,3.875
b0021993,51.45,3.875
b0022007,51.5467,3.95833
b0022019,51.5567,3.8
b0022020,51.525,3.875
b0022032,51.525,3.875
b0022044,51.525,3.875
b0022056,51.525,3.875
b0022068,51.525,3.875
b0022081,51.4917,3.975
b0022093,51.525,3.875
b0022100,51.525,3.875
b0022112,51.525,3.775
b0022124,51.525,3.775
b0022136,51.5417,3.79
b0022148,51.525,3.875
b0022161,51.525,3.875
b0022173,51.45,3.875
b0022185,51.525,3.875
b0022197,51.525,3.875
b0022204,51.4917,3.975
b0022216,51.5567,3.8
b0022228,51.5467,3.95833
b0022241,51.5333,-4.08333
b0022241,51.5333,4.08333
b0022253,51.5833,3.875
b0022265,51.4517,-4.08333
b0022265,51.4517,4.08333
b0022277,51.525,3.775
b0022289,51.525,3.875
b0022290,51.525,3.775
b0022308,51.525,3.875
b0022321,51.4917,3.78333
b0022333,51.525,3.875
b0022345,51.525,3.775
b0022357,51.525,3.875
b0022369,51.525,3.875
b0022370,51.4917,3.78333
b0022382,51.525,3.875
b0022394,51.525,3.875
b0022401,51.525,3.875
b0022413,51.525,3.875
b0022425,51.45,3.875
b0022437,52.1333,-1.15
b0022437,52.1333,1.65
b0022449,52.2333,1.66667
b0022450,52.1333,-1.11667
b0022450,52.1333,1.61667
b0022462,52.2833,1.71667
b0022474,52.1333,-1.11667
b0022474,52.1333,1.61667
b0022486,52.2333,1.66667
b0022498,52.2333,1.66667
b0022505,52.3,1.68333
b0022517,52.25,1.65
b0022529,52.2333,1.65
b0022530,52.2167,1.65
b0022542,52.2333,1.66667
b0022554,52.2333,1.66667
b0022566,52.2,1.63333
b0022578,52.2333,1.65
b0022591,52.2833,1.7
b0022609,50.2533,3.60333
b0022610,52.2333,1.66667
b0022622,52.1417,-1.15
b0022622,52.1417,1.65
b0022634,52.2333,1.66667
b0022646,52.2917,1.7
b0022658,52.2917,1.7
b0022671,52.2333,1.66667
b0022683,50.2533,3.60333
b0022695,52.2333,1.66667
b0022702,52.2333,1.66667
b0022714,52.2333,1.66667
b0022726,54.4033,3.55
b0022738,54.4033,3.55
b0022751,50.2467,3.61833
b0022763,54.405,3.54333
b0022775,54.4017,3.555
b0022787,54.4,3.55
b0022799,50.6,0.93
b0022806,50.6,0.93
b0022818,50.6017,0.92
b0022831,53.05,-2.06667
b0022831,53.05,2.23333
b0022843,53.3667,2.56667
b0022855,53.3667,2.56667
b0022867,53.05,-2.06667
b0022867,53.05,2.23333
b0022879,53.3667,2.56667
b0022880,53.05,-2.06667
b0022880,53.05,2.23333
b0022892,53.3667,2.56667
b0022911,53.05,-2.06667
b0022911,53.05,2.23333
b0022923,53.3667,2.56667
b0022935,53.05,-2.06667
b0022935,53.05,2.23333
b0022947,53.3667,2.56667
b0022959,53.05,-2.06667
b0022959,53.05,2.23333
b0022960,53.3667,2.56667
b0022972,53.05,-2.06667
b0022972,53.05,2.23333
b0022984,53.3667,2.56667
b0022996,53.05,-2.06667
b0022996,53.05,2.23333
b0023011,53.3667,2.56667
b0023023,53.3667,2.56667
b0023035,53.05,-2.06667
b0023035,53.05,2.23333
b0023047,53.3667,2.56667
b0023059,53.05,-2.06667
b0023059,53.05,2.23333
b0023060,53.3667,2.56667
b0023072,53.05,-2.06667
b0023072,53.05,2.23333
b0023084,53.05,-2.06667
b0023084,53.05,2.23333
b0023096,53.3667,2.56667
b0023103,53.05,-2.06667
b0023103,53.05,2.23333
b0023115,53.3667,2.56667
b0023127,53.3667,2.56667
b0023139,53.05,-2.06667
b0023139,53.05,2.23333
b0023140,53.05,-2.06667
b0023140,53.05,2.23333
b0023152,53.3667,2.56667
b0023164,53.05,-2.06667
b0023164,53.05,2.23333
b0023176,53.3667,2.56667
b0023188,53.05,-2.06667
b0023188,53.05,2.23333
b0023207,53.3667,2.56667
b0023219,53.3667,2.56667
b0023220,53.05,-2.06667
b0023220,53.05,2.23333
b0023232,53.05,-2.06667
b0023232,53.05,2.23333
b0023244,53.3667,2.56667
b0023256,53.05,-2.06667
b0023256,53.05,2.23333
b0023268,53.05,-2.06667
b0023268,53.05,2.23333
b0023281,51.3167,6.58
b0023293,50.5917,6.135
b0023300,51.4583,7.84
b0023312,51.755,6.63
b0023324,51.3167,6.58
b0023336,51.755,6.63
b0023361,50.5917,6.135
b0023373,49.6217,8.59167
b0023385,51.4583,7.84
b0023397,51.2883,5.28333
b0023404,50.5333,7.47833
b0023416,50.5333,7.47833
b0023428,49.6217,8.59167
b0023441,51.4583,7.84
b0023490,51.3167,6.58
b0023521,51.755,6.63
b0023594,55.0833,7.16667
b0023601,55.1,6.5
b0023613,55.0833,7.16667
b0023625,55.1,6.5
b0023637,55.0833,7.16667
b0023649,55,7.83333
b0023650,51.4167,7.51
b0023662,54.9617,5.23833
b0023674,54.9617,5.6
b0023686,51.4167,7.51
b0023698,55.8783,6.55667
b0023705,55.51,6.845
b0023717,55.8683,5.745
b0023729,54.8183,5.63333
b0023730,54.9617,5.6
b0023742,54.8183,5.63333
b0023754,54.9617,5.23833
b0023766,55.51,6.845
b0023778,55.8683,5.745
b0023791,54.9617,5.6
b0023809,55.86,5.74167
b0023810,55.51,6.845
b0023822,55.8783,6.55667
b0023834,54.8183,5.63333
b0023846,55.4967,6.16333
b0024794,51.3283,6.50667
b0024801,51.0067,5.52833
b0024813,50.5017,9.80667
b0024825,50.5017,9.80667
b0024837,48.7883,7.05667
b0024849,50.5017,9.80667
b0024850,51.0067,5.52833
b0024862,51.3283,6.50667
b0024874,51.3567,8.51333
b0024886,51.3567,8.51333
b0024898,50.5017,9.80667
b0024905,51.3283,6.50667
b0024917,50.5283,7.61167
b0024929,49.66,8.52833
b0024930,50.5067,9.81833
b0024942,48.7883,7.05667
b0024954,51.3567,8.51333
b0024966,54.79,0.278333
b0024978,55.6967,1.245
b0024991,54.3367,0.506667
b0025005,55.59,0.74
b0025017,54.9283,0.513333
b0025029,55.185,0.998333
b0025030,54.9283,0.513333
b0025042,55.3217,0.553333
b0025054,56.0717,1.745
b0025066,56.2767,1.215
b0025078,53.2483,2.01833
b0025091,53.2483,2.01833
b0025109,55.59,0.74
b0025110,56.0717,1.745
b0025122,53.8433,0.488333
b0025134,54.6133,0.21
b0025146,54.01,0.84
b0025158,53.8433,0.488333
b0025171,53.24,2.1
b0025183,55.3217,0.553333
b0025195,56.2767,1.215
b0025865,58.7167,2.08333
b0025877,58.7167,2.08333
b0025889,58.7983,1.885
b0025890,58.7983,1.885
b0025908,58.7983,1.885
b0025921,58.8483,1.69833
b0025933,58.8483,1.69833
b0025945,58.8483,1.69833
b0025957,58.9333,1.435
b0025969,58.9333,1.435
b0025970,58.9333,1.435
b0025982,59.1533,0.636667
b0025994,59.1533,0.636667
b0026008,59.3367,0.00333333
b0026021,59.3433,0.661667
b0026033,59.3433,0.661667
b0026045,59.3433,0.661667
b0026057,59.3367,1.31167
b0026069,59.3367,1.74333
b0026070,59.3367,1.74333
b0026082,59.3367,1.74333
b0026101,59.335,1.75333
b0026113,59.335,1.75333
b0026125,58.595,0.815
b0026137,59.0383,0.521667
b0026149,59.0383,0.521667
b0026150,58.9783,1.43167
b0026162,58.9783,1.43167
b0026174,58.795,1.05333
b0026186,58.795,1.05333
b0026198,58.795,1.05333
b0026205,58.795,1.05333
b0026217,58.875,0.76
b0026230,58.795,1.05333
b0026242,58.795,1.05333
b0026254,58.795,1.05333
b0026266,58.795,1.05333
b0026278,58.9333,0.641667
b0026291,58.9433,0.678333
b0026309,58.965,1.41667
b0026310,58.965,1.41667
b0026322,58.965,1.41667
b0026334,58.96,0.838333
b0026346,58.96,0.838333
b0026358,58.96,0.838333
b0026371,58.4267,0.00166667
b0026383,58.4267,0.00166667
b0026395,58.4267,0.00166667
b0026402,54.6567,7.15833
b0026438,55.005,7.81333
b0026451,53.7417,6.685
b0026463,55.005,7.81333
b0026475,54.6883,7.16667
b0026487,53.9667,8.11667
b0026499,53.9667,8.11667
b0026506,58.7033,2.24333
b0026518,59.0283,0.521667
b0026531,58.65,1.32
b0026543,58.65,1.32
b0026555,58.65,1.32
b0026567,58.8683,0.748333
b0026579,58.8683,0.748333
b0026580,58.8683,0.748333
b0026592,58.4317,1.755
b0026611,58.4317,1.755
b0026623,58.4317,1.755
b0026635,58.4183,1.75833
b0026647,58.4183,1.75833
b0026659,59.08,0.985
b0026660,59.0983,1.02
b0026672,59.0983,1.02
b0026684,58.9633,0.821667
b0026696,58.9633,0.821667
b0026703,58.6517,1.31167
b0026715,60,-2.13333
b0026715,60,2.96667
b0026727,61.3667,3.41667
b0026739,61.3667,3.41667
b0026740,60.8833,2.21667
b0026752,61.2167,0.183333
b0026764,57.45,-11.0667
b0026764,57.45,11.0667
b0026776,57.45,-11.0667
b0026776,57.45,11.0667
b0026788,57.45,-11.0667
b0026788,57.45,11.0667
b0026807,61.4667,7.3
b0026820,59.7667,4.65
b0026832,58.7833,7.5
b0026844,59.4833,6.35
b0026856,56.9167,8.58333
b0026868,56,-8.06667
b0026868,56,8.56667
b0026881,57.5167,13.65
b0026893,61.0483,1.77167
b0026900,61.0483,1.77167
b0026912,61.0483,1.77167
b0026924,61.0483,1.77167
b0026936,61.045,1.76667
b0026948,61.045,1.76667
b0026961,61.045,1.76667
b0026973,61.045,1.76667
b0027012,61.1567,1.89
b0027024,61.1567,1.89
b0027036,61.1567,1.89
b0027048,61.1567,1.89
b0027061,61.1617,1.88833
b0027073,61.1617,1.88833
b0027085,61.1617,1.88833
b0027097,61.1617,1.88833
b0027104,61.7517,0.658333
b0027116,61.755,0.67
b0027128,61.755,0.67
b0027141,61.755,0.67
b0027153,61.7517,0.658333
b0027165,61.7517,0.658333
b0027177,61.7517,0.658333
b0027189,61.755,0.67
b0027190,58.45,0.253333
b0027208,58.45,0.253333
b0027221,56.9967,-9.00333
b0027221,56.9967,9.00333
b0027233,56.9967,-9.00333
b0027233,56.9967,9.00333
b0027245,57.115,9.36167
b0027257,57.115,9.36167
b0027269,57.115,9.36167
b0027270,57.115,9.36167
b0027282,57.275,10.2983
b0027294,57.275,10.2983
b0027301,57.275,10.2983
b0027313,57.275,10.2983
b0027325,56.9883,9.00833
b0027337,56.9883,9.00833
b0027349,57.2983,10.335
b0027350,57.2983,10.335
b0027362,57.2983,10.335
b0027374,57.2983,10.335
b0027386,57.02,9.01167
b0027386,57.02,9.02833
b0027398,57.02,9.01167
b0027398,57.02,9.02833
b0027405,57.1,-8.165
b0027405,57.1,8.99833
b0027417,57.0067,9
b0027417,57.0067,9.01667
b0027429,58.01,-8.12333
b0027429,58.01,8.79
b0027430,57.0067,9
b0027430,57.0067,9.01667
b0027442,57,9
b0027454,57,9
b0027466,56.9833,8.97333
b0027478,56.995,8.97333
b0027491,57.0067,9.00167
b0027491,57.0067,9.01833
b0027509,56.995,8.97333
b0027510,57,9.00667
b0027510,57,9.04
b0027522,57,9.00667
b0027522,57,9.04
b0027534,56.9833,8.97333
b0027546,57.0067,9.00167
b0027546,57.0067,9.01833
b0027558,57.2667,10.3367
b0027571,57.2667,10.3367
b0027583,57.2667,10.3367
b0027595,57.2667,10.3367
b0027602,56.9867,8.96167
b0027614,56.985,8.94167
b0027626,56.985,8.94167
b0027638,56.995,8.96
b0027651,56.995,8.96
b0027663,57.1,9.01
b0027675,57.1,9.01
b0027687,57.2917,10.3183
b0027699,57.2917,10.3183
b0027706,57.2917,10.3183
b0027718,58.0333,8
b0027718,58.0333,8.15
b0027731,57.6,8.16667
b0027743,57.1167,9
b0027743,57.1167,9.01667
b0027755,57.6,8.16667
b0027767,57.1167,9
b0027767,57.1167,9.01667
b0027779,58.0333,8
b0027779,58.0333,8.15
b0027780,58.0167,-8.15
b0027780,58.0167,8.98333
b0027792,48.175,7.9
b0027859,48.275,7.78333
b0027860,48.275,7.78333
b0027872,48.275,7.78333
b0028193,49.0833,-6.03333
b0028469,48.1667,8.33333
b0028470,48.6,9.63333
b0028482,49.0417,10.9717
b0028494,53.6,13.8383
b0028501,53.595,15.55
b0028513,53.595,15.55
b0028525,53.595,15.55
b0028537,53.595,15.55
b0028549,53.595,15.55
b0029240,57.8,3.78333
b0029252,58.1067,3.01167
b0029252,58.1067,3.095
b0029307,61.3333,0
b0029319,61.3333,0
b0029320,61.3333,0
b0029332,61.3333,0
b0029344,61.3333,0
b0029356,60,4
b0029368,50.6667,7.5
b0029381,50.6667,7.5
b0030671,50.2383,3.63833
b0030683,50.2383,3.63833
b0030695,50.2383,3.63833
b0030702,50.2383,3.63833
b0030714,50.2383,3.63833
b0030726,60.195,9.25667
b0030738,60.195,9.25667
b0030751,60.195,9.25667
b0030763,60.195,9.25667
b0030787,59.9867,12.1517
b0030799,59.9867,12.1517
b0030806,58.83,11.6633
b0030818,58.83,11.6633
b0030831,58.83,11.6633
b0030843,58.83,11.6633
b0030855,58.5,12.67
b0030867,58.5,12.67
b0030879,58.5,12.67
b0030880,58.5,12.67
b0030892,58.825,11.6433
b0030911,58.825,11.6433
b0030923,58.825,11.6433
b0030935,58.825,11.6433
b0030947,58.93,13.2517
b0030959,58.93,13.2517
b0030960,58.93,13.2517
b0030972,58.93,13.2517
b0030984,60.345,-1.06167
b0030984,60.345,1.06167
b0030996,58.6333,3.45167
b0031011,58.6617,3.48333
b0031023,58.7267,3.47
b0031035,58.795,3.46167
b0031047,58.85,3.41667
b0032051,59.025,12.5333
b0032063,59.025,12.5333
b0032075,59.025,12.5333
b0032099,59.025,12.5333
b0032106,59.025,12.5333
b0032118,59.025,12.5333
b0032131,59.025,12.5333
b0032143,59.025,12.5333
b0032155,59.025,12.5333
b0032179,59.025,12.5333
b0032180,59.025,12.5333
b0032192,59.025,12.5333
b0032211,59.025,12.5333
b0032223,59.025,12.5333
b0032235,59.025,12.5333
b0032247,59.025,12.5333
b0032259,59.025,12.5333
b0032260,59.025,12.5333
b0032272,59.025,12.5333
b0032284,59.025,12.5333
b0032296,59.025,12.5333
b0032303,59.025,-12.05
b0032303,59.025,12.55
b0032315,59.025,-12.05
b0032315,59.025,12.55
b0032327,59.025,-12.05
b0032327,59.025,12.55
b0032339,59.025,-12.05
b0032339,59.025,12.55
b0032340,59.025,-12.05
b0032340,59.025,12.55
b0032352,59.025,-12.05
b0032352,59.025,12.55
b0032364,59.025,-12.05
b0032364,59.025,12.55
b0032376,59.025,12.55
b0034346,56.9917,8.97167
b0034358,56.9917,8.97167
b0034371,57.9917,8.735
b0034383,57.9917,8.735
b0034395,57.0033,-8.14833
b0034395,57.0033,8.98167
b0034402,57.0033,-8.14833
b0034402,57.0033,8.98167
b0034414,58.9967,12.51
b0034426,58.9967,12.51
b0034438,58.9967,12.51
b0034451,58.9967,12.51
b0034463,58.9967,12.51
b0034487,58.9967,12.51
b0034499,58.9833,12.5167
b0034506,58.9833,12.5167
b0034518,58.9833,12.5167
b0034543,58.9833,12.5167
b0034555,58.9833,12.5333
b0034579,58.9833,12.5333
b0034580,56.02,-3.12167
b0034580,56.02,3.28833
b0034592,56.0167,-3.11833
b0034592,56.0167,3.285
b0034611,56.0167,-3.12667
b0034611,56.0167,3.29333
b0034623,56.015,-3.035
b0034623,56.015,3.36833
b0034635,56.015,-3.035
b0034635,56.015,3.36833
b0034647,56.0217,-3.015
b0034647,56.0217,3.34833
b0034659,56.0217,-3.015
b0034659,56.0217,3.34833
b0034660,56.0117,-3.00333
b0034660,56.0117,3.33667
b0034672,56.0117,-3.00333
b0034672,56.0117,3.33667
b0034684,56.02,-3.12833
b0034684,56.02,3.295
b0034696,56.0067,-3.01833
b0034696,56.0067,3.35167
b0034703,56.0067,-3.01833
b0034703,56.0067,3.35167
b0034715,56.0067,-3.125
b0034715,56.0067,3.45833
b0034727,56.0067,-3.125
b0034727,56.0067,3.45833
b0034739,56.005,-3.08333
b0034739,56.005,3.25
b0034740,56.0267,-3.04833
b0034740,56.0267,3.215
b0034752,56.0267,-3.04833
b0034752,56.0267,3.215
b0034764,56.0433,-3.09833
b0034764,56.0433,3.265
b0034776,56.0433,-3.09833
b0034776,56.0433,3.265
b0034788,50.705,2.94
b0034807,50.71,2.92
b0034819,50.715,2.9
b0034820,50.715,2.9
b0034832,51.0517,1.125
b0034844,50.9717,1.01333
b0034856,51.0133,1.01
b0034856,51.0133,1.06
b0034868,52.16,-6.035
b0034868,52.16,6.36833
b0034881,52.1667,6.355
b0034893,52.16,-6.05333
b0034893,52.16,6.38667
b0034900,52.1667,6.355
b0034912,55.5783,-5.12667
b0034912,55.5783,5.12667
b0034924,55.295,5.86
b0034936,55.295,5.86
b0034948,55.5783,-5.12667
b0034948,55.5783,5.12667
b0034961,56.5217,5.44
b0034973,56.0767,-4.165
b0034973,56.0767,4.83167
b0034985,55.9717,4.805
b0034997,56.115,-4.00333
b0034997,56.115,4.83667
b0035000,55.845,-5.02167
b0035000,55.845,5.02167
b0037307,54.4083,3.54667
b0037319,54.4083,3.54667
b0037320,54.4183,3.56
b0037332,54.42,3.56
b0037344,54.75,0.933333
b0037356,54.415,3.54667
b0037368,54.4133,3.54667
b0037381,50.6017,0.916667
b0037393,54.41,3.55167
b0037400,54.4117,3.55333
b0037412,54.405,3.55
b0037424,54.4067,3.54333
b0037436,54.4033,3.55167
b0037448,59.025,-12.05
b0037448,59.025,12.55
b0037461,58.0133,9.14833
b0037473,57.9383,8.85
b0037485,57.9383,8.85
b0037497,57.9333,8.85667
b0037504,58.0133,9.14833
b0037516,57.345,9.12
b0037528,59.7783,6.18
b0037541,58.0117,9.12833
b0037553,61.5117,0.0416667
b0037565,61.5117,0.0416667
b0037577,58.0117,9.12833
b0037589,59.7783,6.18
b0037590,59.7783,6.18
b0037608,59.6467,6.00833
b0037621,59.6633,6.04167
b0037633,61.155,1.52833
b0037645,59.6633,6.04167
b0037657,61.5283,0.0333333
b0038255,25.03,-15.1267
b0038267,25.03,-15.1267
b0038279,25.03,-15.1267
b0038280,25.6217,16.6483
b0038292,25.6217,16.6483
b0038311,25.6217,16.6483
b0038323,25.6217,16.6483
b0038335,25.6217,16.6483
b0038789,55.42,7.51
b0038790,55.51,6.84667
b0038808,54.9617,5.23833
b0038821,51.3283,6.50667
b0038833,57.345,9.12
b0039547,60.7733,4.82333
b0039559,58.3583,13.965
b0039560,60.1583,7.725
b0039572,60.165,7.74167
b0039584,60.7733,4.82333
b0039596,58.3583,13.965
b0039603,60.165,7.74167
b0039615,57.8433,12.9917
b0039639,57.8433,12.9917
b0039640,61.0183,1.74333
b0039652,59.5067,1.53667
b0039664,57.8367,12.99
b0039676,57.8367,12.99
b0039688,57.8367,12.99
b0039707,60.165,7.74167
b0042334,57.31,9.67333
b0042346,57.31,9.67333
b0042358,57.31,9.67333
b0042371,57.31,9.67333
b0042383,60.2117,9.22167
b0042395,60.2117,9.22167
b0042402,60.2117,9.22167
b0042414,60.2117,9.22167
b0042623,61.4133,2.10167
b0042635,61.4133,2.10167
b0042647,61.4133,2.10167
b0042659,61.4133,2.10167
b0042696,60.52,4.94667
b0042703,60.52,4.94667
b0042715,60.52,4.94667
b0042727,51.6883,14.9383
b0042739,51.6883,14.9383
b0042740,54.0883,19.9233
b0042752,53.4217,19.0367
b0042764,53.4217,19.0367
b0042776,52.98,18.3983
b0042788,52.98,18.3983
b0042807,51.9067,17.665
b0042819,51.9067,17.665
b0042820,52.985,18.39
b0042832,52.985,18.39
b0042844,53.425,19.0233
b0042856,53.425,19.0233
b0042868,54.0867,19.9167
b0042881,54.0867,19.9167
b0042893,51.8983,17.6233
b0042900,51.8983,17.6233
b0042912,52.455,17.715
b0042936,52.455,17.715
b0042948,52.455,17.715
b0042961,52.455,17.715
b0042997,52.2167,1.71667
b0043000,52.25,1.8
b0043012,52.25,1.8
b0043024,52.3,1.76667
b0043036,52.1833,1.68333
b0043048,51.56,5.47667
b0043061,51.56,5.47667
b0043073,56.9617,2.19167
b0043927,54.0017,5.75833
b0043939,54.0017,5.75833
b0043940,54.0017,5.75833
b0043952,53.9967,5.74833
b0043964,53.475,3.255
b0043976,53.47,3.25833
b0044200,60.2217,4.525
b0044630,60.72,3.05667
b0044642,60.72,3.05667
b0044654,60.84,3.20833
b0044666,60.84,3.20833
b0044678,60.84,3.20833
b0044691,60.8883,3.27167
b0044709,60.8883,3.27167
b0044710,60.8883,3.27167
b0044722,60.8883,3.27167
b0044734,61.0183,3.49167
b0044746,61.0183,3.49167
b0044758,61.0183,3.49167
b0044771,61.0183,3.49167
b0044783,60.7,3.1
b0044795,60.7,3.1
b0044802,60.7,3.1
b0044814,57.3833,15.2217
b0044826,58.3533,13.94
b0044838,58.3533,13.94
b0044851,58.3533,13.94
b0044863,57.405,15.2133
b0044875,57.405,15.2133
b0044887,57.8317,12.9883
b0044899,57.8317,12.9883
b0044906,57.8317,12.9883
b0044918,59.8683,6.40167
b0044931,59.8683,6.40167
b0044943,57.2167,8.24167
b0044955,57.2167,8.24167
b0044967,57.2167,7.66167
b0044979,57.45,7.65333
b0044980,57.845,12.9917
b0044992,57.3833,15.2217
b0045160,59.1417,7.70667
b0045172,59.1417,7.70667
b0045184,59.1417,7.70667
b0045196,58.1383,9.68667
b0045203,58.1383,9.68667
b0045215,58.1383,9.68667
b0045227,58.1383,9.68667
b0045239,58.1083,9.55167
b0045240,58.1083,9.55167
b0045252,58.1083,9.55167
b0045264,59.09,7.45
b0045276,59.09,7.45
b0045288,59.09,7.45
b0045307,57.885,0.0366667
b0045319,57.885,0.0366667
b0045320,57.885,0.0366667
b0045332,57.8833,0.0316667
b0045344,57.8833,0.0316667
b0045356,57.8833,0.0316667
b0045368,57.8833,0.0316667
b0045381,56.5233,2.13833
b0045393,56.5233,2.18
b0045400,61.13,1.125
b0045412,61.13,1.125
b0046267,57.5083,12.2533
b0046280,57.5083,12.2533
b0046292,57.5083,12.2533
b0046311,57.2633,10.3617
b0046323,57.2633,10.3617
b0046335,57.2767,10.3683
b0046347,57.2767,10.3683
b0046359,57.2767,10.3683
b0046360,57.2767,10.3683
b0046372,57.0083,-8.15167
b0046372,57.0083,8.985
b0046384,57.0083,-8.15167
b0046384,57.0083,8.985
b0046396,57.0067,9.005
b0046403,57.0067,9.005
b0046415,57.4883,12.2533
b0046427,57.4883,12.2533
b0046439,57.4883,12.2533
b0046440,57.4883,12.2533
b0046452,57.4733,12.255
b0046464,57.4733,12.255
b0046476,57.4733,12.255
b0046488,57.4733,12.255
b0046507,57.4567,12.2383
b0046519,57.4567,12.2383
b0046520,51.6967,14.955
b0046532,51.6967,14.955
b0046544,57.2783,10.3117
b0046556,57.2783,10.3117
b0046568,57.4933,12.2283
b0046581,57.4933,12.2283
b0046593,57.4933,12.2283
b0046600,57.4933,12.2283
b0046612,57.2933,10.3367
b0046624,57.2933,10.3367
b0046636,57.2933,10.3367
b0046648,57.2933,10.3367
b0046661,57.5083,12.2567
b0046673,57.5083,12.2567
b0046685,57.3217,9.53333
b0046697,57.3217,9.53333
b0046704,57.3217,9.53333
b0046716,57.3217,9.53333
b0046728,51.7067,14.915
b0046741,51.7067,14.915
b0046753,57.2683,10.3217
b0046765,57.2683,10.3217
b0046777,57.2683,10.3217
b0046789,57.2683,10.3217
b0046790,57.0967,9.39
b0046808,57.0967,9.39
b0046821,57.0967,9.39
b0046833,57.0967,9.39
b0046845,57.4567,12.2383
b0046857,56.6183,6.39833
b0046869,56.6267,6.39667
b0046870,55.9183,5.81
b0046882,55.9183,5.81
b0046998,56.1783,2.995
b0047001,56.0283,-3.045
b0047001,56.0283,3.545
b0047013,57.6683,2.56333
b0047025,57.6833,2.97333
b0047037,56.0167,-3.005
b0047037,56.0167,3.505
b0047049,56.0517,-3.00333
b0047049,56.0517,3.17
b0047050,57.6833,2.97333
b0047062,56.0667,-2.01167
b0047062,56.0667,2.67833
b0047074,56.005,-2.16
b0047074,56.005,2.49333
b0047086,56.0133,-2.04333
b0047086,56.0133,2.54333
b0047098,56.0217,-3.045
b0047098,56.0217,3.545
b0047105,56.02,-3.13167
b0047105,56.02,3.465
b0047117,56.1117,3
b0047117,56.1117,3.13333
b0047129,56.035,-3.13333
b0047129,56.035,3.63333
b0047130,56.0317,-3.09
b0047130,56.0317,3.59
b0047142,56.04,-3.08667
b0047142,56.04,3.58667
b0047154,56.055,-3.055
b0047154,56.055,3.22167
b0047166,56.0533,-3.07667
b0047166,56.0533,3.24333
b0047178,56.1833,2.81667
b0047191,56.2117,2.71167
b0047418,51.4817,3.87667
b0047431,51.4583,3.80667
b0047443,51.4633,3.89333
b0047455,51.4883,3.91
b0047467,51.4883,3.91
b0047479,51.4867,3.88
b0047480,51.4683,3.76833
b0047492,51.4583,3.84667
b0047511,51.4717,3.8
b0047523,51.4717,3.8
b0047535,51.4633,3.83833
b0047547,51.4583,3.91667
b0047559,51.4583,3.91667
b0047560,51.4583,3.91667
b0047572,51.4583,3.91667
b0047584,51.4933,3.87833
b0047596,51.4933,3.87833
b0047603,51.4933,3.87833
b0048016,51.5417,3.97667
b0048028,51.5417,3.97667
b0048041,51.39,3.54333
b0048053,51.3583,3.51167
b0048065,51.3583,3.51167
b0048077,51.3583,3.51167
b0048089,51.345,3.49167
b0048090,51.345,3.49167
b0048108,51.345,3.49167
b0048121,51.3467,3.47
b0048133,51.3467,3.47
b0048145,51.3467,3.47
b0048157,51.2467,3.54167
b0048169,51.2383,3.53667
b0048170,60.7683,-3.01333
b0048170,60.7683,3.01333
b0048182,60.7683,-3.01333
b0048182,60.7683,3.01333
b0048194,60.7717,-3.00833
b0048194,60.7717,3.00833
b0048201,60.7717,-3.00833
b0048201,60.7717,3.00833
b0048213,60.7717,3.00833
b0048225,61.1767,1.81833
b0048237,61.06,-1.15667
b0048237,61.06,1.82333
b0048249,61.1767,1.81833
b0048250,61.06,-1.15667
b0048250,61.06,1.82333
b0048262,61.1767,1.81833
b0048274,61.06,-1.15667
b0048274,61.06,1.82333
b0048286,61.06,-1.15667
b0048286,61.06,1.82333
b0048298,61.1767,1.81833
b0048305,61.1767,1.81833
b0048317,60.7733,3.03
b0048329,60.7733,3.03
b0048330,60.77,3.035
b0048342,60.7683,3.03667
b0048354,60.7733,3.03
b0048366,60.77,3.035
b0048378,60.775,3.02833
b0048391,60.77,3.035
b0048409,60.775,3.02833
b0048410,49.44,5.62667
b0048422,49.44,5.62667
b0048434,49.44,5.62667
b0048446,49.44,5.62667
b0048667,53.11,2
b0048667,53.11,2.06667
b0048679,53.11,2
b0048679,53.11,2.06667
b0048680,53.1083,2
b0048680,53.1083,2.06833
b0048692,53.1083,2
