site,latDD,lonDD
b0012001,61.17,0.666667
b0012013,57.295,1.91667
b0012025,57.2867,1.90333
b0012037,57.275,1.86333
b0012049,57.1467,-1.11667
b0012049,57.1467,1.45
b0012050,57.3017,1.91
b0012062,57.3,1.91667
b0012074,59.6367,0.883333
b0012086,57.3,1.91667
b0012098,59.175,1.65833
b0012117,60,4
b0012129,60.28,-4.00833
b0012129,60.28,4.00833
b0012154,59.775,3.73333
b0012191,55.5733,4.79333
b0012209,55.5733,4.79333
b0012210,55.59,4.77
b0012222,55.6083,4.74
b0012234,57.3,1.91667
b0012246,57.1167,-1.06667
b0012246,57.1167,1.4
b0012258,57.3,1.31667
b0012271,57.5667,1.41667
b0012283,57.5667,1.41667
b0012295,55.7067,-5.07
b0012295,55.7067,5.07
b0012302,55.7067,5.07
b0012314,55.615,4.9
b0012326,55.5867,4.76833
b0012351,55.5867,4.76833
b0012363,59.2917,-2.05
b0012363,59.2917,2.05
b0012375,59.2917,0.945
b0012387,59.825,0.933333
b0012399,55.535,4.945
b0012406,55.6183,4.86167
b0012418,57.1167,1.4
b0012431,57.1167,1.4
b0012443,57.57,1.41667
b0012455,57.5667,0.616667
b0012467,57.4883,1.01167
b0012479,57.8167,1.41667
b0012492,59.285,1.68833
b0012511,59.285,0.991667
b0012523,58.0033,0.97
b0012535,58.0033,0.97
b0012547,57.7517,0.996667
b0012559,57.4883,1.01167
b0012560,55.615,4.9
b0012572,59.2917,1.68333
b0012584,59.2917,1.68333
b0012596,55.6133,5.055
b0012603,57.3033,1.925
b0012615,57.7833,-2.1
b0012615,57.7833,2.1
b0012627,58.5533,1.38667
b0012639,58.5033,0.503333
b0012640,60.275,3.98667
b0012652,60.3067,-4.01333
b0012652,60.3067,4.01333
b0012664,60.3067,4.01333
b0012676,60.3033,4.01333
b0012688,60.4917,4.43333
b0012707,60.4917,4.43333
b0012719,56.975,-1.03333
b0012719,56.975,1.03333
b0012720,56.2117,2.56
b0012732,56.2117,2.56
b0012744,60.4917,4.43333
b0012756,60.7417,5.05333
b0012768,60.7417,5.05333
b0012781,61.0383,-5.11667
b0012781,61.0383,5.95
b0012793,61.0383,5.95
b0012800,55.31,5.36
b0012812,55.3367,-5.11333
b0012812,55.3367,5.11333
b0012824,55.3367,5.11333
b0012836,55.3217,4.91
b0012848,55.3217,4.91
b0012861,55.6183,5.06333
b0012873,55.6183,5.06333
b0012885,55.6133,4.90667
b0012897,55.6133,4.90667
b0012904,55.6267,4.88833
b0012916,55.6267,4.88833
b0012928,55.3367,5.11333
b0012941,55.3367,5.11333
b0012953,57.9967,0.511667
b0012965,57.9967,0.511667
b0012977,58.9883,0.5
b0012989,58.9883,0.5
b0012990,58.9883,0.5
b0013004,59.5067,0.503333
b0013016,60,0.518333
b0013028,60,-0.0183333
b0013028,60,0.518333
b0013041,60.4883,0.496667
b0013053,61.01,0.511667
b0013065,61.01,-0.0116667
b0013065,61.01,0.511667
b0013077,60.5033,4.42333
b0013089,60.5033,4.42333
b0013090,60.5033,4.42333
b0013108,60.745,5.065
b0013121,60.745,5.065
b0013133,58.935,3.61333
b0013145,59.0783,-3.15667
b0013145,59.0783,3.82333
b0013157,59.0783,3.82333
b0013169,59.1567,-3.11
b0013169,59.1567,3.94333
b0013170,59.1567,3.94333
b0013182,59.2183,-4.06
b0013182,59.2183,4.06
b0013201,60.51,4.45
b0013225,60.51,4.45
b0013237,60.1383,5.79667
b0013249,60.1383,5.79667
b0013250,60.1383,5.79667
b0013262,59.2867,1.68667
b0013274,59.2867,1.68667
b0013286,56.3917,2.20333
b0013298,56.8467,5.20833
b0013317,58.72,5.88333
b0013329,58.925,7.49333
b0013330,59.0767,7.52667
b0013342,53.5067,-4.06167
b0013342,53.5067,4.06167
b0013354,55.7117,5.06333
b0013366,54.2333,-0.0333333
b0013366,54.2333,0.0333333
b0013378,54.3833,-1.1
b0013378,54.3833,1.1
b0013391,54.3833,-1.1
b0013391,54.3833,1.1
b0013409,54.2333,-0.0333333
b0013409,54.2333,0.0333333
b0013410,54.2333,-0.0333333
b0013410,54.2333,0.0333333
b0013422,54.3833,-1.1
b0013422,54.3833,1.1
b0013434,54.3833,-1.1
b0013434,54.3833,1.1
b0013446,54.2333,-0.0333333
b0013446,54.2333,0.0333333
b0013458,54.3833,-1.1
b0013458,54.3833,1.1
b0013471,54.3833,-1.1
b0013471,54.3833,1.1
b0013483,54.2333,-0.0333333
b0013483,54.2333,0.0333333
b0013495,54.2333,-0.0333333
b0013495,54.2333,0.0333333
b0013502,54.3833,-1.1
b0013502,54.3833,1.1
b0013514,54.3833,-1.1
b0013514,54.3833,1.1
b0013526,54.2333,-0.0333333
b0013526,54.2333,0.0333333
b0013538,54.2333,-0.0333333
b0013538,54.2333,0.0333333
b0013551,54.3833,-1.1
b0013551,54.3833,1.1
b0013563,54.3833,-1.1
b0013563,54.3833,1.1
b0013575,54.2333,-0.0333333
b0013575,54.2333,0.0333333
b0013587,54.2333,-0.0333333
b0013587,54.2333,0.0333333
b0013599,54.3833,-1.1
b0013599,54.3833,1.1
b0013606,54.3833,-1.1
b0013606,54.3833,1.1
b0013618,54.2333,-0.0333333
b0013618,54.2333,0.0333333
b0013631,54.2333,-0.0333333
b0013631,54.2333,0.0333333
b0013643,54.3833,-1.1
b0013643,54.3833,1.1
b0013655,54.2333,-0.0333333
b0013655,54.2333,0.0333333
b0013667,54.2333,-0.0333333
b0013667,54.2333,0.0333333
b0013679,54.3833,-1.1
b0013679,54.3833,1.1
b0013680,54.3833,-1.1
b0013680,54.3833,1.1
b0013692,54.2333,-0.0333333
b0013692,54.2333,0.0333333
b0013711,54.2333,-0.0333333
b0013711,54.2333,0.0333333
b0013723,54.2333,-0.0333333
b0013723,54.2333,0.0333333
b0013735,54.2333,-0.0333333
b0013735,54.2333,0.0333333
b0013747,54.3833,-1.1
b0013747,54.3833,1.1
b0013759,54.3833,-1.1
b0013759,54.3833,1.1
b0013760,54.3833,-1.1
b0013760,54.3833,1.1
b0013772,54.2333,-0.0333333
b0013772,54.2333,0.0333333
b0013784,54.3833,-1.1
b0013784,54.3833,1.1
b0013796,54.3833,-1.1
b0013796,54.3833,1.1
b0013803,54.2333,-0.0333333
b0013803,54.2333,0.0333333
b0013815,54.2333,-0.0333333
b0013815,54.2333,0.0333333
b0013827,54.2333,-0.0333333
b0013827,54.2333,0.0333333
b0013839,54.2333,-0.0333333
b0013839,54.2333,0.0333333
b0013840,54.3833,-1.1
b0013840,54.3833,1.1
b0013852,54.2333,-0.0333333
b0013852,54.2333,0.0333333
b0013864,54.2333,-0.0333333
b0013864,54.2333,0.0333333
b0013876,54.2333,-0.0333333
b0013876,54.2333,0.0333333
b0013888,54.2333,-0.0333333
b0013888,54.2333,0.0333333
b0013907,54.3833,-1.1
b0013907,54.3833,1.1
b0013919,54.3833,-1.1
b0013919,54.3833,1.1
b0013920,54.2333,-0.0333333
b0013920,54.2333,0.0333333
b0013932,54.2333,-0.0333333
b0013932,54.2333,0.0333333
b0013944,54.3833,-1.1
b0013944,54.3833,1.1
b0013956,52.2667,5.58333
b0013968,53.0167,5.2
b0013981,52.2667,5.58333
b0013993,52.4,6
b0014007,52.4,6
b0014019,52.0833,5.76667
b0014020,52.0833,5.76667
b0014032,53.7667,3.71667
b0014044,53.7667,3.71667
b0014068,52.15,5.18333
b0014112,59.2833,0.0833333
b0014124,59.2833,0.0833333
b0014136,59.2833,0.0833333
b0014148,58.7167,2.08333
b0014161,58.7167,2.08333
b0014173,58.7167,2.08333
b0014185,58.4,2.61667
b0014197,58.4,2.61667
b0014204,52.45,3.25
b0014216,53.3333,1.25
b0014241,51.15,1.5
b0014253,51.0833,1.78333
b0014265,52.45,3.25
b0014277,53.3333,1.25
b0014289,51.15,1.5
b0014308,52.4667,2.25
b0014321,52.4667,2.25
b0014333,52.0833,-5.1
b0014333,52.0833,5.76667
b0014345,52.0833,-5.1
b0014345,52.0833,5.76667
b0014357,52.0833,-5.1
b0014357,52.0833,5.76667
b0014369,52.0833,-5.1
b0014369,52.0833,5.76667
b0014382,54.0133,3.74
b0014394,53.8783,3.53167
b0014401,54.0133,3.74
b0014413,53.8783,3.53167
b0014425,53.745,3.32
b0014437,54.0133,3.74
b0014449,54.1133,3.55667
b0014474,51.4,7.66667
b0014486,52.0833,5.76667
b0014498,52.0833,5.76667
b0014505,51.05,7
b0014517,51.05,7
b0014529,51.05,7
b0014530,51.4,7.66667
b0014542,51.9167,5.96667
b0014554,52.0833,5.76667
b0014566,50.75,6.45
b0014578,51.9167,5.96667
b0014591,51.5667,6.38333
b0014609,51.5667,6.38333
b0014610,51.5667,6.38333
b0014622,51.9167,5.96667
b0014634,50.75,6.45
b0014646,50.75,6.45
b0014658,53.4333,5.55
b0014683,53.4333,5.05
b0014695,53.6467,4.36333
b0014714,53.4333,5.55
b0014726,53.35,5.55
b0014738,53.4333,5.36667
b0014751,53.35,5.55
b0014775,53.4333,5.36667
b0014787,53.4333,5.55
b0014799,53.4333,5.05
b0014806,52.0683,5.78333
b0014818,52.0683,5.78333
b0014831,52.0683,5.78333
b0014843,53.475,3.64167
b0014855,53.455,3.67333
b0014867,53.475,3.64167
b0014879,53.455,3.67333
b0014880,53.455,3.67333
b0014892,53.455,3.39667
b0014911,53.455,3.39667
b0014923,53.4533,3.70333
b0014935,53.4533,3.70333
b0014947,53.4533,3.70333
b0014959,53.4533,3.70333
b0014960,53.455,3.39667
b0014972,53.455,3.39667
b0014984,53.4533,3.70333
b0014996,53.455,3.39667
b0015011,53.455,3.39667
b0015023,53.4533,3.70333
b0015035,53.455,3.39667
b0015060,53.4533,3.70333
b0015072,53.4533,3.70333
b0015084,53.4567,3.67333
b0015096,53.4567,3.67333
b0015152,53.33,0.565
b0015164,53.33,0.565
b0015176,53.33,0.565
b0015188,53.33,0.565
b0015207,53.33,0.565
b0015220,53.33,0.565
b0015232,53.33,0.565
b0015244,53.33,0.565
b0015256,53.33,0.565
b0015268,53.33,0.565
b0015281,53.33,0.565
b0015293,53.33,0.565
b0015312,52.1667,6.2
b0015324,55,-5
b0015324,55,5.83333
b0015336,55,-5
b0015336,55,5.83333
b0015348,51.9167,5.96667
b0015361,51.4667,6.58333
b0015373,51.6667,6.08333
b0015385,51.4667,6.58333
b0015397,52.0833,5.76667
b0015404,52.0833,5.76667
b0015416,52.0833,5.76667
b0015428,51.9417,6.78333
b0015441,51.9417,6.78333
b0015453,50.45,5.9
b0015465,51.3167,4.73333
b0015477,51.3167,4.73333
b0015489,53.6883,3.53833
b0015490,53.6883,3.53833
b0015508,53.3933,3.75833
b0015521,53.4533,3.70333
b0015533,53.8983,4.77
b0015545,53.8983,4.77
b0015569,53.8933,3.505
b0015570,53.4817,3.48667
b0015582,53.7733,4.135
b0015594,54.0217,3.92167
b0015601,53.7733,3.705
b0015613,53.4,3.925
b0015625,53.9,4.41
b0015637,54.0217,3.92167
b0015649,53.77,3.29667
b0015650,53.7683,3.92333
b0015662,53.7683,3.92333
b0015730,54.1133,3.55667
b0015778,53.6467,4.36333
b0015791,58.6167,2.41667
b0015809,58.6167,2.41667
b0015810,58.6167,2.41667
b0015822,58.6167,2.41667
b0015834,53.4517,3.65
b0015846,53.4517,3.66333
b0015858,52.2617,2.2
b0015871,52.265,2.20333
b0015883,53.4333,5.55
b0015895,55,-5
b0015895,55,5.83333
b0015902,53.4333,5.55
b0015914,55.0333,-5.15
b0015914,55.0333,5.31667
b0015926,52.0833,-5.1
b0015926,52.0833,5.43333
b0015938,55.0333,-5.15
b0015938,55.0333,5.31667
b0015951,52.0833,-5.1
b0015951,52.0833,5.43333
b0015963,55.0333,-5.15
b0015963,55.0333,5.31667
b0015987,53.5083,4.05
b0015999,50.2517,3.56333
b0016002,51.0667,1.58333
b0016014,51.0667,1.58333
b0016051,53.7633,4.11833
b0016063,53.7633,4.11833
b0016087,53.7633,4.11833
b0016099,53.5883,4.09167
b0016106,53.33,0.565
b0016131,57.81,12.9817
b0016143,57.81,12.9817
b0016167,57.825,15.07
b0016179,58.36,13.9883
b0016180,58.36,13.9883
b0016192,57.7317,3.79833
b0016211,57.7317,3.79833
b0016223,60.3817,8.55833
b0016235,60.3817,8.55833
b0016247,60.18,7.73833
b0016259,59.9817,6.79167
b0016260,59.9817,6.79167
b0016272,58.3483,14.0117
b0016284,58.3483,14.0117
b0016296,59.2817,1.89333
b0016303,59.2817,1.89333
b0016315,59.2833,1.785
b0016327,59.2833,1.785
b0016339,59.285,1.68333
b0016340,59.285,1.68333
b0016352,59.2867,1.48167
b0016364,59.2867,1.48167
b0016376,59.2783,1.38667
b0016388,59.2783,1.38667
b0016407,54.2267,-0.0366667
b0016407,54.2267,0.0366667
b0016420,54.3833,-1.10667
b0016420,54.3833,1.10667
b0016432,51.5517,1.975
b0016456,54.2317,-0.0216667
b0016456,54.2317,0.0216667
b0016481,54.75,0.933333
b0016500,51.55,1.97333
b0016524,51.55,1.97333
b0016548,52.0333,-1.03333
b0016548,52.0333,1.86667
b0016561,52.0333,-1.03333
b0016561,52.0333,1.86667
b0016573,52.3667,-2.01667
b0016573,52.3667,2.01667
b0016585,54.2317,-0.0233333
b0016585,54.2317,0.0233333
b0016597,54.2317,-0.0233333
b0016597,54.2317,0.0233333
b0016604,54.385,-1.1
b0016604,54.385,1.1
b0016616,54.385,-1.1
b0016616,54.385,1.1
b0016628,54.7517,0.933333
b0016641,51.55,1.97167
b0016653,54.75,0.936667
b0016665,54.75,0.936667
b0016677,54.75,-1.075
b0016677,54.75,1.075
b0016689,54.75,-1.075
b0016689,54.75,1.075
b0016690,54.7517,-1.04167
b0016690,54.7517,1.04167
b0016708,54.7517,-1.04167
b0016708,54.7517,1.04167
b0016721,54.75,-1.00667
b0016721,54.75,1.00667
b0016733,54.75,-1.00667
b0016733,54.75,1.00667
b0016745,54.75,0.97
b0016757,54.75,0.97
b0016769,54.7917,-1.1
b0016769,54.7917,1.1
b0016770,54.7917,-1.1
b0016770,54.7917,1.1
b0016825,51.5367,1.97333
b0016837,51.5367,1.97333
b0016849,54.2283,-0.0333333
b0016849,54.2283,0.0333333
b0016850,54.2283,-0.0333333
b0016850,54.2283,0.0333333
b0016862,54.3833,-1.105
b0016862,54.3833,1.105
b0016874,54.3833,-1.105
b0016874,54.3833,1.105
b0016886,54.23,-0.025
b0016886,54.23,0.025
b0016898,54.23,-0.025
b0016898,54.23,0.025
b0016905,54.385,-1.10833
b0016905,54.385,1.10833
b0016917,54.385,-1.10833
b0016917,54.385,1.10833
b0016929,54.225,-0.0266667
b0016929,54.225,0.0266667
b0016930,54.7583,-5.05
b0016930,54.7583,5.05
b0016942,54.7667,-5.06667
b0016942,54.7667,5.06667
b0016954,54.75,-5.10833
b0016954,54.75,5.10833
b0016966,54.75,-5.10833
b0016966,54.75,5.10833
b0016978,54.4,3.55833
b0016991,56.6233,6.40833
b0017005,56.5967,6.87833
b0017017,56.9917,-9.00167
b0017017,56.9917,9.00167
b0017029,56.9917,-9.00167
b0017029,56.9917,9.00167
b0017030,56.9917,-9.00167
b0017030,56.9917,9.00167
b0017042,56.8833,8.925
b0017054,56.8833,8.925
b0017066,56.9417,8.80667
b0017078,56.9417,8.80667
b0017091,55.82,-7.00333
b0017091,55.82,7.00333
b0017109,55.82,-7.00333
b0017109,55.82,7.00333
b0017110,55.8633,-7.12833
b0017110,55.8633,7.12833
b0017122,55.8633,-7.12833
b0017122,55.8633,7.12833
b0017134,55.8633,-7.12833
b0017134,55.8633,7.12833
b0017146,55.9067,7.25667
b0017158,55.9067,7.25667
b0017171,57.4933,12.2
b0017183,57.4933,12.2
b0017195,57.4933,12.2
b0017202,57.4933,12.2
b0017214,57.215,10.5667
b0017226,57.215,10.5667
b0017238,57.215,10.5667
b0017251,57.215,10.5667
b0017263,57.5017,12.2667
b0017275,57.5017,12.2667
b0017287,57.5017,12.2667
b0017299,57.5017,12.2667
b0017306,57.2433,10.605
b0017318,57.2433,10.605
b0017331,57.2433,10.605
b0017343,57.2433,10.605
b0017355,61.3333,0
b0017367,61.3333,0
b0017379,61.3333,0
b0017380,61.3333,0
b0017392,61.3333,0
b0017411,61.3333,0
b0017423,61.3333,0
b0017435,61.3333,0
b0017447,61.3333,0
b0017459,61.3333,0
b0017460,61.3333,0
b0017472,61.3333,0
b0017484,61.3333,0
b0017496,61.3333,0
b0017503,61.3333,0
b0017515,60,4
b0017527,60,4
b0017539,60,4
b0017540,60,4
b0017552,60,4
b0017564,60,4
b0017576,60,4
b0017588,60,4
b0017607,60,4
b0017619,60,4
b0017620,60,4
b0017632,60,4
b0017644,60,4
b0017656,60,4
b0017668,60,4
b0017681,60,4
b0017693,60,4
b0017700,60,4
b0017712,60,4
b0017724,60,4
b0017736,60,4
b0017748,60,4
b0017761,60,4
b0017773,60,4
b0017785,60,4
b0017797,60,4
b0017804,60,4
b0017816,50.6667,7.5
b0017828,50.6667,7.5
b0017841,50.6667,7.5
b0017853,50.6667,7.5
b0017865,50.6667,7.5
b0017877,50.6667,7.5
b0017889,50.6667,7.5
b0017890,50.6667,7.5
b0017908,50.6667,7.5
b0017921,50.6667,7.5
b0017933,50.6667,7.5
b0017945,50.6667,7.5
b0017957,50.6667,7.5
b0017969,50.6667,7.5
b0017970,50.6667,7.5
b0017982,50.6667,7.5
b0017994,50.6667,7.5
b0018008,50.6667,7.5
b0018021,50.6667,7.5
b0018033,50.6667,7.5
b0018045,50.6667,7.5
b0018057,50.6667,7.5
b0018069,50.6667,7.5
b0018070,50.6667,7.5
b0018082,50.6667,7.5
b0018094,50.6667,7.5
b0018101,50.6667,7.5
b0018113,50.6667,7.5
b0018125,50.6667,7.5
b0018137,50.6667,7.5
b0018149,50.6667,7.5
b0018150,50.6667,7.5
b0018162,50.6667,7.5
b0018174,50.6667,7.5
b0018186,50.6667,7.5
b0018198,50.6667,7.5
b0018205,50.6667,7.5
b0018217,50.6667,7.5
b0018229,50.6667,7.5
b0018230,50.6667,7.5
b0018242,50.6667,7.5
b0018254,50.6667,7.5
b0018266,50.6667,7.5
b0018278,50.6667,7.5
b0018291,50.6667,7.5
b0018309,50.6667,7.5
b0018310,50.6667,7.5
b0018322,50.6667,7.5
b0018334,50.6667,7.5
b0018346,50.6667,7.5
b0018358,50.6667,7.5
b0018371,50.6667,7.5
b0018383,50.6667,7.5
b0018395,50.6667,7.5
b0018402,50.6667,7.5
b0018414,50.6667,7.5
b0018426,50.6667,7.5
b0018438,50.6667,7.5
b0018451,52.0833,-5.1
b0018451,52.0833,5.76667
b0018463,52.0833,-5.1
b0018463,52.0833,5.76667
b0018475,53.3667,-1.13333
b0018475,53.3667,1.13333
b0018487,53.3667,-1.13333
b0018487,53.3667,1.13333
b0018499,53.4,1.21667
b0018506,53.3833,1.19167
b0018518,53.2917,5.33333
b0018531,53.2917,4.83333
b0018543,53.0667,-5.15
b0018543,53.0667,5.48333
b0018555,53.0667,-5.15
b0018555,53.0667,5.48333
b0018567,53.4,-5.11667
b0018567,53.4,5.11667
b0018579,53.4,4.66667
b0018580,53.4,4.66667
b0018592,53.2333,5.71667
b0018611,53.2333,5.71667
b0018623,53.2917,5.33333
b0018635,53.4,5.83333
b0018647,53.4,5.83333
b0018659,53.4333,5.55
b0018660,53.4,-5.11667
b0018660,53.4,5.11667
b0018672,53.4333,3.78333
b0018684,53.4333,3.78333
b0018696,53.475,3.59167
b0018703,53.6917,3.73333
b0018715,53.8,3.41667
b0018727,53.6417,3.45833
b0018739,53.475,3.3
b0018740,53.5667,3.5
b0018752,53.6417,3.45833
b0018764,53.5333,3.55
b0018776,53.5333,3.55
b0018788,53.5333,3.55
b0018807,53.5333,3.55
b0018819,53.5333,3.55
b0018820,53.5333,3.55
b0018832,53.5333,3.55
b0018844,53.5333,3.55
b0018856,53.5333,3.55
b0018868,53.5333,3.55
b0018881,53.5333,3.55
b0018893,53.5333,3.55
b0018900,53.5333,3.55
b0018912,53.5333,3.55
b0018924,53.5333,3.55
b0018936,53.5333,3.55
b0018948,54.0833,-4.08333
b0018948,54.0833,4.41667
b0018961,54.0833,-4.08333
b0018961,54.0833,4.41667
b0018973,54.4167,3.75
b0018985,54.0833,-3.08333
b0018985,54.0833,3.58333
b0018997,54.5333,4.33333
b0019000,54.5333,4.33333
b0019012,54.5333,4.33333
b0019024,54,-3.08333
b0019024,54,3.91667
b0019036,54,-3.08333
b0019036,54,3.91667
b0019048,54,-3.08333
b0019048,54,3.91667
b0019061,54.4167,3.75
b0019073,54.4167,3.75
b0019085,54.4167,3.75
b0019097,54.5333,4.33333
b0019104,54.5333,4.33333
b0019116,53.6333,3.75
b0019128,53.6333,3.75
b0019141,54.0833,-4.08333
b0019141,54.0833,4.41667
b0019153,54.0833,-4.08333
b0019153,54.0833,4.41667
b0019165,54.0833,-4.08333
b0019165,54.0833,4.41667
b0019177,54.0667,-5
b0019177,54.0667,5.66667
b0019189,54.0667,-5
b0019189,54.0667,5.66667
b0019190,54.0667,-5
b0019190,54.0667,5.66667
b0019208,54.5333,4.33333
b0019221,53.2917,4.91667
b0019233,53.2917,4.91667
b0019245,53.2917,4.91667
b0019257,53.65,4.56667
b0019269,54.0667,-4.15
b0019269,54.0667,4.98333
b0019270,54.0667,-4.15
b0019270,54.0667,4.98333
b0019282,51.925,2.65833
b0019294,51.9833,2.73333
b0019301,52.1833,2.91667
b0019313,52.1833,2.91667
b0019325,52.1083,-2.13333
b0019325,52.1083,2.46667
b0019337,51.9083,2.98333
b0019349,52.4667,-3.13333
b0019349,52.4667,3.13333
b0019350,52.55,3
b0019350,52.55,-3
b0019362,52.55,3
b0019362,52.55,-3
b0019374,52.7167,2.73333
b0019386,52.7167,2.73333
b0019398,53.2917,5.6
b0019405,53.2917,5.33333
b0019417,53.2917,4.91667
b0019429,53.65,4.56667
b0019430,53.85,4.51667
b0019442,54.5333,4.33333
b0019454,54.5333,4.33333
b0019466,54.6333,5.38333
b0019478,56.8,14.7333
b0019491,56.8,14.7333
b0019509,56.0833,-15.1
b0019509,56.0833,15.6
b0019510,56.0833,-15.1
b0019510,56.0833,15.6
b0019522,57.5833,14.3167
b0019534,57.7,14.6667
b0019546,57.7,14.6667
b0019558,57.7,14.6667
b0019571,54.5833,0.833333
b0019583,54.6167,0.816667
b0019595,54.6167,0.816667
b0019602,54.5333,0.683333
b0019614,54.5667,0.65
b0019626,54.5,0.483333
b0019638,54.5333,0.416667
b0019651,54.4,0.433333
b0019663,54.4,0.433333
b0019675,54.4167,0.383333
b0019687,54.2317,-0.0183333
b0019687,54.2317,0.0183333
b0019699,54.2317,-0.0183333
b0019699,54.2317,0.0183333
b0019706,53.815,0.188333
b0019718,53.815,0.188333
b0019731,54.5,3.685
b0019743,54.5,3.685
b0019755,54.23,-0.0266667
b0019755,54.23,0.0266667
b0019767,54.23,-0.0266667
b0019767,54.23,0.0266667
b0019779,54.385,-1.10833
b0019779,54.385,1.10833
b0019780,54.385,-1.10833
b0019780,54.385,1.10833
b0019792,54.2233,-0.03
b0019792,54.2233,0.03
b0019811,54.385,-1.10333
b0019811,54.385,1.10333
b0019823,54.385,-1.10333
b0019823,54.385,1.10333
b0019847,55.0567,-1.04167
b0019847,55.0567,1.375
b0019859,55.0667,-1.11667
b0019859,55.0667,1.28333
b0019860,55.0667,-1.11667
b0019860,55.0667,1.28333
b0019872,55.2467,0.25
b0019884,55.2467,0.25
b0019896,55.465,1
b0019896,55.465,-1
b0019903,54.8333,-0.0666667
b0019903,54.8333,0.0666667
b0019915,54.8333,-0.0666667
b0019915,54.8333,0.0666667
b0019927,55.075,1.015
b0019927,55.075,1.13167
b0019939,55,-1.13333
b0019939,55,1.8
b0019940,54.3833,1.78333
b0019952,54.3833,1.78333
b0019964,54.0667,-1.11667
b0019964,54.0667,1.78333
b0019976,53.8,-1.06833
b0019976,53.8,1.06833
b0019988,53.8,-1.06833
b0019988,53.8,1.06833
b0020001,53.8017,1.785
b0020013,53.8017,1.785
b0020025,53.17,-1.035
b0020025,53.17,1.035
b0020037,54.23,-0.0266667
b0020037,54.23,0.0266667
b0020049,54.3833,-1.11
b0020049,54.3833,1.11
b0020050,54.3833,-1.11
b0020050,54.3833,1.11
b0020062,54.23,-0.025
b0020062,54.23,0.025
b0020074,54.3833,-1.10833
b0020074,54.3833,1.10833
b0020086,54.3833,-1.10833
b0020086,54.3833,1.10833
b0020098,54.2267,-0.0333333
b0020098,54.2267,0.0333333
b0020105,54.2267,-0.0333333
b0020105,54.2267,0.0333333
b0020117,54.3833,-1.1
b0020117,54.3833,1.1
b0020129,54.3833,-1.1
b0020129,54.3833,1.1
b0020130,51.5517,1.97833
b0020209,52.4417,-2.05
b0020209,52.4417,2.05
b0020246,54.2267,-0.0366667
b0020246,54.2267,0.0366667
b0020258,54.2267,-0.0366667
b0020258,54.2267,0.0366667
b0020271,54.3833,-1.11333
b0020271,54.3833,1.11333
b0020283,54.3833,-1.11333
b0020283,54.3833,1.11333
b0020295,52.9917,-4.04
b0020295,52.9917,4.04
b0020302,52.9917,-4.04
b0020302,52.9917,4.04
b0020314,52.8317,3.74167
b0020326,52.8317,3.74167
b0020338,52.65,4
b0020338,52.65,-4
b0020351,52.6633,3.49167
b0020363,52.6633,3.49167
b0020375,52.5017,3.25333
b0020387,52.335,3.5
b0020399,52.335,3.5
b0020406,52.3483,-3.00333
b0020406,52.3483,3.00333
b0020418,54.2283,-0.0283333
b0020418,54.2283,0.0283333
b0020431,54.2283,-0.0283333
b0020431,54.2283,0.0283333
b0020443,54.3867,-1.10667
b0020443,54.3867,1.10667
b0020707,54.2267,-0.0266667
b0020707,54.2267,0.0266667
b0020719,57.9367,2.88333
b0020720,58.1933,3.01
b0020732,58.4117,1.615
b0020756,58.195,3.00833
b0020768,57.9383,2.895
b0020781,57.9383,2.895
b0020800,58.4183,1.61
b0020824,59.275,1.16167
b0020836,59.275,1.16167
b0020848,59.2783,1.68667
b0020861,59.2783,1.68667
b0020873,59.2867,2.16833
b0020897,58.415,1.61167
b0020904,58.415,1.61167
b0020916,57.9367,2.9
b0020928,58.1933,3.01833
b0020941,58.1933,3.01833
b0020953,57.9383,2.895
b0020965,57.9383,2.895
b0020977,58.1983,3.01833
b0020989,58.1983,3.01833
b0020990,58.4167,1.60833
b0021004,58.4167,1.60833
b0021016,58.4267,2.35667
b0021028,58.4267,2.35667
b0021053,59.5867,7.25
b0021065,59.5867,7.25
b0021077,59.5867,7.19333
b0021089,59.5867,7.25
b0021090,59.5867,7.19333
b0021108,59.5867,7.25
b0021121,59.5867,7.19333
b0021133,59.81,9.02333
b0021145,59.81,9.02333
b0021157,59.8267,8.98833
b0021169,59.8267,8.98833
b0021170,59.81,-9.02333
b0021170,59.81,9.02333
b0021182,59.8267,8.98833
b0021194,59.585,7.245
b0021201,59.585,7.245
b0021213,59.585,7.245
b0021225,59.585,7.245
b0021237,59.585,7.245
b0021249,59.585,7.245
b0021250,59.8217,8.99167
b0021262,59.8117,8.955
b0021274,59.8117,8.955
b0021286,59.8217,8.99167
b0021298,59.8117,8.955
b0021305,59.8217,8.99167
b0021317,59.8117,8.955
b0021329,59.83,8.97333
b0021330,59.83,8.97333
b0021342,59.83,8.97333
b0021354,59.83,8.97333
b0021366,51.5033,4.98333
b0021378,51.5033,4.98333
b0021391,51.33,4.86
b0021409,51.33,4.86
b0021410,51.33,4.86
b0021422,51.0767,-4.11333
b0021422,51.0767,4.61333
b0021434,51.0767,-4.11333
b0021434,51.0767,4.61333
b0021446,51.37,4.46333
b0021458,51.37,4.46333
b0021471,51.37,4.46333
b0021483,51.225,4.42667
b0021495,51.225,4.42667
b0021502,51.455,-4.00667
b0021502,51.455,4.00667
b0021514,51.455,-4.00667
b0021514,51.455,4.00667
b0021526,51.4783,4.25
b0021538,51.4783,4.25
