Filename	OriginatorsIdentifier	latDD	lonDD	Site	StartDate	StartTime	EndDate	EndTime											
cmd\b0017158.lst	458/034	55.9066	-7.2566	R034	13/06/77	20:30:00	20/06/77	12:20:00											
cmd\b0017171.lst	2660/039	57.4933	-12.1999	SF1,R39	04/02/78	13:40:00	04/06/78	10:39:00									C		
cmd\b0017183.lst	2659/039	57.4933	-12.1999	SF1,R39	04/02/78	13:40:00	04/06/78	10:37:00									C		
cmd\b0017195.lst	2658/039	57.4933	-12.1999	SF1,R39	04/02/78	13:40:00	04/06/78	10:39:00									C		
cmd\b0017202.lst	2768/039	57.4933	-12.1999	SF1,R39	04/02/78	13:40:00	04/06/78	10:43:00									C		
cmd\b0017214.lst	3586/041	57.2149	-10.5666	SM1,R41	17/04/78	01:30:00	15/07/78	11:33:00											
cmd\b0017226.lst	3588/041	57.2149	-10.5666	SM1,R41	17/04/78	01:30:00	15/07/78	11:35:00									C		
cmd\b0017238.lst	2766/041	57.2149	-10.5666	SM1,R41	17/04/78	01:29:00	15/07/78	11:10:00											
cmd\b0017251.lst	2767/041	57.2149	-10.5666	SM1,R41	17/04/78	01:30:00	15/07/78	11:11:00											
cmd\b0017263.lst	3585/043	57.5016	-12.2666	SF2,R43	04/06/78	20:40:00	12/09/78	06:38:00									C		
cmd\b0017275.lst	3589/043	57.5016	-12.2666	SF2,R43	04/06/78	20:40:00	12/09/78	06:38:00									C		
cmd\b0017287.lst	3590/043	57.5016	-12.2666	SF2,R43	04/06/78	20:40:00	12/09/78	06:38:00									C		
cmd\b0017299.lst	3587/043	57.5016	-12.2666	SF2,R43	04/06/78	20:40:00	12/09/78	06:40:00									C		
cmd\b0017306.lst	2658/046	57.2433	-10.6049	SM2,R46	15/07/78	21:00:00	07/11/78	09:39:00									C		
cmd\b0017318.lst	2659/046	57.2433	-10.6049	SM2,R46	15/07/78	21:00:00	07/11/78	09:37:00									C		
cmd\b0017331.lst	2660/046	57.2433	-10.6049	SM2,R46	15/07/78	21:00:00	07/11/78	09:39:00									C		
cmd\b0017343.lst	2768/046	57.2433	-10.6049	SM2,R46	15/07/78	21:00:00	07/11/78	09:43:00									C		
cmd\b0017355.lst	S510T/AM94	61.3333	0	NS510	08/10/75	09:30:00	26/10/75	12:25:00											
cmd\b0017367.lst	S510U/AM96	61.3333	0	NS510	08/10/75	10:23:00	26/10/75	13:10:00											
cmd\b0017379.lst	S510L/AM97	61.3333	0	NS510	08/10/75	10:31:00	26/10/75	12:26:00											
cmd\b0017380.lst	S511B/AM99	61.3333	0	NS511	01/11/75	12:23:00	25/11/75	09:48:00											
cmd\b0017392.lst	S511U/AM100	61.3333	0	NS511	01/11/75	13:13:00	25/11/75	09:08:00											
cmd\b0017411.lst	S512U/AM104	61.3333	0	NS512	30/11/75	08:45:00	25/12/75	11:55:00											
cmd\b0017423.lst	S512L/AM105	61.3333	0	NS512	30/11/75	08:50:00	25/12/75	11:15:00											
cmd\b0017435.lst	S601U/AM108	61.3333	0	NS601	01/01/76	12:45:00	21/01/76	12:10:00											
cmd\b0017447.lst	S601B/AM107	61.3333	0	NS601	06/01/76	14:48:00	21/01/76	11:13:00											
cmd\b0017459.lst	S601L/AM109	61.3333	0	NS601	01/01/76	12:40:00	21/01/76	00:35:00											
cmd\b0017460.lst	S602B/AM111	61.3333	0	NS602	31/01/76	14:10:00	18/02/76	12:05:00											
cmd\b0017472.lst	S602U/AM112	61.3333	0	NS602	31/01/76	11:05:00	18/02/76	11:30:00											
cmd\b0017484.lst	S602L/AM113	61.3333	0	NS602	31/01/76	11:15:00	18/02/76	11:10:00											
cmd\b0017496.lst	S602T/AM110	61.3333	0	NS602	31/01/76	12:50:00	18/02/76	12:15:00											
cmd\b0017503.lst	S508B/AM90	61.3333	0	NS508	04/08/75	12:50:00	02/09/75	07:45:00											
cmd\b0017515.lst	F508TAJ49/52	60	-4	NF508	17/08/75	16:18:00	29/08/75	18:43:00											
cmd\b0017527.lst	F508LAJ51/54	60	-4	NF508	17/08/75	16:55:00	09/09/75	16:20:00											
cmd\b0017539.lst	F509S/AJ55A	60	-4	NF509	23/09/75	11:00:00	07/10/75	13:55:00											
cmd\b0017540.lst	F509T/AJ55B	60	-4	NF509	09/10/75	09:18:00	18/10/75	16:43:00											
cmd\b0017552.lst	F509U/AJ57A	60	-4	NF509	23/09/75	11:12:00	07/10/75	14:07:00											
cmd\b0017564.lst	F509V/AJ57B	60	-4	NF509	09/10/75	07:56:00	18/10/75	15:51:00											
cmd\b0017576.lst	F510U/AJ59	60	-4	NF510	24/10/75	09:25:00	20/11/75	15:20:00											
cmd\b0017588.lst	F510L/AJ60	60	-4	NF510	24/10/75	09:33:00	20/11/75	15:28:00											
cmd\b0017607.lst	F512U/AJ68	60	-4	NF512	06/01/76	14:00:00	23/01/76	12:25:00											
cmd\b0017619.lst	F510T/AJ61	60	-4	NF510	23/10/75	18:05:00	26/10/75	04:00:00											
cmd\b0017620.lst	F512L/AJ69	60	-4	NF512	06/01/76	14:10:00	23/01/76	12:35:00											
cmd\b0017632.lst	F601T/AJ70	60	-4	NF601	01/02/76	11:40:00	18/02/76	13:05:00											
cmd\b0017644.lst	F601B/AJ71	60	-4	NF601	01/02/76	11:50:00	18/02/76	12:45:00											
cmd\b0017656.lst	F601U/AJ72	60	-4	NF601	01/02/76	10:23:00	22/02/76	16:18:00											
cmd\b0017668.lst	F601L/AJ73	60	-4	NF601	01/02/76	10:25:00	18/02/76	00:50:00											
cmd\b0017681.lst	F602B/AJ75	60	-4	NF602	28/02/76	12:40:00	03/03/76	12:35:00											
cmd\b0017693.lst	F602U/AJ76	60	-4	NF602	28/02/76	13:40:00	19/03/76	15:05:00											
cmd\b0017700.lst	F602T/AJ74	60	-4	NF602	28/02/76	12:30:00	19/03/76	16:25:00											
cmd\b0017712.lst	F603T/AJ78	60	-4	NF603	31/03/76	09:55:00	24/04/76	11:50:00											
cmd\b0017724.lst	F603B/AJ79	60	-4	NF603	31/03/76	09:55:00	24/04/76	11:20:00											
cmd\b0017736.lst	F603U/AJ80	60	-4	NF603	25/03/76	11:58:00	24/04/76	12:23:00											
cmd\b0017748.lst	F603L/AJ81	60	-4	NF603	25/03/76	11:53:00	24/04/76	12:18:00											
cmd\b0017761.lst	F604T/AJ82	60	-4	NF604	30/04/76	12:18:00	30/05/76	07:43:00											
cmd\b0017773.lst	F604B/AJ83	60	-4	NF604	30/04/76	12:18:00	30/05/76	07:13:00											
cmd\b0017785.lst	F604U/AJ84	60	-4	NF604	30/04/76	12:50:00	30/05/76	06:45:00											
cmd\b0017797.lst	F604L/AJ85	60	-4	NF604	30/04/76	12:45:00	30/05/76	06:40:00											
cmd\b0017804.lst	F602L/AJ77	60	-4	NF602	28/02/76	13:50:00	11/03/76	19:40:00											
cmd\b0017816.lst	B510T/AS50	50.6666	-7.5	NB510	18/10/75	17:03:00	14/11/75	11:28:00											
cmd\b0017828.lst	B510L/AS51	50.6666	-7.5	NB510	18/10/75	17:24:00	13/11/75	16:49:00											
cmd\b0017841.lst	B510B/AS52	50.6666	-7.5	NB510	18/10/75	17:24:00	13/11/75	16:49:00											
cmd\b0017853.lst	B511L/AS54	50.6666	-7.5	NB511	19/11/75	14:35:00	16/12/75	08:30:00											
cmd\b0017865.lst	B511B/AS53	50.6666	-7.5	NB511	19/11/75	14:35:00	16/12/75	09:00:00											
cmd\b0017877.lst	B601L/AS59A	50.6666	-7.5	NB601	15/01/76	13:40:00	27/01/76	10:35:00											
cmd\b0017889.lst	B601M/AS59B	50.6666	-7.5	NB601	01/02/76	14:16:00	10/02/76	08:11:00											
cmd\b0017890.lst	B601A/AS60A	50.6666	-7.5	NB601	15/01/76	13:45:00	27/01/76	09:10:00											
cmd\b0017908.lst	B601B/AS60B	50.6666	-7.5	NB601	01/02/76	14:31:00	10/02/76	07:56:00											
cmd\b0017921.lst	B602L/AS68	50.6666	-7.5	NB602	14/02/76	11:48:00	08/03/76	12:43:00											
cmd\b0017933.lst	B602T/AS70	50.6666	-7.5	NB602	14/02/76	12:05:00	08/03/76	14:00:00											
cmd\b0017945.lst	B603L/AS62	50.6666	-7.5	NB603	14/03/76	11:20:00	01/04/76	08:15:00											
cmd\b0017957.lst	B603B/AS63	50.6666	-7.5	NB603	14/03/76	11:20:00	01/04/76	08:15:00											
cmd\b0017969.lst	B603T/AS64	50.6666	-7.5	NB603	13/03/76	16:01:00	06/04/76	04:26:00											
cmd\b0017970.lst	B512A/AS57A	50.6666	-7.5	NB512	19/12/75	12:06:00	05/01/76	15:31:00											
cmd\b0017982.lst	B512B/AS57B	50.6666	-7.5	NB512	06/01/76	14:34:00	13/01/76	09:29:00											
cmd\b0017994.lst	B601S/AS61A	50.6666	-7.5	NB601	15/01/76	14:20:00	01/02/76	11:15:00											
cmd\b0018008.lst	B601T/AS61B	50.6666	-7.5	NB601	01/02/76	14:50:00	10/02/76	07:15:00											
cmd\b0018021.lst	B512L/AS56A	50.6666	-7.5	NB512	19/12/75	12:13:00	05/01/76	16:08:00											
cmd\b0018033.lst	B512M/AS56B	50.6666	-7.5	NB512	06/01/76	14:39:00	13/01/76	09:34:00											
cmd\b0018045.lst	B604T/AS65	50.6666	-7.5	NB604	10/04/76	14:16:00	03/05/76	11:41:00											
cmd\b0018057.lst	B604L/AS66	50.6666	-7.5	NB604	10/04/76	14:02:00	04/05/76	10:57:00											
cmd\b0018069.lst	B604B/AS67	50.6666	-7.5	NB604	10/04/76	14:02:00	04/05/76	10:57:00											
cmd\b0018070.lst	B605B/AS72	50.6666	-7.5	NB605	07/05/76	13:43:00	01/06/76	04:08:00											
cmd\b0018082.lst	B605T/AS73	50.6666	-7.5	NB605	07/05/76	13:59:00	01/06/76	05:24:00											
cmd\b0018094.lst	B606B/AS74	50.6666	-7.5	NB606	04/06/76	10:01:00	29/06/76	09:56:00											
cmd\b0018101.lst	B606L/AS75	50.6666	-7.5	NB606	04/06/76	09:56:00	29/06/76	09:51:00											
cmd\b0018113.lst	B606T/AS76	50.6666	-7.5	NB606	04/06/76	10:19:00	29/06/76	08:44:00											
cmd\b0018125.lst	B607B/AS77	50.6666	-7.5	NB607	03/07/76	09:33:00	27/07/76	04:58:00											
cmd\b0018137.lst	B607T/AS78	50.6666	-7.5	NB607	03/07/76	10:35:00	11/07/76	17:00:00											
cmd\b0018149.lst	B607L/AS79	50.6666	-7.5	NB607	03/07/76	09:46:00	27/07/76	03:41:00											
cmd\b0018150.lst	B607S/AS80	50.6666	-7.5	NB607A	30/07/76	10:20:00	24/08/76	09:45:00											
cmd\b0018162.lst	B607A/AS81	50.6666	-7.5	NB607A	30/07/76	09:45:00	24/08/76	09:40:00											
cmd\b0018174.lst	B607M/AS82	50.6666	-7.5	NB607A	30/07/76	09:25:00	24/08/76	08:20:00											
cmd\b0018186.lst	B608L/AS83	50.6666	-7.5	NB608	27/08/76	07:05:00	21/09/76	05:30:00											
cmd\b0018198.lst	B608T/AS84	50.6666	-7.5	NB608	27/08/76	07:34:00	20/09/76	14:59:00											
cmd\b0018205.lst	B609B/AS87	50.6666	-7.5	NB609	25/09/76	11:05:00	18/10/76	13:00:00											
cmd\b0018217.lst	B608B/AS85	50.6666	-7.5	NB608	27/08/76	07:05:00	21/09/76	05:00:00											
cmd\b0018229.lst	B609T/AS86	50.6666	-7.5	NB609	25/09/76	11:33:00	18/10/76	11:28:00											
cmd\b0018230.lst	B609L/AS88	50.6666	-7.5	NB609	25/09/76	11:00:00	18/10/76	01:55:00											
cmd\b0018242.lst	B610L/AS92	50.6666	-7.5	NB610	23/10/76	11:25:00	16/11/76	03:10:00											
cmd\b0018254.lst	B610B/AS93	50.6666	-7.5	NB610	23/10/76	11:25:00	12/11/76	12:20:00											
cmd\b0018266.lst	B611L/AS89	50.6666	-7.5	NB611	19/11/76	10:12:00	14/12/76	10:07:00											
cmd\b0018278.lst	B611T/AS90	50.6666	-7.5	NB611	19/11/76	10:51:00	09/12/76	11:16:00											
cmd\b0018291.lst	B611B/AS91	50.6666	-7.5	NB611	19/11/76	10:12:00	14/12/76	12:07:00											
cmd\b0018309.lst	B612L/AS96	50.6666	-7.5	NB612	17/12/76	13:32:00	11/01/77	03:27:00											
cmd\b0018310.lst	B612B/AS97	50.6666	-7.5	NB612	17/12/76	13:22:00	08/01/77	05:47:00											
cmd\b0018322.lst	B701T/AS98	50.6666	-7.5	NB701	16/01/77	10:47:00	08/02/77	08:42:00											
cmd\b0018334.lst	B701L/AS99	50.6666	-7.5	NB701	16/01/77	10:09:00	08/02/77	00:04:00											
cmd\b0018346.lst	B701B/AS100	50.6666	-7.5	NB701	16/01/77	10:09:00	08/02/77	00:04:00											
cmd\b0018358.lst	B702L/AS102	50.6666	-7.5	NB702	11/02/77	12:35:00	20/02/77	03:30:00											
cmd\b0018371.lst	B702B/AS103	50.6666	-7.5	NB702	11/02/77	12:30:00	06/03/77	23:25:00											
cmd\b0018383.lst	B703L/AS105	50.6666	-7.5	NB703	11/03/77	14:48:00	27/03/77	01:43:00											
cmd\b0018395.lst	B703B/AS106	50.6666	-7.5	NB703	11/03/77	14:22:00	04/04/77	16:17:00											
cmd\b0018402.lst	B704L/AS107	50.6666	-7.5	NB704	08/04/77	10:35:00	03/05/77	04:30:00											
cmd\b0018414.lst	B704B/AS108	50.6666	-7.5	NB704	08/04/77	10:45:00	03/05/77	04:40:00											
cmd\b0018426.lst	B705L/AS110	50.6666	-7.5	NB705	06/05/77	07:40:00	31/05/77	13:05:00											
cmd\b0018438.lst	B705B/AS111	50.6666	-7.5	NB705	06/05/77	07:35:00	31/05/77	13:00:00											
cmd\b0018451.lst	J/220/MT	52.0833	-5.7666	RJ	28/08/71	21:13:00	05/09/71	01:53:00											
cmd\b0018463.lst	J/234/MB	52.0833	-5.7666	RJ	28/08/71	21:23:00	07/10/71	12:48:00											
cmd\b0018475.lst	A/166/T	53.3666	1.1333	SA	08/06/70	18:47:00	16/06/70	22:00:00											
cmd\b0018487.lst	A/172/B	53.3666	1.1333	SA	08/06/70	18:46:00	16/06/70	22:08:00											
cmd\b0018499.lst	B/425/B	53.3999	1.2166	SB	08/06/70	19:54:00	16/06/70	23:30:00											
cmd\b0018506.lst	C/409/T	53.3833	1.1916	C/409/T	11/06/70	06:57:00	12/06/70	13:14:00											
cmd\b0018518.lst	H/098/B	53.2916	-5.3333	SH	19/09/70	10:54:00	30/09/70	17:38:00											
cmd\b0018531.lst	J/306/T	53.2916	-4.8333	SJ	20/09/70	17:00:00	30/09/70	03:50:00											
cmd\b0018543.lst	K/295/T	53.0666	-5.4833	SK	18/09/70	13:52:00	05/10/70	13:58:00											
cmd\b0018555.lst	K/339/B	53.0666	-5.4833	SK	18/09/70	13:53:00	05/10/70	14:05:00											
cmd\b0018567.lst	E/332/B	53.3999	-5.1166	SE	20/09/70	15:00:00	24/09/70	12:50:00											
cmd\b0018579.lst	F/327/T	53.3999	-4.6666	SF	20/09/70	18:51:00	04/10/70	13:11:00											
cmd\b0018580.lst	F/457/B	53.3999	-4.6666	SF	20/09/70	19:54:00	04/10/70	13:09:00											
cmd\b0018592.lst	G/291/T	53.2333	-5.7166	SG	18/09/70	17:10:00	01/10/70	06:13:00											
cmd\b0018611.lst	G/279/B	53.2333	-5.7166	SG	18/09/70	17:04:00	01/10/70	06:16:00											
cmd\b0018623.lst	H/277/T	53.2916	-5.3333	SH	19/09/70	10:54:00	30/09/70	17:36:00											
cmd\b0018635.lst	C/166/M	53.3999	-5.8333	SC	18/09/70	18:54:00	01/10/70	12:17:00											
cmd\b0018647.lst	C/219/B	53.3999	-5.8333	SC	18/09/70	18:51:00	01/10/70	12:14:00											
cmd\b0018659.lst	D/328/T	53.4333	-5.5499	SD	19/09/70	09:00:00	29/09/70	15:20:00											
cmd\b0018660.lst	E/153/T	53.3999	-5.1166	SE	20/09/70	14:59:00	04/10/70	01:21:00											
cmd\b0018672.lst	A/327/T	53.4333	-3.7833	SA	10/11/70	11:57:00	18/11/70	12:36:00											
cmd\b0018684.lst	A/279/B	53.4333	-3.7833	SA	10/11/70	11:52:00	18/11/70	12:34:00											
cmd\b0018696.lst	B/300/T	53.4749	-3.5916	SB	11/11/70	11:46:00	18/11/70	16:36:00											
cmd\b0018703.lst	F/277/T	53.6916	-3.7333	SF	10/11/70	18:45:00	20/11/70	00:28:00											
cmd\b0018715.lst	H/436/B	53.7999	-3.4166	H/436/B	10/11/70	20:25:00	17/11/70	12:18:00											
cmd\b0018727.lst	E/425/B	53.6416	-3.4583	SE	11/11/70	22:18:00	20/11/70	01:59:00											
cmd\b0018739.lst	C/409/B	53.4749	-3.2999	C/409/B	10/11/70	14:11:00	18/11/70	15:11:00											
cmd\b0018740.lst	D/457/T	53.5666	-3.5	SD	11/11/70	10:14:00	17/11/70	15:14:00											
cmd\b0018752.lst	E/098/T	53.6416	-3.4583	SE	10/11/70	21:52:00	20/11/70	01:54:00											
cmd\b0018764.lst	1/098/T	53.5333	-3.5499	SMIDGRIDBUOY	10/03/70	12:05:00	11/04/70	01:25:00											
cmd\b0018776.lst	1/153/B	53.5333	-3.5499	SMIDGRIDBUOY	10/03/75	12:04:00	01/05/75	11:24:00											
cmd\b0018788.lst	2/295/T	53.5333	-3.5499	SMIDGRIDBUOY	01/05/70	14:35:00	16/06/70	11:28:00											
cmd\b0018807.lst	2/287/B	53.5333	-3.5499	SMIDGRIDBUOY	01/05/70	14:29:00	16/06/70	11:29:00											
cmd\b0018819.lst	3/291/T	53.5333	-3.5499	SMIDGRIDBUOY	16/06/70	14:31:00	08/07/70	12:08:00											
cmd\b0018820.lst	3/300/B	53.5333	-3.5499	SMIDGRIDBUOY	16/06/70	14:32:00	08/07/70	11:38:00											
cmd\b0018832.lst	4/409/T	53.5333	-3.5499	SMIDGRIDBUOY	08/07/70	14:58:00	21/09/70	09:40:00											
cmd\b0018844.lst	5/300/T	53.5333	-3.5499	SMIDGRIDBUOY	21/09/70	12:57:00	10/11/70	15:07:00											
cmd\b0018856.lst	5/287/B	53.5333	-3.5499	SMIDGRIDBUOY	21/09/70	12:56:00	10/11/70	14:56:00											
cmd\b0018868.lst	6/197/T	53.5333	-3.5499	SMIDGRIDBUOY	10/11/70	16:58:00	18/11/70	08:39:00											
cmd\b0018881.lst	6/219/MT	53.5333	-3.5499	SMIDGRIDBUOY	10/11/70	16:39:00	18/11/70	08:41:00											
cmd\b0018893.lst	6/306/MB	53.5333	-3.5499	SMIDGRIDBUOY	10/11/70	16:18:00	18/11/70	08:40:00											
cmd\b0018900.lst	6/153/B	53.5333	-3.5499	SMIDGRIDBUOY	10/11/70	16:50:00	18/11/70	08:43:00											
cmd\b0018912.lst	7/291/B	53.5333	-3.5499	SMIDGRIDBUOY	18/11/70	14:56:00	21/01/71	13:27:00											
cmd\b0018924.lst	8/295/T	53.5333	-3.5499	SMIDGRIDBUOY	21/01/71	15:54:00	28/02/71	12:59:00											
cmd\b0018936.lst	8/332/B	53.5333	-3.5499	SMIDGRIDBUOY	21/01/71	16:00:00	26/02/71	20:10:00											
cmd\b0018948.lst	B/150/M	54.0833	-4.4166	SB	06/01/68	13:52:00	16/01/68	04:50:00											
cmd\b0018961.lst	B/220/B	54.0833	-4.4166	SB	06/01/68	13:52:00	16/01/68	04:29:00											
cmd\b0018973.lst	C/353/B	54.4166	-3.75	SC	07/01/68	22:33:00	13/01/68	15:23:00											
cmd\b0018985.lst	D/397/B	54.0833	-3.5833	SD	07/01/68	00:37:00	17/01/68	19:02:00											
cmd\b0018997.lst	G/284/T	54.5333	-4.3333	SG	06/01/68	20:08:00	16/01/68	10:45:00											
cmd\b0019000.lst	G/293/M	54.5333	-4.3333	SG	06/01/68	20:08:00	16/01/68	09:25:00											
cmd\b0019012.lst	G/332/B	54.5333	-4.3333	SG	30/01/68	07:03:00	09/02/68	00:48:00											
cmd\b0019024.lst	F/421/T	54	-3.9166	SF	09/04/68	14:08:00	19/04/68	13:30:00											
cmd\b0019036.lst	F/309/M	54	-3.9166	SF	09/04/68	14:08:00	19/04/68	15:41:00											
cmd\b0019048.lst	F/069/B	54	-3.9166	SF	09/04/68	14:08:00	16/04/68	12:08:00											
cmd\b0019061.lst	C/220/T	54.4166	-3.75	SC	08/04/68	09:10:00	18/04/68	15:06:00											
cmd\b0019073.lst	C/425/M	54.4166	-3.75	SC	08/04/68	09:10:00	18/04/68	13:30:00											
cmd\b0019085.lst	C/377/B	54.4166	-3.75	SC	08/04/68	09:10:00	18/04/68	15:04:00											
cmd\b0019097.lst	G/217/T	54.5333	-4.3333	SG	08/04/68	13:12:00	11/04/68	04:52:00											
cmd\b0019104.lst	G/293/M	54.5333	-4.3333	SG	08/04/68	13:12:00	12/04/68	20:02:00											
cmd\b0019116.lst	E/284/M	53.6333	-3.75	SE	09/04/68	19:36:00	21/04/68	06:02:00											
cmd\b0019128.lst	E/328/B	53.6333	-3.75	SB	09/04/68	19:36:00	21/04/68	06:02:00											
cmd\b0019141.lst	B/686/T	54.0833	-4.4166	SB	08/04/68	18:49:00	21/04/68	06:17:00											
cmd\b0019153.lst	B/098/M	54.0833	-4.4166	SB	08/04/68	18:49:00	19/04/68	08:57:00											
cmd\b0019165.lst	B/409/B	54.0833	-4.4166	SB	08/04/68	18:49:00	21/04/68	11:27:00											
cmd\b0019177.lst	H/412/T	54.0666	-5.6666	SH	04/11/68	18:17:00	08/11/68	13:09:00											
cmd\b0019189.lst	H/249/M	54.0666	-5.6666	SH	04/11/68	18:36:00	08/11/68	13:44:00											
cmd\b0019190.lst	H/217/B	54.0666	-5.6666	SH	04/11/68	18:15:00	08/11/68	10:59:00											
cmd\b0019208.lst	K/150/M	54.5333	-4.3333	SK	04/11/68	07:29:00	17/11/68	02:00:00											
cmd\b0019221.lst	C/328/T	53.2916	-4.9166	SC	01/11/68	10:12:00	17/11/68	13:45:00											
cmd\b0019233.lst	C/377/M	53.2916	-4.9166	SC	01/11/68	09:26:00	17/11/68	13:45:00											
cmd\b0019245.lst	C/429/B	53.2916	-4.9166	SC	01/11/68	09:19:00	17/11/68	13:45:00											
cmd\b0019257.lst	D/332/B	53.6499	-4.5666	SD	01/11/68	13:24:00	11/11/68	12:21:00											
cmd\b0019269.lst	F/281/M	54.0666	-4.9833	SF	04/11/68	23:25:00	17/11/68	09:04:00											
cmd\b0019270.lst	F/220/B	54.0666	-4.9833	SF	04/11/68	23:48:00	17/11/68	09:05:00											
cmd\b0019282.lst	B/429/T	51.9249	2.6583	SB	25/01/69	10:14:00	05/02/69	13:21:00											
cmd\b0019294.lst	D/253/B	51.9833	2.7333	SD	25/01/69	10:02:00	04/02/69	21:55:00											
cmd\b0019301.lst	E/425/T	52.1833	2.9166	SE	25/01/69	10:27:00	04/02/69	09:02:00											
cmd\b0019313.lst	E/353/B	52.1833	2.9166	SE	25/01/69	11:21:00	03/02/69	02:11:00											
cmd\b0019325.lst	F/332/B	52.1083	2.4666	SF	25/01/69	09:59:00	04/02/69	13:13:00											
cmd\b0019337.lst	G/397/B	51.9083	2.9833	SG	25/01/69	16:13:00	03/02/69	09:04:00											
cmd\b0019349.lst	B/425/B	52.4666	3.1333	SB	09/10/69	21:18:00	23/10/69	11:04:00											
cmd\b0019350.lst	E/421/T	52.5499	3	SE	09/10/69	20:05:00	20/10/69	00:15:00											
cmd\b0019362.lst	E/325/B	52.5499	3	SE	09/10/69	20:05:00	23/10/69	08:36:00											
cmd\b0019374.lst	F/328/T	52.7166	2.7333	SF	10/10/69	09:45:00	14/10/69	14:36:00											
cmd\b0019386.lst	F/356/B	52.7166	2.7333	SF	10/10/69	09:45:00	14/10/69	14:38:00											
cmd\b0019398.lst	A/150/B	53.2916	-5.5999	SA	09/11/69	11:25:00	16/11/69	08:35:00											
cmd\b0019405.lst	B/328/T	53.2916	-5.3333	SB	10/11/69	10:12:00	14/11/69	14:22:00											
cmd\b0019417.lst	C/686/B	53.2916	-4.9166	SC	10/11/69	11:52:00	09/12/69	01:13:00											
cmd\b0019429.lst	D/409/M	53.6499	-4.5666	SD	10/11/69	14:40:00	09/12/69	10:10:00											
cmd\b0019430.lst	E/098/T	53.8499	-4.5166	SE	10/11/69	17:20:00	29/11/69	02:25:00											
cmd\b0019442.lst	H/253/M	54.5333	-4.3333	SH	11/11/69	19:26:00	10/12/69	12:24:00											
cmd\b0019454.lst	H/332/B	54.5333	-4.3333	SH	11/11/69	19:25:00	10/12/69	12:17:00											
cmd\b0019466.lst	L/153/B	54.6333	-5.3833	SL	12/11/69	02:32:00	10/12/69	06:42:00											
cmd\b0019478.lst	C/425/M	56.7999	-14.7333	SC	28/04/69	09:55:00	07/05/69	05:52:00											
cmd\b0019491.lst	C/356/B	56.7999	-14.7333	SC	28/04/69	10:03:00	07/05/69	06:51:00											
cmd\b0019509.lst	D/412/T	56.0833	-15.5999	SD	28/04/69	15:58:00	07/05/69	12:07:00											
cmd\b0019510.lst	D/325/B	56.0833	-15.5999	SD	28/04/69	15:59:00	07/05/69	12:28:00											
cmd\b0019522.lst	A/220/M	57.5833	-14.3166	SA	24/04/69	20:09:00	06/05/69	18:54:00											
cmd\b0019534.lst	B/421/T	57.6999	-14.6666	SB	25/04/69	11:14:00	06/05/69	15:52:00											
cmd\b0019546.lst	B/309/M	57.6999	-14.6666	SB	25/04/69	10:55:00	06/05/69	16:00:00											
cmd\b0019558.lst	B/377/B	57.6999	-14.6666	SB	25/04/69	10:53:00	06/05/69	15:53:00											
cmd\b0019571.lst	B/217/B	54.5833	-0.8333	SB	28/01/70	13:30:00	06/02/70	19:38:00											
cmd\b0019583.lst	C/686/T	54.6166	-0.8166	SC	30/01/70	07:03:00	08/02/70	16:54:00											
cmd\b0019595.lst	C/098/B	54.6166	-0.8166	SC	28/01/70	10:40:00	02/02/70	07:30:00											
cmd\b0019602.lst	D/348/M	54.5333	-0.6833	D/348/M	28/01/70	15:37:00	30/01/70	23:48:00											
cmd\b0019614.lst	E/220/B	54.5666	-0.6499	SE	28/01/70	16:41:00	06/02/70	18:34:00											
cmd\b0019626.lst	H/409/T	54.5	-0.4833	SH	28/01/70	21:16:00	06/02/70	16:38:00											
cmd\b0019638.lst	J/150/T	54.5333	-0.4166	SJ	28/01/70	19:47:00	06/02/70	13:05:00											
cmd\b0019651.lst	K/425/T	54.3999	-0.4333	SK	31/01/70	11:24:00	06/02/70	14:48:00											
cmd\b0019663.lst	K/153/B	54.3999	-0.4333	SK	31/01/70	11:24:00	06/02/70	14:48:00											
cmd\b0019675.lst	L/253/T	54.4166	-0.3833	L/253/T	31/01/70	12:14:00	06/02/70	14:36:00											
cmd\b0019687.lst	1/050/T	54.2316	0.0183	PJONSIS/S1	09/11/80	10:24:00	30/11/80	06:21:00											
cmd\b0019699.lst	1/274/B	54.2316	0.0183	PJONSIS/S1	09/11/80	10:24:00	23/11/80	05:44:00											
cmd\b0019706.lst	EY/143/T	53.8149	0.1883	REY	08/11/80	15:05:00	26/11/80	02:55:00											
cmd\b0019718.lst	EY/721/B	53.8149	0.1883	REY	08/11/80	14:55:00	27/11/80	19:47:00											
cmd\b0019731.lst	18/634/T	54.5	-3.6849	R18	10/11/80	13:39:00	25/11/80	13:06:00											
cmd\b0019743.lst	18/134/B	54.5	-3.6849	R18	10/11/80	13:37:00	22/11/80	23:57:00											
cmd\b0019755.lst	1/874/T	54.2299	0.0266	PJONSIS/S1	18/09/80	12:53:00	26/10/80	08:52:00											
cmd\b0019767.lst	1/137/B	54.2299	0.0266	PJONSIS/S1	18/09/80	13:29:00	26/10/80	08:59:00											
cmd\b0019779.lst	2/877/T	54.3849	1.1083	PJONSIS/S2	18/09/80	06:51:00	06/10/80	16:41:00											
cmd\b0019780.lst	2/155/B	54.3849	1.1083	PJONSIS/S2	18/09/80	07:00:00	07/10/80	09:40:00											
