Filename	OriginatorsIdentifier	latDD	lonDD	Site	StartDate	StartTime	EndDate	EndTime											
cmd\b0025933.lst	F76082/M0133	58.8483	-1.6983	SJ76-76	07/03/76	14:40:00	15/05/76	17:50:00											
cmd\b0025945.lst	F76074/M2008	58.8483	-1.6983	SJ76-76	07/03/76	14:50:00	14/05/76	05:00:00											
cmd\b0025957.lst	F76075/M1420	58.9333	-1.435	SJ76-77	07/03/76	16:40:00	26/04/76	19:10:00											
cmd\b0025969.lst	F76083/M0134	58.9333	-1.435	SJ76-77	07/03/76	16:20:00	26/04/76	16:10:00											
cmd\b0025970.lst	F76079/M2009	58.9333	-1.435	SJ76-77	07/03/76	16:40:00	26/04/76	19:10:00											
cmd\b0025982.lst	F76055/M0993	59.1533	-0.6367	SJ76-79	10/03/76	21:00:00	26/04/76	09:00:00											
cmd\b0025994.lst	F76084/M0136	59.1533	-0.6367	SJ76-79	11/03/76	12:20:00	26/04/76	08:20:00											
cmd\b0026008.lst	F76080/M0131	59.3367	0.0033	SJ76-80	10/03/76	17:10:00	01/04/76	01:10:00											
cmd\b0026021.lst	F76056/M1999	59.3433	0.6617	SJ76-81A	10/03/76	14:20:00	06/05/76	14:20:00											
cmd\b0026033.lst	F76057/M1429	59.3433	0.6617	SJ76-81A	10/03/76	14:20:00	06/05/76	14:20:00											
cmd\b0026045.lst	F76058/M2146	59.3433	0.6617	SJ76-81A	10/03/76	14:20:00	06/05/76	14:20:00									C		
cmd\b0026057.lst	F76059/M2002	59.3367	1.3117	SJ76-82	10/03/76	11:20:00	06/05/76	11:20:00											
cmd\b0026069.lst	F76061/M1024	59.3367	1.7433	SJ76-83A	10/03/76	10:30:00	06/05/76	06:00:00									C		
cmd\b0026070.lst	F76062/M2011	59.3367	1.7433	SJ76-83A	10/03/76	09:20:00	06/05/76	05:20:00									C		
cmd\b0026082.lst	F76063/M1426	59.3367	1.7433	SJ76-83A	10/03/76	09:20:00	06/05/76	03:20:00									C		
cmd\b0026101.lst	F76000/M1409	59.335	1.7533	SJ76-83B	06/05/76	07:40:00	07/06/76	17:40:00									C		
cmd\b0026113.lst	F76001/M1422	59.335	1.7533	SJ76-83B	06/05/76	07:50:00	07/06/76	18:50:00									C		
cmd\b0026125.lst	F76070/M1430	58.595	0.815	SJ76-84B	07/05/76	19:10:00	08/06/76	15:10:00											
cmd\b0026137.lst	F76034/M2148	59.0383	0.5217	SJ76-86A	11/03/76	16:30:00	30/04/76	08:30:00											
cmd\b0026149.lst	F76032/M0630	59.0383	0.5217	SJ76-86A	11/03/76	16:00:00	30/04/76	09:20:00											
cmd\b0026150.lst	F76037/M2010	58.9783	1.4317	SJ76-88A	14/03/76	10:10:00	26/03/76	16:30:00											
cmd\b0026162.lst	F76038/M1407	58.9783	1.4317	SJ76-88A	14/03/76	09:20:00	26/03/76	15:20:00											
cmd\b0026174.lst	F76039/M1412	58.795	1.0533	SJ76-90A	13/03/76	13:50:00	05/05/76	11:50:00									C		
cmd\b0026186.lst	F76050/M1408	58.795	1.0533	SJ76-90A	13/03/76	13:50:00	05/05/76	11:50:00									C		
cmd\b0026198.lst	F76051/M2066	58.795	1.0533	SJ76-90A	13/03/76	13:50:00	05/05/76	11:50:00											
cmd\b0026205.lst	F76052/M1422	58.795	1.0533	SJ76-90A	13/03/76	13:50:00	05/05/76	11:50:00											
cmd\b0026217.lst	F76053/M1409	58.875	0.76	SJ76-91A	13/03/76	15:50:00	01/05/76	07:50:00									C		
cmd\b0026230.lst	F76012/M2148	58.795	1.0533	SJ76-90B	05/05/76	15:10:00	08/06/76	19:20:00											
cmd\b0026242.lst	F76089/M0138	58.795	1.0533	SJ76-90B	05/05/76	15:10:00	08/06/76	18:50:00											
cmd\b0026254.lst	F76090/M0991	58.795	1.0533	SJ76-90B	05/05/76	15:10:00	08/06/76	17:00:00											
cmd\b0026266.lst	F76013/M1027	58.795	1.0533	SJ76-90B	05/05/76	15:10:00	08/06/76	19:00:00											
cmd\b0026278.lst	F76092/M1425	58.9333	0.6417	SJ76-92A	13/03/76	19:50:00	08/05/76	03:50:00											
cmd\b0026291.lst	F76017/M1417	58.9433	0.6783	SJ76-92B	08/05/76	16:00:00	09/06/76	05:50:00											
cmd\b0026309.lst	F76005/M1421	58.965	1.4167	SJ76-88B	14/05/76	07:00:00	07/06/76	22:40:00											
cmd\b0026310.lst	F76007/M1405	58.965	1.4167	SJ76-88B	14/05/76	06:00:00	07/06/76	21:30:00											
cmd\b0026322.lst	F76008/M1996	58.965	1.4167	SJ76-88B	14/05/76	07:10:00	07/06/76	22:40:00											
cmd\b0026334.lst	F76019/M1997	58.96	0.8383	SJ76-93B	01/05/76	15:20:00	09/06/76	16:50:00											
cmd\b0026346.lst	F76020/M1026	58.96	0.8383	SJ76-93B	01/05/76	15:10:00	09/06/76	16:20:00											
cmd\b0026358.lst	F76021/M1420	58.96	0.8383	SJ76-93B	01/05/76	17:30:00	09/06/76	16:50:00									C		
cmd\b0026371.lst	F76064/M1414	58.4267	0.0017	SJ76-72	14/03/76	19:30:00	12/05/76	15:20:00											
cmd\b0026383.lst	F76065/M2012	58.4267	0.0017	SJ76-72	14/03/76	21:10:00	11/04/76	04:30:00											
cmd\b0026395.lst	F76066/M1424	58.4267	0.0017	SJ76-72	14/03/76	19:30:00	12/05/76	15:30:00											
cmd\b0026402.lst	F76025/M0139	54.6567	7.1583	F76025/M0139	05/05/76	21:30:00	10/06/76	11:30:00											
cmd\b0026438.lst	F76033/M0206	55.005	7.8133	F76033/M0206	16/03/76	12:50:00	06/04/76	14:00:00									C		
cmd\b0026451.lst	F76022/M0140	53.7417	6.685	SJ76-68B	04/05/76	12:38:00	03/06/76	17:18:00											
cmd\b0026463.lst	F76026/M0994	55.005	7.8133	SJ76-70B	05/05/76	14:30:00	11/06/76	09:50:00											
cmd\b0026475.lst	F76097/M0205	54.6883	7.1667	SJ76-70.1A	05/03/76	22:00:00	11/05/76	22:00:00											
cmd\b0026487.lst	F76096/M0204	53.9667	8.1167	SJ76-69A	05/03/76	08:30:00	03/05/76	12:20:00											
cmd\b0026499.lst	F76094/M0203	53.9667	8.1167	SJ76-69A	05/03/76	08:30:00	03/05/76	14:30:00											
cmd\b0026506.lst	F76098/M0995	58.7033	-2.2433	SJ76-73	07/03/76	17:40:00	29/03/76	01:40:00											
cmd\b0026518.lst	F76087/M0992	59.0283	0.5217	SJ76-86B	30/04/76	13:40:00	10/06/76	07:40:00											
cmd\b0026531.lst	F76009/M2146	58.65	1.32	SJ76-89B	07/05/76	14:10:00	07/06/76	14:10:00											
cmd\b0026543.lst	F76010/M1431	58.65	1.32	SJ76-89B	07/05/76	14:20:00	07/06/76	17:10:00											
cmd\b0026555.lst	F76011/M2006	58.65	1.32	SJ76-89B	07/05/76	14:10:00	07/06/76	17:00:00											
cmd\b0026567.lst	F76014/M0993	58.8683	0.7483	SJ76-91B	01/05/76	12:10:00	09/06/76	13:20:00											
cmd\b0026579.lst	F76015/M0136	58.8683	0.7483	SJ76-91B	01/05/76	11:20:00	09/06/76	13:30:00											
cmd\b0026580.lst	F76016/M0134	58.8683	0.7483	SJ76-91B	01/05/76	12:20:00	09/06/76	13:30:00											
cmd\b0026592.lst	F76067/M1417	58.4317	1.755	SJ76-71A	09/03/76	11:30:00	07/05/76	05:30:00											
cmd\b0026611.lst	F76068/M1419	58.4317	1.755	SJ76-71A	09/03/76	11:40:00	19/04/76	15:40:00									C		
cmd\b0026623.lst	F76069/M1421	58.4317	1.755	SJ76-71A	09/03/76	11:40:00	07/05/76	07:40:00											
cmd\b0026635.lst	F76003/M1024	58.4183	1.7583	SJ76-71B	07/05/76	09:50:00	08/06/76	05:50:00											
cmd\b0026647.lst	F76029/M2066	58.4183	1.7583	SJ76-71B	07/05/76	11:10:00	08/06/76	07:00:00											
cmd\b0026659.lst	F76035/M0636	59.08	0.985	SJ76-87A	11/03/76	20:00:00	05/05/76	08:40:00											
cmd\b0026660.lst	F76004/M1025	59.0983	1.02	SJ76-87B	05/05/76	11:10:00	10/06/76	15:10:00											
cmd\b0026672.lst	F76036/M1423	59.0983	1.02	SJ76-87B	05/05/76	11:10:00	10/06/76	15:10:00											
cmd\b0026684.lst	F76018/M1025	58.9633	0.8217	SJ76-93A	13/03/76	17:30:00	01/05/76	13:20:00											
cmd\b0026696.lst	F76054/M1027	58.9633	0.8217	SJ76-93A	13/03/76	17:40:00	29/04/76	11:40:00									C		
cmd\b0026703.lst	F76027/M2005	58.6517	1.3117	SJ76-89A	09/03/76	18:50:00	05/05/76	10:50:00											
cmd\b0026715.lst	C5	60	-2.9666	C5	14/08/71	12:21:00	12/09/71	15:37:00											
cmd\b0026727.lst	C111UPR/9	61.3666	3.4166	R109,C111	26/04/72	11:52:00	24/05/72	01:00:00											
cmd\b0026739.lst	C111LWR/9	61.3666	3.4166	R109,C111	26/04/72	11:50:00	24/05/72	01:05:00											
cmd\b0026740.lst	C107	60.8833	-2.2166	C107	25/04/72	09:21:00	22/05/72	04:56:00											
cmd\b0026752.lst	C108	61.2166	-0.1833	C108	25/04/72	17:35:00	22/05/72	15:38:00											
cmd\b0026764.lst	C9.1/ADK	57.4499	-11.0666	R101,SADK,C9	23/07/70	19:10:00	21/08/70	08:06:00											
cmd\b0026776.lst	C9.2/ADK	57.4499	-11.0666	R101,SADK,C9	23/07/70	19:01:00	21/08/70	08:02:00											
cmd\b0026788.lst	C9.3/ADK	57.4499	-11.0666	R101,SADK,C9	23/07/70	19:09:00	21/08/70	08:08:00											
cmd\b0026807.lst	CF5	61.4666	-7.2999	CF5	16/08/73	03:08:00	07/09/73	16:35:00											
cmd\b0026820.lst	C4	59.7666	-4.6499	C4	13/08/71	23:00:00	12/09/71	10:03:00											
cmd\b0026832.lst	C2	58.7833	-7.5	C2	12/08/71	11:55:00	14/09/71	05:50:00											
cmd\b0026844.lst	C3	59.4833	-6.3499	C3	13/08/71	00:22:00	12/09/71	03:45:00											
cmd\b0026856.lst	C7(13)	56.9166	-8.5833	C7(13)	21/07/70	22:19:00	19/08/70	06:45:00											
cmd\b0026868.lst	C(8)14	56	-8.5666	C(8)14	20/07/70	00:52:00	07/08/70	07:22:00											
cmd\b0026881.lst	C(ROCKALL)16	57.5166	-13.6499	C(ROCKALL)16	24/07/70	14:38:00	22/08/70	05:39:00											
cmd\b0026893.lst	2677/1/6006	61.0477	1.7712	RBRENT-1	21/03/80	15:37:00	23/04/80	14:17:00									C		
cmd\b0026900.lst	2671/1/6007	61.0477	1.7712	RBRENT-1	21/03/80	12:35:00	12/04/80	11:25:00											
cmd\b0026912.lst	2672/1/6008	61.0477	1.7712	RBRENT-1	21/03/80	12:46:00	23/04/80	13:56:00											
cmd\b0026924.lst	2674/1/6009	61.0477	1.7712	RBRENT-1	21/03/80	12:58:00	23/04/80	14:38:00											
cmd\b0026936.lst	2678/2/6010	61.0442	1.7662	RBRENT-2	26/03/80	18:44:00	23/04/80	15:54:00									C		
cmd\b0026948.lst	2412/2/6011	61.0442	1.7662	RBRENT-2	22/03/80	11:14:00	23/04/80	17:04:00											
cmd\b0026961.lst	2409/2/6012	61.0442	1.7662	RBRENT-2	22/03/80	11:11:00	23/04/80	17:01:00											
cmd\b0026973.lst	2408/2/6013	61.0442	1.7662	RBRENT-2	22/03/80	11:12:00	23/04/80	17:12:00											
cmd\b0027012.lst	2672/1/6018	61.1567	1.8892	RCORMORANT-1	01/06/80	12:20:00	04/07/80	00:20:00											
cmd\b0027024.lst	2674/1/6019	61.1567	1.8892	RCORMORANT-1	01/06/80	12:20:00	04/07/80	00:20:00											
cmd\b0027036.lst	2408/1/6020	61.1567	1.8892	RCORMORANT-1	01/06/80	12:20:00	04/07/80	00:50:00											
cmd\b0027048.lst	2412/1/6021	61.1567	1.8892	RCORMORANT-1	01/06/80	12:20:00	20/06/80	23:00:00											
cmd\b0027061.lst	2677/2/6022	61.162	1.8877	RCORMORANT-2	01/06/80	10:00:00	03/07/80	23:30:00											
cmd\b0027073.lst	2678/2/6023	61.162	1.8877	RCORMORANT-2	01/06/80	10:00:00	02/07/80	02:40:00											
cmd\b0027085.lst	2671/2/6024	61.162	1.8877	RCORMORANT-2	01/06/80	10:00:00	03/07/80	23:30:00									C		
cmd\b0027097.lst	2409/2/6025	61.162	1.8877	RCORMORANT-2	01/06/80	10:00:00	03/07/80	23:30:00											
cmd\b0027104.lst	2672/2/6026	61.752	-0.6585	R209-7-2	05/07/80	15:45:00	09/07/80	23:05:00									C		
cmd\b0027116.lst	2671/1/6027	61.7545	-0.6703	R209-7-1	04/07/80	20:40:00	07/08/80	12:00:00									C		
cmd\b0027128.lst	2409/1/6028	61.7545	-0.6703	R209-7-1	04/07/80	20:50:00	07/08/80	12:00:00									C		
cmd\b0027141.lst	2677/1/6029	61.7545	-0.6703	R209-7-1	04/07/80	20:40:00	07/08/80	12:00:00									C		
cmd\b0027153.lst	653/2/2106	61.752	-0.6585	R209-7-2	05/07/80	15:45:00	07/08/80	09:45:00											
cmd\b0027165.lst	652/2/2107	61.752	-0.6585	R209-7-2	05/07/80	15:45:00	07/08/80	09:55:00											
cmd\b0027177.lst	654/2/2108	61.752	-0.6585	R209-7-2	05/07/80	15:45:00	07/08/80	09:55:00											
cmd\b0027189.lst	651/1/2109	61.7545	-0.6703	R209-7-1	04/07/80	20:40:00	07/08/80	11:20:00											
cmd\b0027190.lst	2678/CA/6036	58.45	-0.2533	RCLAYMORE-AL	30/11/80	17:20:00	16/01/81	21:10:00											
cmd\b0027208.lst	2672/CA/6037	58.45	-0.2533	RCLAYMORE-AL	30/11/80	17:20:00	16/01/81	21:40:00											
cmd\b0027221.lst	458/056	56.9966	-9.0033	SR,R056	27/06/79	11:25:00	14/09/79	12:15:00											
cmd\b0027233.lst	562/056	56.9966	-9.0033	SR,R056	27/06/79	11:25:00	12/09/79	18:05:00											
cmd\b0027245.lst	4150/053	57.1149	-9.3624	SP,R053	20/05/79	09:30:00	14/09/79	15:33:00											
cmd\b0027257.lst	4151/053	57.1149	-9.3624	SP,R053	20/05/79	09:30:00	14/09/79	15:24:00											
cmd\b0027269.lst	4152/053	57.1149	-9.3624	SP,R053	20/05/79	09:30:00	14/09/79	15:28:00											
cmd\b0027270.lst	4153/053	57.1149	-9.3624	SP,R053	20/05/79	09:30:00	14/09/79	15:28:00											
cmd\b0027282.lst	3587/052	57.2753	-10.2981	SM,R052	19/05/79	16:45:00	07/11/79	14:15:00									C		
cmd\b0027294.lst	3586/052	57.2753	-10.2981	SM,R052	19/05/79	16:45:00	07/11/79	14:19:00									C		
cmd\b0027301.lst	2768/052	57.2753	-10.2981	SM,R052	19/05/79	16:45:00	07/11/79	14:20:00									C		
cmd\b0027313.lst	2659/052	57.2753	-10.2981	SM,R052	19/05/79	16:45:00	07/11/79	07:45:00									C		
cmd\b0027325.lst	4592/060	56.9883	-9.0076	SR,R060	04/03/80	09:05:00	05/05/80	10:23:00											
cmd\b0027337.lst	4593/060	56.9883	-9.0076	SR,R060	04/03/80	09:05:00	05/05/80	10:25:00											
cmd\b0027349.lst	4150/062	57.2989	-10.3351	SM,R062	03/03/80	11:50:00	28/04/80	07:11:00									C		
cmd\b0027350.lst	4151/062	57.2989	-10.3351	SM,R062	03/03/80	11:50:00	28/04/80	07:10:00									C		
cmd\b0027362.lst	4152/062	57.2989	-10.3351	SM,R062	03/03/80	11:50:00	28/04/80	07:09:00									C		
cmd\b0027374.lst	4153/062	57.2989	-10.3351	SM,R062	03/03/80	11:50:00	28/04/80	07:09:00									C		
cmd\b0027386.lst	458/015	57.0199	-9.0283	SR,R015	05/07/75	10:43:00	27/08/75	08:25:00											
cmd\b0027398.lst	374/015	57.0199	-9.0283	SR,R015	05/07/75	10:39:00	27/08/75	08:18:00											
cmd\b0027405.lst	426/037	56.9993	-8.9979	SR,R037	31/08/77	13:40:00	21/11/77	15:10:00											
cmd\b0027417.lst	458/035	57.0066	-9.0166	SR,R035	13/07/77	11:30:00	31/08/77	08:30:00											
cmd\b0027429.lst	538/036	58.0099	-8.7899	R036	13/07/77	18:30:00	30/08/77	10:08:00											
cmd\b0027430.lst	594/035	57.0066	-9.0166	SR,R035	13/07/77	11:30:00	29/08/77	08:28:00											
cmd\b0027442.lst	374/014	57	-9	SR,R014	03/05/75	09:21:00	05/05/75	13:01:00											
cmd\b0027454.lst	402/014	57	-9	SR,R014	03/05/75	09:26:00	05/05/75	13:06:00											
cmd\b0027466.lst	426/028	56.9833	-8.9733	SR,R028	13/08/76	19:30:00	08/10/76	16:32:00											
cmd\b0027478.lst	426/031	56.9949	-8.9733	SR,R031	15/04/77	08:30:00	03/07/77	08:15:00											
cmd\b0027491.lst	458/018	57.0066	-9.0183	SR,R018	01/04/76	02:31:00	21/05/76	07:29:00											
cmd\b0027509.lst	462/031	56.9949	-8.9733	SR,R031	15/04/77	08:30:00	03/07/77	08:12:00											
cmd\b0027510.lst	534/030	57	-9.0399	SR,R030	09/10/76	11:24:00	13/12/76	09:01:00											
cmd\b0027522.lst	538/030	57	-9.0399	SR,R030	09/10/76	11:25:00	13/12/76	09:32:00											
cmd\b0027534.lst	594/028	56.9833	-8.9733	SR,R028	13/08/76	19:30:00	08/10/76	16:23:00											
cmd\b0027546.lst	614/018	57.0066	-9.0183	SR,R018	01/04/76	02:29:00	21/05/76	07:27:00											
cmd\b0027558.lst	2658/065	57.2664	-10.3371	SM,R065	28/04/80	23:15:00	28/05/80	08:45:00									C		
cmd\b0027571.lst	2659/065	57.2664	-10.3371	SM,R065	28/04/80	15:15:00	28/05/80	08:45:00									C		
cmd\b0027583.lst	4573/065	57.2664	-10.3371	SM,R065	28/04/80	15:15:00	28/05/80	08:45:00									C		
cmd\b0027595.lst	2767/065	57.2664	-10.3371	SM,R065	28/04/80	15:15:00	28/05/80	08:45:00									C		
cmd\b0027602.lst	594/066	56.9866	-8.9616	SR,R066	05/05/80	09:35:00	01/06/80	18:44:00											
cmd\b0027614.lst	4592/068	56.9856	-8.9414	SR,R068	01/06/80	18:30:00	06/09/80	17:27:00											
cmd\b0027626.lst	4593/068	56.9856	-8.9414	SR,R068	01/06/80	18:30:00	06/09/80	17:31:00											
cmd\b0027638.lst	538/069	56.9949	-8.9599	SR,R069	06/09/80	16:44:00	07/10/80	06:43:00											
cmd\b0027651.lst	426/069	56.9949	-8.9599	SR,R069	06/09/80	16:44:00	07/10/80	06:43:00											
cmd\b0027663.lst	4592/070	56.9998	-9.0108	SR,R070	09/10/80	22:44:00	29/01/81	16:13:00											
cmd\b0027675.lst	4593/070	56.9998	-9.0108	SR,R070	09/10/80	22:45:00	29/01/81	16:17:00									C		
cmd\b0027687.lst	5019/071	57.2924	-10.3189	SM,R071	10/10/80	12:45:00	30/01/81	15:45:00									C		
cmd\b0027699.lst	5020/071	57.2924	-10.3189	SM,R071	10/10/80	12:45:00	30/01/81	14:45:00									C		
cmd\b0027706.lst	5021/071	57.2924	-10.3189	SM,R071	10/10/80	12:45:00	30/01/81	15:45:00									C		
cmd\b0027718.lst	SK1BCON	58.0333	-8.1499	R93,SSK1	21/06/68	22:38:00	18/07/68	16:50:00											
cmd\b0027731.lst	SK4BCON	57.5999	-8.1666	R96,SSK4	22/06/68	19:27:00	22/07/68	17:16:00											
cmd\b0027743.lst	SK6BCON	57.1166	-9.0166	R98,SSK6	23/06/68	15:13:00	21/07/68	16:57:00											
cmd\b0027755.lst	SK4BERG	57.5999	-8.1666	R96,SSK4	21/06/68	14:18:00	22/07/68	17:28:00											
cmd\b0027767.lst	SK6BERG	57.1166	-9.0166	R98,SSK6	22/06/68	08:51:00	21/07/68	17:31:00											
cmd\b0027779.lst	SK1BERG	58.0333	-8.1499	R93,SSK1	20/06/68	11:01:00	18/07/68	17:11:00											
cmd\b0027780.lst	SK2BERG	58.0166	-8.9833	SK2BERG	20/06/68	18:13:00	18/07/68	21:23:00											
cmd\b0028469.lst	C2C74P	48.1666	-8.3333	C2C74P	03/11/74	20:25:00	07/12/74	03:05:00											
cmd\b0028470.lst	C3C74P	48.5999	-9.6333	C3C74P	03/11/74	10:35:00	07/12/74	10:34:00											
cmd\b0028482.lst	C4C75P	49.0416	-10.9716	C4C75P	05/09/75	15:45:00	30/09/75	07:25:00											
cmd\b0028494.lst	C8C75P	53.5999	-13.8383	C8C75P	07/09/75	23:35:00	11/10/75	02:44:00											
cmd\b0028501.lst	Z11C75P	53.5949	-15.5499	SZ1	08/09/75	21:06:00	10/10/75	06:56:00											
cmd\b0028513.lst	Z12C75P	53.5949	-15.5499	SZ1	08/09/75	19:55:00	10/10/75	07:32:00											
cmd\b0028525.lst	Z13C75P	53.5949	-15.5499	SZ1	08/09/75	19:55:00	10/10/75	06:55:00											
cmd\b0028537.lst	Z14C75P	53.5949	-15.5499	SZ1	08/09/75	20:05:00	09/10/75	02:55:00											
cmd\b0028549.lst	Z15C75P	53.5949	-15.5499	SZ1	08/09/75	20:05:00	10/10/75	07:56:00											
cmd\b0029240.lst	521/1/N547	57.8008	-3.7833	521/1/N547	28/05/78	10:16:00	29/06/78	07:26:00											
cmd\b0029252.lst	533/3/N547	58.1062	-3.095	533/3/N547	27/05/78	17:46:00	28/06/78	17:06:00											
cmd\b0029307.lst	S310B/AM26	61.3333	0	NS310	13/10/73	09:20:00	23/10/73	00:45:00											
cmd\b0029319.lst	S402T/AM34	61.3333	0	NS402	22/02/74	08:40:00	06/03/74	05:05:00											
cmd\b0029320.lst	S402B/AM35	61.3333	0	NS402	22/02/74	08:48:00	06/03/74	05:13:00											
cmd\b0029332.lst	S402U/AM36	61.3333	0	NS402	22/02/74	09:31:00	07/03/74	15:56:00											
cmd\b0029344.lst	S510B/AM95	61.3333	0	NS510	08/10/75	09:25:00	26/10/75	12:20:00											
cmd\b0029356.lst	F512B/AJ67	60	-4	F512B/AJ67	07/01/76	21:25:00	27/01/76	15:50:00											
cmd\b0029368.lst	B406L/AS04	50.6666	-7.5	NB406	29/06/74	08:03:00	18/07/74	06:28:00											
cmd\b0029381.lst	B406U/AS06	50.6666	-7.5	B406U/AS06	29/06/74	09:25:00	18/07/74	08:20:00											
cmd\b0030671.lst	1	50.2383	-3.6383	RLS	03/10/79	02:05:00	11/10/79	12:05:00											
cmd\b0030683.lst	2	50.2383	-3.6383	RLS	03/10/79	02:05:00	11/10/79	05:55:00											
cmd\b0030695.lst	4	50.2383	-3.6383	RLS	03/10/79	02:05:00	08/10/79	22:25:00											
cmd\b0030702.lst	5	50.2383	-3.6383	RLS	03/10/79	02:05:00	11/10/79	12:05:00											
cmd\b0030714.lst	6	50.2383	-3.6383	RLS	03/10/79	02:05:00	11/10/79	12:05:00											
cmd\b0030726.lst	248/01	60.1949	-9.2566	PJASIN,SI2	14/07/78	12:19:00	06/09/78	11:44:00											
cmd\b0030738.lst	248/02	60.1949	-9.2566	PJASIN,SI2	14/07/78	12:19:00	06/09/78	09:24:00											
cmd\b0030751.lst	248/03	60.1949	-9.2566	PJASIN,SI2	14/07/78	12:19:00	06/09/78	12:54:00											
cmd\b0030763.lst	248/04	60.1949	-9.2566	PJASIN,SI2	14/07/78	12:19:00	06/09/78	11:54:00											
cmd\b0030787.lst	250/02	59.9866	-12.1516	PJASIN,SI1	15/07/78	07:44:00	29/08/78	13:54:00									C		
cmd\b0030799.lst	250/03	59.9866	-12.1516	PJASIN,SI1	15/07/78	08:04:00	24/08/78	15:44:00											
cmd\b0030806.lst	253/01	58.8299	-11.6633	PJASIN,SI4	17/07/78	10:34:00	27/08/78	09:14:00											
cmd\b0030818.lst	253/02	58.8299	-11.6633	PJASIN,SI4	17/07/78	10:24:00	27/08/78	09:44:00											
cmd\b0030831.lst	253/03	58.8299	-11.6633	PJASIN,SI4	17/07/78	11:54:00	27/08/78	17:04:00									C		
cmd\b0030843.lst	253/04	58.8299	-11.6633	PJASIN,SI4	17/07/78	10:14:00	27/08/78	09:04:00											
cmd\b0030855.lst	255/01	58.5	-12.6699	PJASIN,SI3	18/07/78	08:04:00	01/09/78	15:34:00											
cmd\b0030867.lst	255/02	58.5	-12.6699	PJASIN,SI3	18/07/78	07:44:00	01/09/78	15:24:00											
cmd\b0030879.lst	255/03	58.5	-12.6699	PJASIN,SI3	18/07/78	08:04:00	01/09/78	15:34:00											
cmd\b0030880.lst	255/04	58.5	-12.6699	PJASIN,SI3	18/07/78	07:54:00	14/08/78	13:14:00											
cmd\b0030892.lst	257/01	58.8249	-11.6433	SI4,R257	27/08/78	16:29:00	18/05/79	09:29:00											
cmd\b0030911.lst	257/02	58.8249	-11.6433	SI4,R257	27/08/78	15:29:00	29/09/78	08:29:00											
cmd\b0030923.lst	257/03	58.8249	-11.6433	SI4,R257	27/08/78	16:29:00	18/05/79	06:29:00											
cmd\b0030935.lst	257/04	58.8249	-11.6433	SI4,R257	27/08/78	14:59:00	18/05/79	05:59:00											
cmd\b0030947.lst	258/01	58.9299	-13.2516	SI3A,R258	02/09/78	01:29:00	15/05/79	12:29:00											
cmd\b0030959.lst	258/02	58.9299	-13.2516	SI3A,R258	02/09/78	00:29:00	15/05/79	14:29:00											
cmd\b0030960.lst	258/03	58.9299	-13.2516	SI3A,R258	02/09/78	00:29:00	15/05/79	12:29:00											
cmd\b0030972.lst	258/04	58.9299	-13.2516	SI3A,R258	02/09/78	00:59:00	15/05/79	10:59:00											
cmd\b0030984.lst	603/OFFS	60.345	-1.0617	603/OFFS	08/05/82	10:55:00	26/06/82	07:35:00											
cmd\b0030996.lst	604/PENT1	58.6333	-3.4517	604/PENT1	19/11/80	12:40:00	29/11/80	13:30:00											
cmd\b0031011.lst	632/PENT2	58.6617	-3.4833	632/PENT2	17/11/80	16:20:00	29/11/80	13:10:00											
cmd\b0031023.lst	603/PENT3	58.7267	-3.47	603/PENT3	19/11/80	08:40:00	29/11/80	12:20:00											
cmd\b0031035.lst	609/PENT4	58.795	-3.4617	609/PENT4	21/11/80	05:00:00	29/11/80	11:40:00											
cmd\b0031047.lst	601/PENT5	58.85	-3.4167	601/PENT5	19/11/80	09:40:00	29/11/80	10:00:00											
cmd\b0032051.lst	J6511A112	59.0249	-12.5333	PJASIN,RW1	30/07/78	20:00:00	06/09/78	17:59:00											
cmd\b0032063.lst	J6512C112	59.0249	-12.5333	PJASIN,RW1	30/07/78	20:00:00	06/09/78	17:59:00											
cmd\b0032075.lst	J6513B112	59.0249	-12.5333	PJASIN,RW1	30/07/78	20:00:00	06/09/78	17:59:00											
cmd\b0032099.lst	J6515E112	59.0249	-12.5333	PJASIN,RW1	30/07/78	20:00:00	06/09/78	17:59:00											
cmd\b0032106.lst	J6516F112	59.0249	-12.5333	PJASIN,RW1	30/07/78	20:00:00	06/09/78	17:59:00											
cmd\b0032118.lst	J6517A112	59.0249	-12.5333	PJASIN,RW1	30/07/78	20:00:00	06/09/78	17:59:00											
cmd\b0032131.lst	J6518A112	59.0249	-12.5333	PJASIN,RW1	30/07/78	20:00:00	06/09/78	17:59:00											
cmd\b0032143.lst	J6519A112	59.0249	-12.5333	PJASIN,RW1	30/07/78	20:00:00	06/09/78	17:59:00											
cmd\b0032155.lst	J651,10C112	59.0249	-12.5333	PJASIN,RW1	30/07/78	20:00:00	06/09/78	17:59:00											
cmd\b0032179.lst	651,12A112.5	59.0249	-12.5333	PJASIN,RW1	31/07/78	00:00:00	06/09/78	00:00:00											
cmd\b0032180.lst	651,13B112.5	59.0249	-12.5333	PJASIN,RW1	31/07/78	00:00:00	06/09/78	00:00:00											
cmd\b0032192.lst	J651,14B112	59.0249	-12.5333	PJASIN,RW1	30/07/78	20:00:00	06/09/78	17:59:00											
cmd\b0032211.lst	J651,15C112	59.0249	-12.5333	PJASIN,RW1	30/07/78	20:00:00	06/09/78	17:59:00											
