id lonDD latDD
22	-3.973735	53.963974
94	-3.789940	53.531798
178	-3.544880	53.387693
193	-3.483615	53.567731
226	-3.361085	53.819775
28	-3.973735	53.747909
50	-3.912470	53.675872
48	-3.912470	53.747894
140	-3.667410	53.315703
152	-3.606145	53.603773
203	-3.422350	53.927823
221	-3.361085	53.999829
249	-3.299820	53.711727
276	-3.238555	53.459637
14	-4.035000	53.531860
157	-3.606145	53.423719
163	-3.544880	53.927854
179	-3.544880	53.351682
205	-3.422350	53.855801
217	-3.422350	53.423672
233	-3.361085	53.567700
251	-3.299820	53.639706
4	-4.035000	53.891968
30	-3.973735	53.675888
94	-3.789940	53.531798
204	-3.422350	53.891812
303	-3.116026	53.927745
26	-3.973735	53.819931
27	-3.973735	53.783920
91	-3.789940	53.639830
124	-3.667410	53.891874
138	-3.667410	53.387724
167	-3.544880	53.783811
177	-3.544880	53.423704
216	-3.422350	53.459683
224	-3.361085	53.891796
279	-3.238555	53.351604
151	-3.606145	53.639784
165	-3.544880	53.855832
185	-3.483615	53.855817
199	-3.483615	53.351667
225	-3.361085	53.855786
312	-3.116026	53.603648
58	-3.912470	53.387786
65	-3.851205	53.855910
241	-3.299820	53.999813
8	-4.035000	53.747925
164	-3.544880	53.891843
229	-3.361085	53.711743
293	-3.177291	53.567653
24	-3.973735	53.891952
26	-3.973735	53.819931
68	-3.851205	53.747878
108	-3.728675	53.747847
166	-3.544880	53.819822
174	-3.544880	53.531736
222	-3.361085	53.963818
268	-3.238555	53.747722
34	-3.973735	53.531845
86	-3.789940	53.819884
97	-3.789940	53.423766
119	-3.728675	53.351729
138	-3.667410	53.387724
219	-3.422350	53.351651
271	-3.238555	53.639690
137	-3.667410	53.423735
151	-3.606145	53.639784
169	-3.544880	53.711790
229	-3.361085	53.711743
296	-3.177291	53.459621
34	-3.973735	53.531845
46	-3.912470	53.819915
88	-3.789940	53.747863
147	-3.606145	53.783827
170	-3.544880	53.675779
237	-3.361085	53.423657
81	-3.789940	53.999938
143	-3.606145	53.927869
292	-3.177291	53.603664
33	-3.973735	53.567856
36	-3.973735	53.459823
133	-3.667410	53.567778
139	-3.667410	53.351713
211	-3.422350	53.639737
213	-3.422350	53.567715
244	-3.299820	53.891781
272	-3.238555	53.603679
316	-3.116026	53.459605
55	-3.912470	53.495819
96	-3.789940	53.459777
156	-3.606145	53.459730
165	-3.544880	53.855832
185	-3.483615	53.855817
190	-3.483615	53.675763
215	-3.422350	53.495694
230	-3.361085	53.675732
258	-3.299820	53.387631
280	-3.238555	53.315594
109	-3.728675	53.711836
136	-3.667410	53.459746
144	-3.606145	53.891859
173	-3.544880	53.567747
180	-3.544880	53.315671
197	-3.483615	53.423688
242	-3.299820	53.963802
245	-3.299820	53.855770
255	-3.299820	53.495663
278	-3.238555	53.387615
299	-3.177291	53.351589
301	-3.116026	53.999766
302	-3.116026	53.963756
303	-3.116026	53.927745
304	-3.116026	53.891734
305	-3.116026	53.855723
306	-3.116026	53.819713
307	-3.116026	53.783702
308	-3.116026	53.747691
309	-3.116026	53.711680
310	-3.116026	53.675670
311	-3.116026	53.639659
312	-3.116026	53.603648
313	-3.116026	53.567638
314	-3.116026	53.531627
315	-3.116026	53.495616
316	-3.116026	53.459605
317	-3.116026	53.423595
27	-3.973735	53.783920
103	-3.728675	53.927901
115	-3.728675	53.495772
144	-3.606145	53.891859
188	-3.483615	53.747785
284	-3.177291	53.891750
315	-3.116026	53.495616
31	-3.973735	53.639877
49	-3.912470	53.711883
75	-3.851205	53.495803
101	-3.728675	53.999922
207	-3.422350	53.783780
103	-3.728675	53.927901
142	-3.606145	53.963880
153	-3.606145	53.567762
157	-3.606145	53.423719
166	-3.544880	53.819822
186	-3.483615	53.819806
243	-3.299820	53.927792
267	-3.238555	53.783733
299	-3.177291	53.351589
22	-3.973735	53.963974
79	-3.851205	53.351760
81	-3.789940	53.999938
193	-3.483615	53.567731
258	-3.299820	53.387631
273	-3.238555	53.567669
292	-3.177291	53.603664
5	-4.035000	53.855957
23	-3.973735	53.927963
44	-3.912470	53.891937
89	-3.789940	53.711852
96	-3.789940	53.459777
188	-3.483615	53.747785
213	-3.422350	53.567715
286	-3.177291	53.819728
13	-4.035000	53.567871
169	-3.544880	53.711790
223	-3.361085	53.927807
262	-3.238555	53.963787
64	-3.851205	53.891921
86	-3.789940	53.819884
87	-3.789940	53.783873
223	-3.361085	53.927807
33	-3.973735	53.567856
62	-3.851205	53.963943
135	-3.667410	53.495756
178	-3.544880	53.387693
226	-3.361085	53.819775
266	-3.238555	53.819744
1	-4.035000	54.000000
2	-4.035000	53.963989
3	-4.035000	53.927979
4	-4.035000	53.891968
5	-4.035000	53.855957
6	-4.035000	53.819946
7	-4.035000	53.783936
8	-4.035000	53.747925
9	-4.035000	53.711914
10	-4.035000	53.675903
11	-4.035000	53.639893
12	-4.035000	53.603882
13	-4.035000	53.567871
14	-4.035000	53.531860
15	-4.035000	53.495850
16	-4.035000	53.459839
17	-4.035000	53.423828
18	-4.035000	53.387818
19	-4.035000	53.351807
50	-3.912470	53.675872
150	-3.606145	53.675794
277	-3.238555	53.423626
102	-3.728675	53.963911
165	-3.544880	53.855832
245	-3.299820	53.855770
252	-3.299820	53.603695
272	-3.238555	53.603679
292	-3.177291	53.603664
294	-3.177291	53.531642
312	-3.116026	53.603648
132	-3.667410	53.603788
143	-3.606145	53.927869
152	-3.606145	53.603773
172	-3.544880	53.603757
192	-3.483615	53.603742
203	-3.422350	53.927823
206	-3.422350	53.819791
212	-3.422350	53.603726
232	-3.361085	53.603711
242	-3.299820	53.963802
296	-3.177291	53.459621
19	-4.035000	53.351807
41	-3.912470	53.999969
45	-3.912470	53.855926
102	-3.728675	53.963911
226	-3.361085	53.819775
29	-3.973735	53.711899
33	-3.973735	53.567856
97	-3.789940	53.423766
142	-3.606145	53.963880
161	-3.544880	53.999875
236	-3.361085	53.459668
7	-4.035000	53.783936
47	-3.912470	53.783904
151	-3.606145	53.639784
160	-3.606145	53.315687
180	-3.544880	53.315671
274	-3.238555	53.531658
7	-4.035000	53.783936
47	-3.912470	53.783904
92	-3.789940	53.603820
127	-3.667410	53.783842
189	-3.483615	53.711774
38	-3.973735	53.387802
110	-3.728675	53.675826
145	-3.606145	53.855848
190	-3.483615	53.675763
243	-3.299820	53.927792
13	-4.035000	53.567871
57	-3.912470	53.423797
99	-3.789940	53.351744
129	-3.667410	53.711821
170	-3.544880	53.675779
219	-3.422350	53.351651
246	-3.299820	53.819759
286	-3.177291	53.819728
13	-4.035000	53.567871
17	-4.035000	53.423828
216	-3.422350	53.459683
234	-3.361085	53.531689
237	-3.361085	53.423657
275	-3.238555	53.495647
29	-3.973735	53.711899
106	-3.728675	53.819868
140	-3.667410	53.315703
155	-3.606145	53.495741
232	-3.361085	53.603711
237	-3.361085	53.423657
258	-3.299820	53.387631
274	-3.238555	53.531658
275	-3.238555	53.495647
17	-4.035000	53.423828
48	-3.912470	53.747894
72	-3.851205	53.603835
74	-3.851205	53.531814
79	-3.851205	53.351760
90	-3.789940	53.675841
121	-3.667410	53.999907
221	-3.361085	53.999829
276	-3.238555	53.459637
44	-3.912470	53.891937
128	-3.667410	53.747831
203	-3.422350	53.927823
221	-3.361085	53.999829
266	-3.238555	53.819744
272	-3.238555	53.603679
102	-3.728675	53.963911
113	-3.728675	53.567793
126	-3.667410	53.819853
140	-3.667410	53.315703
191	-3.483615	53.639752
201	-3.422350	53.999844
258	-3.299820	53.387631
271	-3.238555	53.639690
278	-3.238555	53.387615
315	-3.116026	53.495616
10	-4.035000	53.675903
73	-3.851205	53.567824
99	-3.789940	53.351744
147	-3.606145	53.783827
253	-3.299820	53.567684
24	-3.973735	53.891952
112	-3.728675	53.603804
167	-3.544880	53.783811
17	-4.035000	53.423828
63	-3.851205	53.927932
83	-3.789940	53.927916
148	-3.606145	53.747816
212	-3.422350	53.603726
255	-3.299820	53.495663
295	-3.177291	53.495632
10	-4.035000	53.675903
42	-3.912470	53.963958
67	-3.851205	53.783889
82	-3.789940	53.963927
145	-3.606145	53.855848
189	-3.483615	53.711774
205	-3.422350	53.855801
216	-3.422350	53.459683
231	-3.361085	53.639721
311	-3.116026	53.639659
54	-3.912470	53.531829
101	-3.728675	53.999922
199	-3.483615	53.351667
225	-3.361085	53.855786
245	-3.299820	53.855770
267	-3.238555	53.783733
281	-3.177291	53.999782
311	-3.116026	53.639659
55	-3.912470	53.495819
57	-3.912470	53.423797
116	-3.728675	53.459761
157	-3.606145	53.423719
262	-3.238555	53.963787
36	-3.973735	53.459823
42	-3.912470	53.963958
114	-3.728675	53.531783
202	-3.422350	53.963834
257	-3.299820	53.423641
149	-3.606145	53.711805
267	-3.238555	53.783733
14	-4.035000	53.531860
63	-3.851205	53.927932
104	-3.728675	53.891890
138	-3.667410	53.387724
158	-3.606145	53.387708
183	-3.483615	53.927838
185	-3.483615	53.855817
3	-4.035000	53.927979
166	-3.544880	53.819822
221	-3.361085	53.999829
279	-3.238555	53.351604
29	-3.973735	53.711899
98	-3.789940	53.387755
79	-3.851205	53.351760
88	-3.789940	53.747863
134	-3.667410	53.531767
229	-3.361085	53.711743
251	-3.299820	53.639706
312	-3.116026	53.603648
72	-3.851205	53.603835
208	-3.422350	53.747769
268	-3.238555	53.747722
22	-3.973735	53.963974
82	-3.789940	53.963927
136	-3.667410	53.459746
202	-3.422350	53.963834
256	-3.299820	53.459652
304	-3.116026	53.891734
311	-3.116026	53.639659
4	-4.035000	53.891968
14	-4.035000	53.531860
50	-3.912470	53.675872
70	-3.851205	53.675857
147	-3.606145	53.783827
168	-3.544880	53.747800
234	-3.361085	53.531689
244	-3.299820	53.891781
297	-3.177291	53.423610
106	-3.728675	53.819868
146	-3.606145	53.819837
182	-3.483615	53.963849
209	-3.422350	53.711758
228	-3.361085	53.747753
311	-3.116026	53.639659
2	-4.035000	53.963989
21	-3.973735	53.999984
120	-3.728675	53.315718
208	-3.422350	53.747769
4	-4.035000	53.891968
33	-3.973735	53.567856
41	-3.912470	53.999969
51	-3.912470	53.639861
78	-3.851205	53.387771
93	-3.789940	53.567809
123	-3.667410	53.927885
159	-3.606145	53.351698
277	-3.238555	53.423626
284	-3.177291	53.891750
316	-3.116026	53.459605
81	-3.789940	53.999938
94	-3.789940	53.531798
98	-3.789940	53.387755
109	-3.728675	53.711836
140	-3.667410	53.315703
155	-3.606145	53.495741
273	-3.238555	53.567669
293	-3.177291	53.567653
302	-3.116026	53.963756
307	-3.116026	53.783702
11	-4.035000	53.639893
125	-3.667410	53.855864
204	-3.422350	53.891812
242	-3.299820	53.963802
267	-3.238555	53.783733
276	-3.238555	53.459637
22	-3.973735	53.963974
85	-3.789940	53.855895
177	-3.544880	53.423704
204	-3.422350	53.891812
246	-3.299820	53.819759
51	-3.912470	53.639861
