Id,ORIG_FID,POINT_X,POINT_Y
0,1,-5.21768351963,51.7047906231
0,1,-5.10465912186,51.7137136019
0,1,-5.01840366039,51.7137136019
0,1,-5.04814692297,51.6006892041
0,1,-4.85481571624,51.6393554455
0,1,-4.6138952894,51.7523798433
0,1,-4.38784649385,51.7404825382
0,1,-4.13205443572,51.6661243818
0,1,-4.28374507484,51.6274581404
0,1,-4.30456535864,51.5560743103
0,1,-4.16774635081,51.5471513315
0,1,-3.86139074631,51.6423297717
0,1,-3.61749599321,51.43710126
0,1,-3.45688237532,51.4014093449
0,1,-3.26652549485,51.3954606924
0,1,-3.05534833058,51.5322797002
0,1,-2.63596832831,51.6185351617
0,1,-2.93340095403,51.3954606924
0,1,-3.00478478421,51.3538201248
0,1,-3.00478478421,51.2140267907
0,1,-3.35278095631,51.1872578544
0,1,-3.48959996415,51.228898422
0,1,-4.20641259215,51.2080781382
0,1,-4.23020720221,51.1664375706
0,1,-4.23020720221,51.0712591303
0,1,-4.30456535864,50.9998753002
0,1,-4.54548578548,51.0058239527
0,1,-4.56035741677,50.7857238096
0,1,-4.74476564472,50.6786480644
0,1,-4.81020082238,50.6013155817
0,1,-5.01245500788,50.5448033828
0,1,-5.14629968946,50.3841897649
0,1,-5.31583628612,50.2503450833
0,1,-5.47942423027,50.211678842
0,1,-5.59244862805,50.1997815369
0,1,-5.69952437331,50.1462436643
0,1,-5.70844735208,50.0302449403
0,1,-5.57757699676,50.0748598341
0,1,-5.46157827273,50.0867571392
0,1,-5.45562962022,49.899374585
0,1,-5.41101472636,49.7655299034
0,1,-5.9999313253,49.7595812509
0,1,-6.00587997781,49.9826557202
0,1,-6.15162196442,49.9826557202
0,1,-6.15757061694,49.8339394073
0,1,-6.41336267506,49.8398880598
0,1,-6.23787742588,49.9707584151
0,1,-10.0063487939,49.9796813939
0,1,-10.0063487939,51.6066378566
0,1,-9.50666198264,51.7404825382
0,1,-9.50666198264,51.6750473606
0,1,-9.83086354469,51.5590486365
0,1,-9.82788921843,51.5322797002
0,1,-9.65537829551,51.5977148779
0,1,-9.64348099048,51.5560743103
0,1,-9.82788921843,51.4876648064
0,1,-9.82788921843,51.4579215438
0,1,-9.70594184188,51.4549472175
0,1,-9.40850921615,51.4757675013
0,1,-9.0426670865,51.5471513315
0,1,-8.6738506306,51.6096121829
0,1,-8.34072608978,51.7404825382
0,1,-8.25744495458,51.8178150209
0,1,-7.99272991768,51.8148406947
0,1,-7.84401360482,51.9486853762
0,1,-7.60309317798,51.9962745963
0,1,-7.46032551763,52.1330936042
0,1,-6.9814589902,52.1390422567
0,1,-6.97848466395,52.2639639595
0,1,-6.8773575712,52.1687855193
0,1,-6.82976835108,52.2074517606
0,1,-6.33900451863,52.1925801293
0,1,-6.33008153986,52.2134004131
0,1,-6.44310593763,52.3234504847
0,1,-6.21408281582,52.5465249539
0,1,-6.2230057946,52.6536006992
0,1,-6.04454621916,52.9153414099
0,1,-6.03562324039,53.1294929004
0,1,-6.19623685828,53.3317470859
0,1,-6.07131515547,53.5548215552
0,1,-6.23787742588,53.679743258
0,1,-6.23490309962,53.8106136133
0,1,-6.38064508623,53.8909204222
0,1,-6.32413288734,54.0098934725
0,1,-6.16649359571,53.9860988625
0,1,-5.94341912641,54.0634313452
0,1,-5.85418933869,54.1437381541
0,1,-5.87500962249,54.2359422681
0,1,-5.72926763589,54.2627112044
0,1,-5.64896082694,54.2418909206
0,1,-5.48834720905,54.3578896446
0,1,-5.43778366267,54.48876
0,1,-5.59244862805,54.6820912067
0,1,-5.90475288507,54.604758724
0,1,-5.92854749512,54.6404506391
0,1,-5.67870408951,54.7891669519
0,1,-5.97316238898,54.9943954637
0,1,-6.05049487167,55.1669063866
0,1,-6.14864763816,55.2263929118
0,1,-6.28844097226,55.2263929118
0,1,-6.30331260354,55.5862863889
0,1,-6.02967458787,55.6874134816
0,1,-6.07726380799,55.8123351844
0,1,-5.96126508395,55.830181142
0,1,-5.79172848729,56.0086407174
0,1,-5.69952437331,56.0116150437
0,1,-5.66085813197,55.8539757521
0,1,-5.66383245823,55.6725418504
0,1,-5.79470281355,55.3394173095
0,1,-5.73224196214,55.2888537632
0,1,-5.5329621029,55.3364429833
0,1,-5.56270536548,55.4286470973
0,1,-5.47942423027,55.5149025587
0,1,-5.45860394647,55.6814648291
0,1,-5.33368224367,55.7825919219
0,1,-5.42588635764,55.9134622772
0,1,-5.42588635764,56.0145893699
0,1,-5.35152820121,56.0116150437
0,1,-5.33665656992,55.8985906459
0,1,-5.32559207625,55.4808663519
0,1,-5.24564218645,55.4427949758
0,1,-5.08954954447,55.4523128198
0,1,-5.04957459957,55.5303591408
0,1,-5.15427088383,55.5912733426
0,1,-5.12571735176,55.6255375811
0,1,-5.16569229665,55.684548214
0,1,-5.19805296633,55.6978731956
0,1,-5.31417066342,55.7092946085
0,1,-5.35414560832,55.6731268012
0,1,-5.3884098468,55.6521875443
0,1,-5.38269914039,55.577948361
0,1,-5.32559207625,55.4808663519
0,1,-4.489925371,54.3920249956
0,1,-4.72216076517,54.2092823904
0,1,-4.78307496692,54.0741290053
0,1,-4.7354857468,54.0512861796
0,1,-4.60604306808,54.0798397117
0,1,-4.41949332523,54.1788252895
0,1,-4.31479704097,54.3063643994
0,1,-4.38522908674,54.4091571149
0,1,-4.489925371,54.3920249956
