ID,GRIDCODE,Area,ORIG_FID,POINT_X,POINT_Y
1,111,683.724,0,-6.29747585288,55.3498324037
1,111,683.724,0,-6.29668822157,55.349814974
1,111,683.724,0,-6.29662703293,55.3507125631
1,111,683.724,0,-6.29505173734,55.3506776873
1,111,683.724,0,-6.29511296153,55.3497800994
1,111,683.724,0,-6.29432533279,55.3497626544
1,111,683.724,0,-6.29426409083,55.3506602418
1,111,683.724,0,-6.29268880038,55.3506253356
1,111,683.724,0,-6.29265816034,55.3510741286
1,111,683.724,0,-6.29187050751,55.3510566676
1,111,683.724,0,-6.29193180452,55.350159082
1,111,683.724,0,-6.29271943957,55.3501765425
1,111,683.724,0,-6.2927500779,55.3497277493
1,111,683.724,0,-6.29196245174,55.3497102892
1,111,683.724,0,-6.29193180452,55.350159082
1,111,683.724,0,-6.29114417033,55.3501416165
1,111,683.724,0,-6.29111351337,55.350590409
1,111,683.724,0,-6.28796294967,55.3505204951
1,111,683.724,0,-6.28799364218,55.3500717038
1,111,683.724,0,-6.28878127293,55.3500891896
1,111,683.724,0,-6.28881195569,55.3496403979
1,111,683.724,0,-6.28959957841,55.3496578783
1,111,683.724,0,-6.28956890454,55.3501066703
1,111,683.724,0,-6.29035653701,55.3501241459
1,111,683.724,0,-6.290387202,55.3496753537
1,111,683.724,0,-6.29117482644,55.349692824
1,111,683.724,0,-6.29123613606,55.3487952388
1,111,683.724,0,-6.29202374359,55.3488127034
1,111,683.724,0,-6.29205438823,55.3483639104
1,111,683.724,0,-6.29126678959,55.3483464461
1,111,683.724,0,-6.29123613606,55.3487952388
1,111,683.724,0,-6.2904485294,55.348777769
1,111,683.724,0,-6.290387202,55.3496753537
1,111,683.724,0,-6.28959957841,55.3496578783
1,111,683.724,0,-6.28963025143,55.3492090863
1,111,683.724,0,-6.2888426376,55.3491916062
1,111,683.724,0,-6.28881195569,55.3496403979
1,111,683.724,0,-6.28723671283,55.3496054218
1,111,683.724,0,-6.2872674125,55.3491566307
1,111,683.724,0,-6.28805502462,55.349174121
1,111,683.724,0,-6.28808571455,55.3487253295
1,111,683.724,0,-6.28729811132,55.3487078395
1,111,683.724,0,-6.2872674125,55.3491566307
1,111,683.724,0,-6.28647980125,55.3491391353
1,111,683.724,0,-6.28651050895,55.3486903444
1,111,683.724,0,-6.28572290745,55.3486728443
1,111,683.724,0,-6.2849353068,55.3486553391
1,111,683.724,0,-6.28490458132,55.3491041294
1,111,683.724,0,-6.28411697265,55.3490866188
1,111,683.724,0,-6.28414770701,55.3486378288
1,111,683.724,0,-6.28332936484,55.3490691032
1,111,683.724,0,-6.28254175789,55.3490515825
1,111,683.724,0,-6.2826032613,55.3481540036
1,111,683.724,0,-6.28102808553,55.3481189481
1,111,683.724,0,-6.28099731649,55.348567737
1,111,683.724,0,-6.28020972101,55.3485502013
1,111,683.724,0,-6.28017894222,55.3489989899
1,111,683.724,0,-6.27860373609,55.3489639028
1,111,683.724,0,-6.27863453265,55.3485151148
1,111,683.724,0,-6.27784693976,55.348497564
1,111,683.724,0,-6.27787774435,55.3480487763
1,111,683.724,0,-6.27709016121,55.3480312206
1,111,683.724,0,-6.27705934774,55.3484800081
1,111,683.724,0,-6.27469657686,55.3484273099
1,111,683.724,0,-6.27475825625,55.3475297367
1,111,683.724,0,-6.27318311552,55.3474945804
1,111,683.724,0,-6.27315225849,55.3479433664
1,111,683.724,0,-6.27157710345,55.3479081893
1,111,683.724,0,-6.27160797826,55.3474594038
1,111,683.724,0,-6.27003284445,55.3474242069
1,111,683.724,0,-6.27006373616,55.3469754221
1,111,683.724,0,-6.26927617944,55.3469578163
1,111,683.724,0,-6.26924527885,55.3474066009
1,111,683.724,0,-6.26767015024,55.3473713736
1,111,683.724,0,-6.2677010686,55.3469225896
1,111,683.724,0,-6.26848862359,55.3469402055
1,111,683.724,0,-6.26855043995,55.3460426367
1,111,683.724,0,-6.26776290274,55.3460250214
1,111,683.724,0,-6.2677319861,55.3464738055
1,111,683.724,0,-6.26694444087,55.3464561849
1,111,683.724,0,-6.26691351448,55.3469049686
1,111,683.724,0,-6.26533840884,55.3468697115
1,111,683.724,0,-6.26540029628,55.3459721451
1,111,683.724,0,-6.2606751068,55.3458662555
1,111,683.724,0,-6.26070610252,55.345417474
1,111,683.724,0,-6.25834354615,55.3453644616
1,111,683.724,0,-6.25837456765,55.344915681
1,111,683.724,0,-6.25758705949,55.3448980003
1,111,683.724,0,-6.2575560291,55.3453467807
1,111,683.724,0,-6.25676851292,55.3453290947
1,111,683.724,0,-6.25679955219,55.3448803146
1,111,683.724,0,-6.25601204576,55.3448626238
1,111,683.724,0,-6.25604309305,55.344413844
1,111,683.724,0,-6.25525559637,55.3443961485
1,111,683.724,0,-6.25522454021,55.344844928
1,111,683.724,0,-6.25443703552,55.3448272271
1,111,683.724,0,-6.25446810057,55.3443784478
1,111,683.724,0,-6.25289311157,55.3443430314
1,111,683.724,0,-6.25292419352,55.3438942527
1,111,683.724,0,-6.25213670921,55.3438765372
1,111,683.724,0,-6.25210561838,55.3443253156
1,111,683.724,0,-6.25131812606,55.3443075947
1,111,683.724,0,-6.25134922577,55.3438588166
1,111,683.724,0,-6.24898678069,55.3438056243
1,111,683.724,0,-6.24901790618,55.343356847
1,111,683.724,0,-6.24823043511,55.3433391065
1,111,683.724,0,-6.24826156861,55.3428903294
1,111,683.724,0,-6.24747410729,55.3428725841
1,111,683.724,0,-6.24744296492,55.3433213608
1,111,683.724,0,-6.24508055957,55.3432680934
1,111,683.724,0,-6.24511172859,55.3428193176
1,111,683.724,0,-6.24432427077,55.3428015519
1,111,683.724,0,-6.24429309287,55.3432503274
1,111,683.724,0,-6.24350562704,55.3432325564
1,111,683.724,0,-6.24353681383,55.3427837812
1,111,683.724,0,-6.24117444824,55.3427304386
1,111,683.724,0,-6.24120566079,55.3422816642
1,111,683.724,0,-6.24041821623,55.3422638735
1,111,683.724,0,-6.24044943679,55.3418150994
1,111,683.724,0,-6.23966200198,55.3417973039
1,111,683.724,0,-6.23963077253,55.3422460778
1,111,683.724,0,-6.23726844671,55.34219266
1,111,683.724,0,-6.23733095801,55.3412951141
1,111,683.724,0,-6.23654353558,55.3412772986
1,111,683.724,0,-6.23651227149,55.3417260713
1,111,683.724,0,-6.23414998282,55.3416725937
1,111,683.724,0,-6.23418127356,55.3412238219
1,111,683.724,0,-6.23339385463,55.3412059861
1,111,683.724,0,-6.23342515337,55.3407572146
1,111,683.724,0,-6.23185033592,55.3407215285
1,111,683.724,0,-6.23181901942,55.3411702995
1,111,683.724,0,-6.23103160313,55.3411524485
1,111,683.724,0,-6.23109425301,55.3402549071
1,111,683.724,0,-6.23030685536,55.3402370517
1,111,683.724,0,-6.23027552198,55.3406858221
1,111,683.724,0,-6.22791330766,55.3406322246
1,111,683.724,0,-6.22797602682,55.3397346855
1,111,683.724,0,-6.22876341296,55.3397525558
1,111,683.724,0,-6.22879476234,55.3393037859
1,111,683.724,0,-6.22800738509,55.3392859159
1,111,683.724,0,-6.22797602682,55.3397346855
1,111,683.724,0,-6.22718864156,55.3397168101
1,111,683.724,0,-6.22715727354,55.3401655794
1,111,683.724,0,-6.2255824879,55.3401298128
1,111,683.724,0,-6.22561387368,55.3396810441
1,111,683.724,0,-6.22640125718,55.3396989296
1,111,683.724,0,-6.22643263321,55.3392501606
1,111,683.724,0,-6.22564525859,55.3392322754
1,111,683.724,0,-6.22561387368,55.3396810441
1,111,683.724,0,-6.22246434848,55.3396094513
1,111,683.724,0,-6.2224957689,55.3391606838
1,111,683.724,0,-6.22328314,55.3391785893
1,111,683.724,0,-6.22337736934,55.3378322855
1,111,683.724,0,-6.22259002488,55.3378143809
1,111,683.724,0,-6.2224957689,55.3391606838
1,111,683.724,0,-6.22013366088,55.3391069368
1,111,683.724,0,-6.22016510706,55.3386581701
1,111,683.724,0,-6.21859039054,55.3386223141
1,111,683.724,0,-6.21862185359,55.338173548
1,111,683.724,0,-6.21625981206,55.3381197268
1,111,683.724,0,-6.21629130087,55.3376709615
1,111,683.724,0,-6.21707863828,55.3376889067
1,111,683.724,0,-6.21711011733,55.3372401411
1,111,683.724,0,-6.21632278879,55.3372221962
1,111,683.724,0,-6.21629130087,55.3376709615
1,111,683.724,0,-6.21550396433,55.3376530113
1,111,683.724,0,-6.21553546114,55.3372042463
1,111,683.724,0,-6.21474813436,55.3371862913
1,111,683.724,0,-6.21468512212,55.3380838207
1,111,683.724,0,-6.21389777848,55.33806586
1,111,683.724,0,-6.21392929392,55.3376170956
1,111,683.724,0,-6.21314196003,55.3375991302
1,111,683.724,0,-6.21317348347,55.3371503661
1,111,683.724,0,-6.21081151375,55.3370964402
1,111,683.724,0,-6.21077996368,55.3375452035
1,111,683.724,0,-6.20999263333,55.3375272178
1,111,683.724,0,-6.21002419227,55.3370784548
1,111,683.724,0,-6.20923687169,55.3370604643
1,111,683.724,0,-6.20926843862,55.3366117017
1,111,683.724,0,-6.2084811278,55.3365937064
1,111,683.724,0,-6.20851270273,55.336144944
1,111,683.724,0,-6.20772540166,55.336126944
1,111,683.724,0,-6.20766223316,55.3370244682
1,111,683.724,0,-6.20687491523,55.3370064625
1,111,683.724,0,-6.2069065088,55.3365577007
1,111,683.724,0,-6.20533189334,55.3365216748
1,111,683.724,0,-6.20536350378,55.3360729135
1,111,683.724,0,-6.20615080219,55.3360909287
