LEFT_FID,RIGHT_FID,ORIG_FID,POINT_X,POINT_Y
-1,0,1,4.07948420482,51.5304403684
-1,0,1,4.08337251719,51.5282104572
-1,0,1,4.08667999204,51.5277842694
-1,0,1,4.08976260358,51.5273825151
-1,0,1,4.09587286513,51.5276627995
-1,0,1,4.10253770689,51.5276633488
-1,0,1,4.10920592258,51.5276589661
-1,0,1,4.11587293227,51.5273799226
-1,0,1,4.12253865461,51.5273793269
-1,0,1,4.12865081228,51.5276624077
-1,0,1,4.13448416927,51.5282131162
-1,0,1,4.13657817801,51.5278511631
-1,0,1,4.14087287661,51.5271081897
-1,0,1,4.14837412528,51.5265494134
-1,0,1,4.15559497277,51.5259930015
-1,0,1,4.16281603524,51.5251618478
-1,0,1,4.16920686689,51.5243295632
-1,0,1,4.17420572085,51.5223822867
-1,0,1,4.1789275602,51.5207118729
-1,0,1,4.18365116466,51.5190502921
-1,0,1,4.18535651601,51.5185339739
-1,0,1,4.18920549636,51.5173800209
-1,0,1,4.19476322043,51.5159882669
-1,0,1,4.19976036965,51.5143276845
-1,0,1,4.20448406796,51.5123820018
-1,0,1,4.21059492506,51.5129395542
-1,0,1,4.21587273048,51.513770676
-1,0,1,4.22003839781,51.5157147499
-1,0,1,4.22531611435,51.5168241828
-1,0,1,4.2319837577,51.5157158021
-1,0,1,4.23358183676,51.5153168755
-1,0,1,4.2375391242,51.514326561
-1,0,1,4.24226130676,51.5123838042
-1,0,1,4.24781688527,51.5109939867
-1,0,1,4.25142860868,51.5104339771
-1,0,1,4.25698378876,51.5090482484
-1,0,1,4.26337303131,51.5079410561
-1,0,1,4.26753979403,51.5057155567
-1,0,1,4.26976046943,51.5026611277
-1,0,1,4.26948320223,51.4987750597
-1,0,1,4.27198423913,51.4957176332
-1,0,1,4.27420870086,51.4938950688
-1,0,1,4.27503968493,51.4932161205
-1,0,1,4.27892924049,51.4909976533
-1,0,1,4.28226176807,51.4882186283
-1,0,1,4.28531709098,51.4857168418
-1,0,1,4.28753898503,51.4826576065
-1,0,1,4.28976066048,51.4798815871
-1,0,1,4.29142799207,51.4765496312
-1,0,1,4.29281696548,51.473211674
-1,0,1,4.29337306969,51.4693299299
-1,0,1,4.294206754,51.4657148129
-1,0,1,4.29392878812,51.461549958
-1,0,1,4.29281726741,51.4568233335
-1,0,1,4.29198405736,51.4523857655
-1,0,1,4.29181485654,51.4521268929
-1,0,1,4.28976095384,51.4490516412
-1,0,1,4.286705705,51.4459918644
-1,0,1,4.2825372272,51.4440457439
-1,0,1,4.27781819173,51.4426585147
-1,0,1,4.27198400137,51.4421059304
-1,0,1,4.26587249593,51.4418259123
-1,0,1,4.26170527106,51.4398789573
-1,0,1,4.25753958755,51.437940965
-1,0,1,4.25337413187,51.4359983015
-1,0,1,4.24864987653,51.4343266154
-1,0,1,4.24704279857,51.4338536418
-1,0,1,4.24392736035,51.4329380644
-1,0,1,4.23865012235,51.4321037009
-1,0,1,4.23198488059,51.4321064224
-1,0,1,4.22476081422,51.4329329805
-1,0,1,4.21892720793,51.4343245631
-1,0,1,4.21503866197,51.4365455783
-1,0,1,4.20948419978,51.4379428378
-1,0,1,4.20420675654,51.4368281057
-1,0,1,4.19864930304,51.4359948194
-1,0,1,4.19839193289,51.4360199729
-1,0,1,4.192817788,51.4365443446
-1,0,1,4.1864281082,51.4373825683
-1,0,1,4.17976105316,51.4376610717
-1,0,1,4.17392860873,51.4371036789
-1,0,1,4.16837258719,51.4362689446
-1,0,1,4.16309370189,51.4354401585
-1,0,1,4.15837299144,51.433769332
-1,0,1,4.15281762708,51.4329383772
-1,0,1,4.14898250196,51.4331063784
-1,0,1,4.14642806353,51.4332167797
-1,0,1,4.13976169892,51.4340461197
-1,0,1,4.13253984409,51.4346061471
-1,0,1,4.12615052754,51.4357152923
-1,0,1,4.12142741375,51.4373836407
-1,0,1,4.11670525521,51.4393305229
-1,0,1,4.11170686339,51.4409920539
-1,0,1,4.10781810076,51.4432139283
-1,0,1,4.10309475944,51.4451603511
-1,0,1,4.10128269434,51.4460675862
-1,0,1,4.10031578989,51.4465487249
-1,0,1,4.09642843792,51.4487656813
-1,0,1,4.09420534393,51.4518258029
-1,0,1,4.09170637881,51.4548794047
-1,0,1,4.08948405854,51.4576652123
-1,0,1,4.0872625402,51.4607161373
-1,0,1,4.0847616946,51.4637696008
-1,0,1,4.08253855277,51.466550756
-1,0,1,4.07948404703,51.4690472224
-1,0,1,4.07642772179,51.4718223562
-1,0,1,4.07226207265,51.4740500865
-1,0,1,4.06837290836,51.4759963334
-1,0,1,4.06781742902,51.479881535
-1,0,1,4.06796540956,51.480671422
-1,0,1,4.06865043737,51.4843294753
-1,0,1,4.06976170766,51.4890491645
-1,0,1,4.06809591042,51.492386929
-1,0,1,4.06503973793,51.4948784938
-1,0,1,4.06198354798,51.4973835409
-1,0,1,4.0594828955,51.500440954
-1,0,1,4.05642756589,51.5029368014
-1,0,1,4.05254075929,51.5051612966
