Id,ORIG_FID,POINT_X,POINT_Y
0,0,-2.61738119854,50.4485772896
0,0,-2.61768272384,50.5073747228
0,0,-2.63140212493,50.5073747228
0,0,-2.63125136228,50.5265215793
0,0,-2.61798424914,50.5266723419
0,0,-2.61753196119,50.6548205939
0,0,-2.60305874686,50.6484885626
0,0,-2.58873629517,50.6415534807
0,0,-2.5600913918,50.6270802664
0,0,-2.53461250406,50.6136623906
0,0,-2.50702293923,50.5982846004
0,0,-2.48169481415,50.5827560475
0,0,-2.47626735877,50.578233168
0,0,-2.48335320329,50.5768763042
0,0,-2.46646778656,50.564061479
0,0,-2.45651745171,50.5584832609
0,0,-2.45561287581,50.5526035176
0,0,-2.45696973966,50.5510958911
0,0,-2.45712050231,50.5375272527
0,0,-2.45380372402,50.5381303033
0,0,-2.45350219872,50.5360196262
0,0,-2.45516058786,50.5304414082
0,0,-2.45500982521,50.5248631901
0,0,-2.45877889145,50.5198880227
0,0,-2.4583266035,50.5129529408
0,0,-2.45546211316,50.511596077
0,0,-2.44129042413,50.5200387854
0,0,-2.44053661088,50.5223002251
0,0,-2.436616782,50.5253154781
0,0,-2.4357122061,50.5296875949
0,0,-2.42862636158,50.5346627623
0,0,-2.42636492184,50.53737649
0,0,-2.41596229904,50.5423516575
0,0,-2.41551001109,50.5482314008
0,0,-2.41415314725,50.5482314008
0,0,-2.41324857135,50.5492867393
0,0,-2.42033441587,50.5587847862
0,0,-2.42726949774,50.5663229187
0,0,-2.43375229166,50.5681320705
0,0,-2.43586296875,50.569187409
0,0,-2.43254619046,50.5697904596
0,0,-2.43073703867,50.5708457982
0,0,-2.43827517114,50.5693381717
0,0,-2.44159194942,50.569639697
0,0,-2.44189347472,50.5711473235
0,0,-2.44415491446,50.5709965608
0,0,-2.44807474335,50.5732580006
0,0,-2.45365296137,50.575217915
0,0,-2.4580250782,50.580796133
0,0,-2.45908041675,50.5847159619
0,0,-2.45546211316,50.5918018064
0,0,-2.45380372402,50.5925556197
0,0,-2.45018542044,50.5982846004
0,0,-2.44867779394,50.5994907016
0,0,-2.44686864215,50.5993399389
0,0,-2.44551177831,50.5981338377
0,0,-2.4354106808,50.59542011
0,0,-2.43405381696,50.5963246859
0,0,-2.43239542782,50.5957216353
0,0,-2.43149085192,50.5957216353
0,0,-2.43375229166,50.5970784992
0,0,-2.44777321805,50.6008475654
0,0,-2.44882855659,50.6034105304
0,0,-2.44521025301,50.6046166316
0,0,-2.44159194942,50.6062750208
0,0,-2.44098889883,50.6085364605
0,0,-2.44505949036,50.6095917991
0,0,-2.44852703129,50.610496375
0,0,-2.44897931924,50.6118532388
0,0,-2.44828908519,50.6159955949
0,0,-2.44412502843,50.6214683552
0,0,-2.43555896881,50.6284877652
0,0,-2.42734982834,50.6336036063
0,0,-2.41830787652,50.635269229
0,0,-2.409979763,50.6334846333
0,0,-2.40736235589,50.6317000375
0,0,-2.40593467929,50.632770795
0,0,-2.40605365234,50.6338415524
0,0,-2.39653580832,50.6358640943
0,0,-2.39308558986,50.6361020404
0,0,-2.37845190467,50.6345553907
0,0,-2.36893406065,50.6301533879
0,0,-2.36572178829,50.630391334
0,0,-2.36465103084,50.6290826304
0,0,-2.35560907902,50.6309861992
0,0,-2.35441934851,50.6289636574
0,0,-2.3494224804,50.6296774957
0,0,-2.34383074704,50.6314620914
0,0,-2.33657339097,50.6314620914
0,0,-2.33348009166,50.630510307
0,0,-2.33062473845,50.6272980347
0,0,-2.32217765188,50.6239667892
0,0,-2.31004240075,50.6253944659
0,0,-2.30183326028,50.6244426814
0,0,-2.29279130846,50.6226580857
0,0,-2.29064979356,50.6214683552
0,0,-2.28482011409,50.6223011665
0,0,-2.27518329702,50.621111436
0,0,-2.27161410551,50.621111436
0,0,-2.26507058774,50.6201596516
0,0,-2.26185831539,50.6184940289
0,0,-2.25924090828,50.6174232715
0,0,-2.25103176781,50.6171853254
0,0,-2.24853333375,50.616352514
0,0,-2.24413133089,50.6161145679
0,0,-2.24020522023,50.6155197027
0,0,-2.22438180454,50.6156386757
0,0,-2.21950390948,50.6152817566
0,0,-2.21950390948,50.6159955949
0,0,-2.22164542439,50.6175422445
0,0,-2.19689902993,50.6223011665
0,0,-2.18369302134,50.6182560828
0,0,-2.18321712914,50.6169473793
0,0,-2.1861914554,50.6144489452
0,0,-2.18167047949,50.6152817566
0,0,-2.16870241701,50.6130212686
0,0,-2.16180198009,50.613973053
0,0,-2.1435991034,50.6063587778
0,0,-2.13907812749,50.6085002927
0,0,-2.12694287636,50.6013619097
0,0,-2.11076254152,50.5932717423
0,0,-2.09244069177,50.5887507664
0,0,-2.09101301517,50.5946994189
0,0,-2.08601614706,50.5875610359
0,0,-2.07388089593,50.5932717423
0,0,-2.07150143492,50.5913681735
0,0,-2.0619835909,50.5932717423
0,0,-2.0631733214,50.5908922813
0,0,-2.05960412989,50.578519084
0,0,-2.05341753128,50.5749498925
0,0,-2.04080638794,50.5787570301
0,0,-2.02533989141,50.587798982
0,0,-2.00154528135,50.5916061196
0,0,-1.95752525274,50.5908922813
0,0,-1.94872124702,50.5939855806
0,0,-1.95086276192,50.5987445026
0,0,-1.94919713922,50.6032654785
0,0,-1.9401551874,50.60683467
0,0,-1.95371811513,50.6085002927
0,0,-1.95538373784,50.6120694842
0,0,-1.95490784563,50.6173042984
0,0,-1.95062481582,50.6237288431
0,0,-1.941582864,50.6289636574
0,0,-1.93063734337,50.6315810645
0,0,-1.92683020577,50.6353882021
0,0,-1.91897798445,50.6420506929
0,0,-1.9008940808,50.6418127468
0,0,-1.901369973,50.4821509133
0,0,-2.26518956079,50.4823888594
0,0,-2.26471366859,50.4657326324
0,0,-2.45459465686,50.4652567402
0,0,-2.45530849516,50.4486005131
0,0,-2.53525838496,50.4486005131
0,0,-2.61738119854,50.4485772896
