Id,Area,ORIG_FID,POINT_X,POINT_Y
0,20688.1374216,0,1.31222191722,51.9530573089
0,20688.1374216,0,1.31527796722,51.9502776289
0,20688.1374216,0,1.31722177722,51.9472211989
0,20688.1374216,0,1.31777796722,51.9436098989
0,20688.1374216,0,1.32000002722,51.9405529189
0,20688.1374216,0,1.32305607722,51.9377730489
0,20688.1374216,0,1.32500001722,51.9347209889
0,20688.1374216,0,1.32722195722,51.9319470989
0,20688.1374216,0,1.32861103722,51.9283385989
0,20688.1374216,0,1.33388896722,51.9291687589
0,20688.1374216,0,1.33722189722,51.9322191989
0,20688.1374216,0,1.33972195722,51.9355545189
0,20688.1374216,0,1.34277809722,51.9386143789
0,20688.1374216,0,1.34583278722,51.9413908889
0,20688.1374216,0,1.34944418722,51.9438873689
0,20688.1374216,0,1.35250008722,51.9466637289
0,20688.1374216,0,1.35638906722,51.9491638789
0,20688.1374216,0,1.36055604722,51.9508360389
0,20688.1374216,0,1.36416675722,51.9533320489
0,20688.1374216,0,1.36805599722,51.9555575689
0,20688.1374216,0,1.37222213722,51.9574945389
0,20688.1374216,0,1.37611114722,51.9599985289
0,20688.1374216,0,1.37916706722,51.9627741689
0,20688.1374216,0,1.38277807722,51.9652785789
0,20688.1374216,0,1.38638919722,51.9674996589
0,20688.1374216,0,1.39027805722,51.9700031789
0,20688.1374216,0,1.39333280722,51.9727784089
0,20688.1374216,0,1.39638888722,51.9758323189
0,20688.1374216,0,1.39944498722,51.9786163889
0,20688.1374216,0,1.40333311722,51.9811104589
0,20688.1374216,0,1.40694511722,51.9836141389
0,20688.1374216,0,1.41055571722,51.9858344489
0,20688.1374216,0,1.41361096722,51.9888923789
0,20688.1374216,0,1.41611116722,51.9922260089
0,20688.1374216,0,1.41861114722,51.9955505889
0,20688.1374216,0,1.42194378722,51.9986120189
0,20688.1374216,0,1.42500012722,52.0013864089
0,20688.1374216,0,1.42681547053,52.0032055543
0,20688.1374216,0,1.99955856913,52.0028351656
0,20688.1374216,0,2.00084152331,51.2945096416
0,20688.1374216,0,1.9488844794,51.239563696
0,20688.1374216,0,1.73472244787,51.1028804708
0,20688.1374216,0,1.68215801367,51.0878422528
0,20688.1374216,0,1.50419083922,51.0211961483
0,20688.1374216,0,1.27743777158,50.8112050661
0,20688.1374216,0,1.12096455484,50.6419526044
0,20688.1374216,0,0.797932547696,50.4049307473
0,20688.1374216,0,0.747820633701,50.39729689
0,20688.1374216,0,0.646789420319,50.3641497878
0,20688.1374216,0,0.544738297594,50.3197683025
0,20688.1374216,0,0.488910474841,50.3241373023
0,20688.1374216,0,0.379183777977,50.2972410861
0,20688.1374216,0,0.315448475494,50.2879987587
0,20688.1374216,0,0.248720494973,50.2708632641
0,20688.1374216,0,0.189854724447,50.2683414784
0,20688.1374216,0,0.0404631008583,50.2423808576
0,20688.1374216,0,-0.242993448671,50.201432791
0,20688.1374216,0,-0.399381779895,50.1824937555
0,20688.1374216,0,-0.467454833969,50.1415384756
