INTERPOLATION:DISCRETE
-4384.05762,  0, 51,255,255, 
-4370.16016,  0, 55,255,255, 
-4357.22168,  0, 59,255,255, 
-4343.32422,  0, 63,255,255, 
-4329.42725,  0, 67,255,255, 
-4317.44678,  0, 71,255,255, 
-4306.42480,  0, 74,255,255, 
-4295.40283,  0, 79,255,255, 
-4284.38135,  0, 83,255,255, 
-4273.35938,  0, 87,255,255, 
-4258.02441,  0, 91,255,255, 
-4243.16895,  0, 95,255,255, 
-4228.31299,  0, 99,255,255, 
-4227.83398,  0,102,255,255, 
-4227.35498,  0,107,255,255, 
-4226.87549,  0,111,255,255, 
-4216.33301,  0,115,255,255, 
-4202.43555,  0,118,255,255, 
-4189.01758,  0,122,255,255, 
-4174.16211,  0,126,255,255, 
-4159.30664,  0,131,255,255, 
-4143.01318,  0,134,255,255, 
-4128.15771,  0,138,255,255, 
-4112.34375,  0,142,255,255, 
-4096.05029,  0,146,255,255, 
-4080.23633,  0,150,255,255, 
-4064.42236,  0,154,255,255, 
-4047.17065,  0,158,255,255, 
-4030.39819,  0,162,255,255, 
-4014.10498,  0,166,255,255, 
-3999.24927,  0,169,255,255, 
-3983.43530,  0,174,255,255, 
-3967.14209,  0,178,255,255, 
-3950.36963,  0,182,255,255, 
-3936.47241,  0,186,255,255, 
-3921.13770,  0,190,255,255, 
-3906.28198,  0,194,255,255, 
-3890.46802,  0,197,255,255, 
-3875.13330,  0,201,255,255, 
-3859.31909,  0,206,255,255, 
-3843.02588,  0,210,255,255, 
-3828.17041,  0,213,255,255, 
-3812.35620,  0,216,255,255, 
-3795.10474,  0,220,255,255, 
-3780.24902,  0,225,255,255, 
-3763.47656,  0,229,255,255, 
-3746.22485,  0,233,255,255, 
-3729.45239,  0,237,255,255, 
-3712.20068,  0,241,255,255, 
-3696.38672,  0,244,255,255, 
-3680.09351,  0,249,255,255, 
-3662.36255,  0,252,255,255, 
-3645.11084,  0,255,254,255, 
-3627.38013,  0,255,249,255, 
-3610.12842,  0,255,243,255, 
-3592.39746,  0,255,238,255, 
-3574.18750,  0,255,231,255, 
-3555.01880,  0,255,225,255, 
-3536.32959,  0,255,219,255, 
-3517.16113,  0,255,213,255, 
-3498.47168,  0,255,208,255, 
-3477.38647,  0,255,202,255, 
-3458.21777,  0,255,196,255, 
-3438.09082,  0,255,189,255, 
-3417.00562,  0,255,184,255, 
-3398.31616,  0,255,178,255, 
-3377.23096,  0,255,173,255, 
-3355.18701,  0,255,167,255, 
-3332.18481,  0,255,160,255, 
-3308.22412,  0,255,154,255, 
-3284.26343,  0,255,149,255, 
-3259.34448,  0,255,143,255, 
-3235.38379,  0,255,137,255, 
-3212.38159,  0,255,131,255, 
-3192.25464,  0,255,125,255, 
-3166.37720,  0,255,119,255, 
-3140.02051,  0,255,113,255, 
-3111.26758,  0,255,107,255, 
-3080.11890,  0,255,101,255, 
-3049.44922,  0,255, 96,255, 
-3018.30029,  0,255, 90,255, 
-2989.06836,  0,255, 83,255, 
-2956.00269,  0,255, 77,255, 
-2920.06177,  0,255, 72,255, 
-2884.12061,  0,255, 66,255, 
-2847.22119,  0,255, 60,255, 
-2810.32178,  0,255, 54,255, 
-2778.21460,  0,255, 47,255, 
-2742.27368,  0,255, 42,255, 
-2699.14453,  0,255, 36,255, 
-2659.36987,  0,255, 30,255, 
-2617.19897,  0,255, 24,255, 
-2576.46582,  0,255, 19,255, 
-2529.02393,  0,255,  9,255, 
-2479.18579,  0,255,  1,255, 
-2424.07617,  5,255,  0,255, 
-2367.04980, 11,255,  0,255, 
-2311.46118, 17,255,  0,255, 
-2252.03882, 23,255,  0,255, 
-2194.05396, 29,255,  0,255, 
-2139.42358, 35,255,  0,255, 
-2079.04272, 41,255,  0,255, 
-2019.14111, 47,255,  0,255, 
-1965.46936, 52,255,  0,255, 
-1896.46265, 58,255,  0,255, 
-1819.30933, 65,255,  0,255, 
-1746.46899, 71,255,  0,255, 
-1659.25220, 76,255,  0,255, 
-1577.30676, 82,255,  0,255, 
-1485.29785, 88,255,  0,255, 
-1399.03955, 94,255,  0,255, 
-1312.30200,101,255,  0,255, 
-1214.06335,106,255,  0,255, 
-1104.32349,112,255,  0,255, 
-986.43713,118,255,  0,255, 
-874.30127,124,255,  0,255, 
-769.35364,129,255,  0,255, 
-674.46942,136,255,  0,255, 
-599.23297,142,255,  0,255, 
-546.04034,148,255,  0,255, 
-495.24377,153,255,  0,255, 
-447.32248,159,255,  0,255, 
-404.19330,164,255,  0,255, 
-370.16916,171,255,  0,255, 
-335.18661,177,255,  0,255, 
-303.07935,183,255,  0,255, 
-276.24341,188,255,  0,255, 
-248.44907,194,255,  0,255, 
-223.05078,200,255,  0,255, 
-198.13170,207,255,  0,255, 
-178.00475,213,255,  0,255, 
-156.44017,218,255,  0,255, 
-138.23007,224,255,  0,255, 
-120.01997,230,255,  0,255, 
-105.16437,236,255,  0,255, 
-94.14247,242,255,  0,255, 
-82.16215,248,255,  0,255, 
-72.09867,253,255,  0,255, 
-62.03520,255,254,  0,255, 
-53.40937,255,251,  0,255, 
-48.13802,255,248,  0,255, 
-43.34589,255,245,  0,255, 
-37.11612,255,242,  0,255, 
-31.36557,255,239,  0,255, 
-25.13580,255,236,  0,255, 
-20.34367,255,233,  0,255, 
-14.11390,255,230,  0,255, 
-8.36334,255,227,  0,255, 
-3.09200,255,224,  0,255, 
-1.17515,255,221,  0,255, 
3.61698,255,218,  0,255, 
7.92990,255,216,  0,255, 
12.72203,255,213,  0,255, 
17.99338,255,210,  0,255, 
24.70236,255,206,  0,255, 
30.93213,255,203,  0,255, 
37.64111,255,201,  0,255, 
43.87088,255,198,  0,255, 
49.62143,255,195,  0,255, 
56.80963,255,192,  0,255, 
62.56018,255,188,  0,255, 
69.74838,255,186,  0,255, 
76.93658,255,183,  0,255, 
84.60399,255,180,  0,255, 
91.79218,255,177,  0,255, 
98.98038,255,174,  0,255, 
104.73093,255,171,  0,255, 
112.87756,255,168,  0,255, 
119.58653,255,165,  0,255, 
127.73315,255,162,  0,255, 
134.92136,255,160,  0,255, 
142.58876,255,156,  0,255, 
149.77696,255,153,  0,255, 
156.96515,255,150,  0,255, 
163.67413,255,147,  0,255, 
172.77917,255,145,  0,255, 
180.92580,255,142,  0,255, 
189.55164,255,139,  0,255, 
199.61511,255,135,  0,255, 
209.67859,255,132,  0,255, 
219.74205,255,130,  0,255, 
230.76396,255,127,  0,255, 
240.82742,255,124,  0,255, 
251.84933,255,121,  0,255, 
262.87122,255,117,  0,255, 
273.89313,255,115,  0,255, 
284.91504,255,112,  0,255, 
295.93692,255,109,  0,255, 
304.56277,255,106,  0,255, 
314.62622,255,103,  0,255, 
325.64813,255,100,  0,255, 
336.67004,255, 97,  0,255, 
348.65036,255, 94,  0,255, 
360.63068,255, 91,  0,255, 
373.56943,255, 89,  0,255, 
386.98740,255, 86,  0,255, 
399.92615,255, 82,  0,255, 
413.82333,255, 79,  0,255, 
427.72052,255, 76,  0,255, 
441.61768,255, 74,  0,255, 
456.95251,255, 71,  0,255, 
472.76654,255, 68,  0,255, 
489.53900,255, 64,  0,255, 
507.74908,255, 61,  0,255, 
525.95917,255, 59,  0,255, 
545.60693,255, 56,  0,255, 
565.73389,255, 53,  0,255, 
587.77765,255, 50,  0,255, 
609.82147,255, 47,  0,255, 
632.82367,255, 44,  0,255, 
658.70117,255, 41,  0,255, 
686.97473,255, 38,  0,255, 
717.64441,255, 35,  0,255, 
750.71008,255, 32,  0,255, 
785.69263,255, 29,  0,255, 
817.79993,255, 26,  0,255, 
853.74091,255, 23,  0,255, 
890.64026,255, 20,  0,255, 
927.53967,255, 18,  0,255, 
964.91827,255, 15,  0,255, 
1006.60986,255, 11,  0,255, 
1048.78064,255,  8,  0,255, 
1090.95129,255,  5,  0,255, 
1131.68445,255,  3,  0,255, 
1172.89673,255,  0,  0,255, 
1214.58826,254,  0,  0,255, 
1259.63428,249,  0,  0,255, 
1311.86853,246,  0,  0,255, 
1365.54041,242,  0,  0,255, 
1426.87964,238,  0,  0,255, 
1489.65662,235,  0,  0,255, 
1554.82959,231,  0,  0,255, 
1622.87781,227,  0,  0,255, 
1686.61316,223,  0,  0,255, 
1762.80798,220,  0,  0,255, 
1852.90002,216,  0,  0,255, 
1940.59607,213,  0,  0,255, 
2020.62463,209,  0,  0,255, 
2103.52832,205,  0,  0,255, 
2159.59644,201,  0,  0,255, 
2224.76929,198,  0,  0,255, 
2309.59009,194,  0,  0,255, 
2394.88989,190,  0,  0,255, 
2457.66675,187,  0,  0,255, 
2525.71509,183,  0,  0,255, 
2585.61670,179,  0,  0,255, 
2637.85107,175,  0,  0,255, 
2691.52271,172,  0,  0,255, 
2750.94531,168,  0,  0,255, 
2828.57764,165,  0,  0,255, 
2899.98047,161,  0,  0,255, 
2944.54736,157,  0,  0,255, 
3002.53198,154,  0,  0,255, 
3041.82764,150,  0,  0,255, 
3074.89331,146,  0,  0,255, 
3102.68750,143,  0,  0,255, 
3197.57178,139,  0,  0,255, 
3313.54126,135,  0,  0,255, 
3407.94629,131,  0,  0,255, 
3520.56128,128,  0,  0,255, 
3668.63818,124,  0,  0,255, 
3783.64917,121,  0,  0,255, 
4363.97607,116,  0,  0,255, 
8271.47949,112,  0,  0,255, 
