INTERPOLATION:DISCRETE
-6175.35547,139,  0,116,255, 
-6000.44287,137,  0,118,255, 
-5914.18457,135,  0,120,255, 
-5847.09473,132,  0,123,255, 
-5788.15137,130,  0,125,255, 
-5738.31348,128,  0,127,255, 
-5695.18408,125,  0,130,255, 
-5656.36816,123,  0,132,255, 
-5620.42725,121,  0,134,255, 
-5586.40283,119,  0,136,255, 
-5555.25391,117,  0,138,255, 
-5525.06348,114,  0,141,255, 
-5497.26904,112,  0,143,255, 
-5471.39160,110,  0,145,255, 
-5446.47266,108,  0,147,255, 
-5423.47070,106,  0,149,255, 
-5400.46826,103,  0,152,255, 
-5378.42432,101,  0,154,255, 
-5358.29736, 99,  0,156,255, 
-5337.21191, 97,  0,158,255, 
-5316.12695, 94,  0,161,255, 
-5296.47900, 92,  0,163,255, 
-5277.31055, 90,  0,165,255, 
-5257.18359, 87,  0,168,255, 
-5238.01514, 85,  0,170,255, 
-5219.32568, 83,  0,172,255, 
-5200.15723, 81,  0,174,255, 
-5182.42627, 79,  0,176,255, 
-5166.13330, 77,  0,178,255, 
-5148.40234, 74,  0,181,255, 
-5131.15039, 72,  0,183,255, 
-5113.41943, 70,  0,185,255, 
-5096.16797, 68,  0,187,255, 
-5079.39551, 66,  0,189,255, 
-5061.18555, 63,  0,192,255, 
-5043.45459, 61,  0,194,255, 
-5026.20264, 59,  0,196,255, 
-5010.38867, 56,  0,199,255, 
-4993.13721, 54,  0,201,255, 
-4977.32324, 52,  0,203,255, 
-4961.02979, 50,  0,205,255, 
-4945.21582, 48,  0,207,255, 
-4928.44336, 45,  0,210,255, 
-4912.15039, 43,  0,212,255, 
-4895.37793, 41,  0,214,255, 
-4879.08447, 39,  0,216,255, 
-4864.22900, 37,  0,218,255, 
-4847.45654, 35,  0,220,255, 
-4831.16309, 32,  0,223,255, 
-4815.34912, 30,  0,225,255, 
-4798.09766, 28,  0,227,255, 
-4781.32520, 25,  0,230,255, 
-4764.07324, 23,  0,232,255, 
-4747.30078, 21,  0,234,255, 
-4730.04932, 18,  0,237,255, 
-4713.27686, 16,  0,239,255, 
-4696.02490, 14,  0,241,255, 
-4679.25244, 12,  0,243,255, 
-4662.00098, 10,  0,245,255, 
-4646.18701,  8,  0,247,255, 
-4629.41455,  5,  0,250,255, 
-4614.07959,  1,  0,252,255, 
-4598.26562,  0,  0,254,255, 
-4583.41016,  0,  1,255,255, 
-4568.07520,  0,  4,255,255, 
-4552.26123,  0,  8,255,255, 
-4536.44727,  0, 13,255,255, 
-4521.11230,  0, 17,255,255, 
-4505.29834,  0, 20,255,255, 
-4490.44287,  0, 24,255,255, 
-4475.10791,  0, 28,255,255, 
-4460.25244,  0, 32,255,255, 
-4444.43848,  0, 36,255,255, 
-4429.10352,  0, 40,255,255, 
-4413.28955,  0, 44,255,255, 
-4399.39209,  0, 48,255,255, 
