BODC reference,Oceanographic data type,Instrument,Platform,Latitude A,Latitude B,Longitude A,Longitude B,Positional definition,Start date,End date,Series duration (days),Sea floor depth (m),Series depth minimum (m),Series depth maximum (m),Project,Country,Organisation,Quality control (QC),Series availability,Warnings,Licence ///20
575450,CTD or STD cast,CTD/STD cast,research vessel,54.4062,-99,-3.8523,-999,Fixed point,04/11/2001,-99,-99,37,34.68,2.97,-99,United Kingdom,Department of Agriculture and Fisheries for Scotland Aberdeen Marine Laboratory,null,Public,N,BODC Data Licence Agreement
948247,CTD or STD cast,CTD/STD cast,research vessel,53.449,-99,-3.6485,-999,Fixed point,15/05/2008,-99,-99,23.4,20.56,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
942866,CTD or STD cast,CTD/STD cast,research vessel,53.534,-99,-3.4975,-999,Fixed point,20/06/2007,-99,-99,26.5,26.02,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
941734,CTD or STD cast,CTD/STD cast,research vessel,53.537,-99,-3.34717,-999,Fixed point,16/05/2007,-99,-99,15.9,16.1,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
949379,CTD or STD cast,CTD/STD cast,research vessel,53.45167,-99,-3.36533,-999,Fixed point,31/07/2008,-99,-99,18.6,16.11,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
969621,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.37033,-99,-3.23317,-999,Fixed point,16/03/2007,-99,-99,19.2,15.61,.74,POL Dee Experiment,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
929053,CTD or STD cast,CTD/STD cast,research vessel,53.36917,-99,-3.33383,-999,Fixed point,12/02/2008,-99,-99,10.5,8.93,1.04,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
945815,CTD or STD cast,CTD/STD cast,research vessel,53.53117,-99,-3.7735,-999,Fixed point,04/10/2007,-99,-99,42.3,43.36,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
947281,CTD or STD cast,CTD/STD cast,research vessel,53.45017,-99,-3.62983,-999,Fixed point,16/04/2008,-99,-99,24,19.57,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
953563,CTD or STD cast,CTD/STD cast,research vessel,53.782,-99,-3.66667,-999,Fixed point,12/05/2009,-99,-99,38,33.45,5.7,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
575449,CTD or STD cast,CTD/STD cast,research vessel,54.6115,-99,-3.9213,-999,Fixed point,04/11/2001,-99,-99,36,34.68,2.97,-99,United Kingdom,Department of Agriculture and Fisheries for Scotland Aberdeen Marine Laboratory,null,Public,N,BODC Data Licence Agreement
951311,CTD or STD cast,CTD/STD cast,research vessel,53.7815,-99,-3.922,-999,Fixed point,01/04/2009,-99,-99,43.2,39.39,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
931832,CTD or STD cast,CTD/STD cast,research vessel,53.37233,-99,-3.23483,-999,Fixed point,05/03/2009,-99,-99,19.6,15.91,.5,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
929502,CTD or STD cast,CTD/STD cast,research vessel,53.36817,-99,-3.22817,-999,Fixed point,14/02/2008,-99,-99,15.1,13.2,1.49,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
575462,CTD or STD cast,CTD/STD cast,research vessel,54.134,-99,-4.0088,-999,Fixed point,04/11/2001,-99,-99,30,26.76,1.98,-99,United Kingdom,Department of Agriculture and Fisheries for Scotland Aberdeen Marine Laboratory,null,Public,N,BODC Data Licence Agreement
948259,CTD or STD cast,CTD/STD cast,research vessel,53.447,-99,-3.62967,-999,Fixed point,15/05/2008,-99,-99,22.1,20.56,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
929065,CTD or STD cast,CTD/STD cast,research vessel,53.36933,-99,-3.33383,-999,Fixed point,12/02/2008,-99,-99,9.9,7.97,.84,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
969608,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.37033,-99,-3.23317,-999,Fixed point,16/03/2007,-99,-99,18.6,16.6,.74,POL Dee Experiment,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
949380,CTD or STD cast,CTD/STD cast,research vessel,53.44867,-99,-3.5065,-999,Fixed point,31/07/2008,-99,-99,17.2,14.12,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
951323,CTD or STD cast,CTD/STD cast,research vessel,53.70217,-99,-3.93,-999,Fixed point,01/04/2009,-99,-99,44.6,41.37,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
953551,CTD or STD cast,CTD/STD cast,research vessel,53.78233,-99,-3.52233,-999,Fixed point,12/05/2009,-99,-99,28.5,23.04,6.69,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
942111,CTD or STD cast,CTD/STD cast,research vessel,53.70083,-99,-3.36383,-999,Fixed point,16/05/2007,-99,-99,25.9,26.01,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
938345,CTD or STD cast,CTD/STD cast,research vessel,53.3685,-99,-3.33283,-999,Fixed point,19/04/2007,-99,-99,8.4,8.67,.74,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
948223,CTD or STD cast,CTD/STD cast,research vessel,53.61467,-99,-3.646,-999,Fixed point,15/05/2008,-99,-99,30.8,29.98,.25,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
930110,CTD or STD cast,CTD/STD cast,research vessel,53.37333,-99,-3.2365,-999,Fixed point,02/02/2009,-99,-99,17.1,15.8,1.61,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
941710,CTD or STD cast,CTD/STD cast,research vessel,53.53733,-99,-3.34667,-999,Fixed point,16/05/2007,-99,-99,20.9,20.07,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
953538,CTD or STD cast,CTD/STD cast,research vessel,53.78467,-99,-3.36583,-999,Fixed point,12/05/2009,-99,-99,23.3,19.08,4.21,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
947268,CTD or STD cast,CTD/STD cast,research vessel,53.448,-99,-3.63917,-999,Fixed point,16/04/2008,-99,-99,23.3,20.07,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
930109,CTD or STD cast,CTD/STD cast,research vessel,53.37317,-99,-3.23617,-999,Fixed point,02/02/2009,-99,-99,17.5,15.26,1.04,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
943292,CTD or STD cast,CTD/STD cast,research vessel,53.45167,-99,-3.36317,-999,Fixed point,26/07/2007,-99,-99,19.2,18.09,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
942160,CTD or STD cast,CTD/STD cast,research vessel,53.533,-99,-3.50383,-999,Fixed point,17/05/2007,-99,-99,28.8,29.98,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
947256,CTD or STD cast,CTD/STD cast,research vessel,53.53767,-99,-3.35917,-999,Fixed point,16/04/2008,-99,-99,20.4,16.1,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
938357,CTD or STD cast,CTD/STD cast,research vessel,53.3685,-99,-3.33283,-999,Fixed point,19/04/2007,-99,-99,7.8,7.68,.74,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
941709,CTD or STD cast,CTD/STD cast,research vessel,53.53733,-99,-3.3465,-999,Fixed point,16/05/2007,-99,-99,18.7,19.08,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
948235,CTD or STD cast,CTD/STD cast,research vessel,53.53367,-99,-3.64517,-999,Fixed point,15/05/2008,-99,-99,32.9,31.47,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
929041,CTD or STD cast,CTD/STD cast,research vessel,53.36917,-99,-3.33383,-999,Fixed point,12/02/2008,-99,-99,11.1,9.73,.95,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
713699,CTD or STD cast,CTD/STD cast,research vessel,53.93717,-99,-3.76583,-999,Fixed point,27/11/2005,-99,-99,39,37.66,1.98,-99,United Kingdom,Fisheries Research Services Aberdeen Marine Laboratory,null,Public,N,BODC Data Licence Agreement
953526,CTD or STD cast,CTD/STD cast,research vessel,53.86717,-99,-3.36383,-999,Fixed point,12/05/2009,-99,-99,18.8,14.12,3.22,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
942172,CTD or STD cast,CTD/STD cast,research vessel,53.61367,-99,-3.506,-999,Fixed point,17/05/2007,-99,-99,25.3,25.52,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
938321,CTD or STD cast,CTD/STD cast,research vessel,53.36867,-99,-3.331,-999,Fixed point,19/04/2007,-99,-99,15.5,16.11,1.24,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
947244,CTD or STD cast,CTD/STD cast,research vessel,53.53067,-99,-3.363,-999,Fixed point,16/04/2008,-99,-99,27.2,23.54,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
953514,CTD or STD cast,CTD/STD cast,research vessel,53.78617,-99,-3.2185,-999,Fixed point,12/05/2009,-99,-99,19.5,14.62,3.22,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
929016,CTD or STD cast,CTD/STD cast,research vessel,53.3695,-99,-3.33283,-999,Fixed point,12/02/2008,-99,-99,15.9,14.18,1.25,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
948211,CTD or STD cast,CTD/STD cast,research vessel,53.69983,-99,-3.64733,-999,Fixed point,15/05/2008,-99,-99,39.1,35.43,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
947232,CTD or STD cast,CTD/STD cast,research vessel,53.86817,-99,-3.36467,-999,Fixed point,15/03/2008,-99,-99,14.8,14.12,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
938333,CTD or STD cast,CTD/STD cast,research vessel,53.3685,-99,-3.33167,-999,Fixed point,19/04/2007,-99,-99,15.1,14.62,.74,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
953502,CTD or STD cast,CTD/STD cast,research vessel,53.5305,-99,-3.3575,-999,Fixed point,12/05/2009,-99,-99,24.4,21.56,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1038290,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.53167,-99,-3.34967,-999,Fixed point,17/03/2010,-99,-99,27,24.28,1.29,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
929028,CTD or STD cast,CTD/STD cast,research vessel,53.3695,-99,-3.3335,-999,Fixed point,12/02/2008,-99,-99,15.3,14.98,1.57,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
943280,CTD or STD cast,CTD/STD cast,research vessel,53.531,-99,-3.36083,-999,Fixed point,26/07/2007,-99,-99,22,23.04,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
938382,CTD or STD cast,CTD/STD cast,research vessel,53.36883,-99,-3.3315,-999,Fixed point,19/04/2007,-99,-99,9.6,7.68,.74,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
1012883,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.5285,-99,-3.26283,-999,Fixed point,01/11/2006,-99,-99,10.3,10.16,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
943255,CTD or STD cast,CTD/STD cast,research vessel,53.866,-99,-3.35983,-999,Fixed point,26/07/2007,-99,-99,15.3,13.63,6.19,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
951372,CTD or STD cast,CTD/STD cast,research vessel,53.69933,-99,-3.2225,-999,Fixed point,01/04/2009,-99,-99,15.6,11.65,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
949994,CTD or STD cast,CTD/STD cast,research vessel,53.78083,-99,-3.933,-999,Fixed point,11/12/2008,-99,-99,42.1,38.4,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
970498,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.37133,-99,-3.23317,-999,Fixed point,15/03/2007,-99,-99,17.7,15.11,1.24,POL Dee Experiment,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
1090684,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.53217,-99,-3.78033,-999,Fixed point,10/06/2010,-99,-99,42.2,37.96,1.68,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1030380,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.539,-99,-3.64017,-999,Fixed point,26/01/2010,-99,-99,35,31.81,1.49,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
949318,CTD or STD cast,CTD/STD cast,research vessel,53.86783,-99,-3.35867,-999,Fixed point,30/07/2008,-99,-99,18,15.11,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
942805,CTD or STD cast,CTD/STD cast,research vessel,53.78533,-99,-3.36483,-999,Fixed point,20/06/2007,-99,-99,16.6,16.1,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
929599,CTD or STD cast,CTD/STD cast,research vessel,53.36917,-99,-3.23,-999,Fixed point,14/02/2008,-99,-99,13.1,12.08,1.35,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
979098,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.78367,-99,-3.22417,-999,Fixed point,14/02/2007,-99,-99,16.3,15.61,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
1023647,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.70117,-99,-3.9225,-999,Fixed point,04/08/2009,-99,-99,41.6,36.92,2.23,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
937772,CTD or STD cast,CTD/STD cast,research vessel,53.53767,-99,-3.64383,-999,Fixed point,20/04/2007,-99,-99,37.4,32.46,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
1030379,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.5345,-99,-3.36683,-999,Fixed point,26/01/2010,-99,-99,23.9,20.12,1.09,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1012871,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.45383,-99,-3.2375,-999,Fixed point,01/11/2006,-99,-99,13,13.13,4.71,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
951384,CTD or STD cast,CTD/STD cast,research vessel,53.61633,-99,-3.22383,-999,Fixed point,01/04/2009,-99,-99,10.8,7.19,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
943267,CTD or STD cast,CTD/STD cast,research vessel,53.69933,-99,-3.35883,-999,Fixed point,26/07/2007,-99,-99,23.5,22.55,3.22,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
931893,CTD or STD cast,CTD/STD cast,research vessel,53.37317,-99,-3.23533,-999,Fixed point,05/03/2009,-99,-99,19.3,15.42,1.23,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1090672,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.53217,-99,-3.926,-999,Fixed point,10/06/2010,-99,-99,44.8,39.34,1.68,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
937784,CTD or STD cast,CTD/STD cast,research vessel,53.53233,-99,-3.781,-999,Fixed point,20/04/2007,-99,-99,42.2,41.37,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
1023659,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.78183,-99,-3.924,-999,Fixed point,04/08/2009,-99,-99,40.4,35.43,3.72,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
942184,CTD or STD cast,CTD/STD cast,research vessel,53.70083,-99,-3.50767,-999,Fixed point,17/05/2007,-99,-99,32.7,32.46,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
949970,CTD or STD cast,CTD/STD cast,research vessel,53.78217,-99,-3.65033,-999,Fixed point,10/12/2008,-99,-99,37.3,34.93,2.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
930496,CTD or STD cast,CTD/STD cast,research vessel,53.37467,-99,-3.2365,-999,Fixed point,03/02/2009,-99,-99,15.3,10.79,.68,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
951396,CTD or STD cast,CTD/STD cast,research vessel,53.61717,-99,-3.36367,-999,Fixed point,01/04/2009,-99,-99,23.6,21.06,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1090659,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.369,-99,-3.931,-999,Fixed point,10/06/2010,-99,-99,22.3,17.15,1.68,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
