BODC reference,Oceanographic data type,Instrument,Platform,Latitude A,Latitude B,Longitude A,Longitude B,Positional definition,Start date,End date,Series duration (days),Sea floor depth (m),Series depth minimum (m),Series depth maximum (m),Project,Country,Organisation,Quality control (QC),Series availability,Warnings,Licence ///20
1107218,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,52.56633,-99,-5.46667,-999,Fixed point,02/08/2003,02/08/2003,0,77.6,65.75,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
738275,CTD or STD cast,CTD/STD cast,research vessel,49.8865,-99,-7.8805,-999,Fixed point,31/07/2005,-99,-99,110,106.59,2.24,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1086452,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,19/12/2005,-99,-99,55,52.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
910852,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,29/04/2008,29/04/2008,0,75,69,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
911517,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.212,-999,Fixed point,23/06/2008,23/06/2008,0,55,52,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1086857,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,05/02/2007,-99,-99,55,52,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
910839,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.034,-99,-4.361,-999,Fixed point,01/11/2007,01/11/2007,0,75,58.5,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1085842,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,10/12/2003,-99,-99,55,52,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1103310,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,49.74267,-99,-7.65067,-999,Fixed point,12/07/2008,12/07/2008,0,130,121.8,4.02,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
910840,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.369,-999,Fixed point,15/04/2008,15/04/2008,0,75,71.5,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1047637,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.22,-999,Fixed point,11/08/2009,11/08/2009,0,55,50.25,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1086464,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,03/01/2006,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
738263,CTD or STD cast,CTD/STD cast,research vessel,49.88683,-99,-7.87483,-999,Fixed point,31/07/2005,-99,-99,112.5,106.16,2.78,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1087511,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.03503,-99,-4.36074,-999,Fixed point,21/03/2011,21/03/2011,0,75,60.75,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107231,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,52.56567,-99,-5.46717,-999,Fixed point,02/08/2003,02/08/2003,0,75.6,66.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1103309,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,49.74383,-99,-7.67167,-999,Fixed point,12/07/2008,12/07/2008,0,133,120.2,6.44,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
1086882,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,26/06/2002,-99,-99,75,52.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
910827,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.372,-999,Fixed point,11/09/2007,11/09/2007,0,75,54.5,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
911529,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.251,-99,-4.219,-999,Fixed point,30/06/2008,30/06/2008,0,55,53,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1086476,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,09/01/2006,-99,-99,55,52.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
911530,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.252,-99,-4.207,-999,Fixed point,14/07/2008,14/07/2008,0,55,52.5,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,Y,BODC Data Licence Agreement
737991,CTD or STD cast,CTD/STD cast,research vessel,49.9355,-99,-7.83967,-999,Fixed point,28/07/2005,-99,-99,117,106.13,2.65,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1048026,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.2462,-99,-4.2116,-999,Fixed point,29/06/2010,29/06/2010,0,55,51.25,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107243,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,52.56683,-99,-5.46683,-999,Fixed point,02/08/2003,02/08/2003,0,76.4,63.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1086870,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,26/03/2007,-99,-99,55,52,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107593,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46917,-99,-6.42367,-999,Fixed point,05/08/2003,05/08/2003,0,96.8,87.75,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
910815,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,31/07/2007,31/07/2007,0,75,72,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,Y,BODC Data Licence Agreement
1086488,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,16/01/2006,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
911542,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.207,-999,Fixed point,21/07/2008,21/07/2008,0,55,52.5,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,Y,BODC Data Licence Agreement
1048014,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.3604,-999,Fixed point,28/06/2010,28/06/2010,0,75,64,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,Y,BODC Data Licence Agreement
1085805,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,27/10/2003,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1087086,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,26/08/2004,-99,-99,75,52,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107255,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,52.56667,-99,-5.46667,-999,Fixed point,02/08/2003,02/08/2003,0,78.4,63.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
910803,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,03/07/2007,03/07/2007,0,75,70,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
911554,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.223,-999,Fixed point,28/07/2008,28/07/2008,0,55,54,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
737978,CTD or STD cast,CTD/STD cast,research vessel,49.93117,-99,-7.8335,-999,Fixed point,28/07/2005,-99,-99,119,109.53,2.59,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1087098,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,02/11/2004,-99,-99,75,50,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107267,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,52.56683,-99,-5.46683,-999,Fixed point,02/08/2003,02/08/2003,0,76.4,66.75,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1086894,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,17/07/2002,-99,-99,75,55,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
911566,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,20/08/2008,20/08/2008,0,55,52.5,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1048038,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.2467,-99,-4.2185,-999,Fixed point,06/07/2010,06/07/2010,0,55,50.5,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107777,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46883,-99,-6.424,-999,Fixed point,05/08/2003,05/08/2003,0,99.6,87.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1085762,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,17/09/2003,-99,-99,55,54,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1086095,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,21/03/2005,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107789,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46883,-99,-6.42433,-999,Fixed point,05/08/2003,05/08/2003,0,99.6,88.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1085774,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,24/09/2003,-99,-99,55,50.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1086083,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,15/03/2005,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107753,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46917,-99,-6.42367,-999,Fixed point,05/08/2003,05/08/2003,0,96.8,85.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1086071,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,07/03/2005,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1085749,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,11/09/2003,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107765,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46883,-99,-6.424,-999,Fixed point,05/08/2003,05/08/2003,0,99.6,87.75,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1108246,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.9835,-99,-7.96667,-999,Fixed point,11/08/2003,11/08/2003,0,105.2,87.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1085750,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,15/09/2003,-99,-99,55,49,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1085320,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,04/11/2002,-99,-99,55,51,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
738668,CTD or STD cast,CTD/STD cast,research vessel,49.74933,-99,-7.66083,-999,Fixed point,02/08/2005,-99,-99,128,124.37,2.22,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1085332,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,18/11/2002,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107741,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46933,-99,-6.42383,-999,Fixed point,05/08/2003,05/08/2003,0,97.2,85.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1086058,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,28/02/2005,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1085307,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,14/10/2002,-99,-99,55,52,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1086046,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,22/02/2005,-99,-99,55,48.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
738681,CTD or STD cast,CTD/STD cast,research vessel,49.75633,-99,-7.6505,-999,Fixed point,02/08/2005,-99,-99,130,119.57,2.19,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1085786,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,29/09/2003,-99,-99,55,49,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107716,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46917,-99,-6.42367,-999,Fixed point,05/08/2003,05/08/2003,0,96.8,85.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1115206,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,26/09/2012,-99,-99,55,24,2,-99,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1085319,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,28/10/2002,-99,-99,55,52.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
738693,CTD or STD cast,CTD/STD cast,research vessel,49.74867,-99,-7.66383,-999,Fixed point,02/08/2005,-99,-99,129,121.25,2.74,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1086034,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,15/02/2005,-99,-99,55,48.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1085798,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,21/10/2003,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107728,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46933,-99,-6.42383,-999,Fixed point,05/08/2003,05/08/2003,0,97.2,85.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
738620,CTD or STD cast,CTD/STD cast,research vessel,49.7425,-99,-7.675,-999,Fixed point,02/08/2005,-99,-99,127,121.26,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1103198,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,49.90683,-99,-7.875,-999,Fixed point,07/07/2008,07/07/2008,0,107,100,.07,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
738238,CTD or STD cast,CTD/STD cast,research vessel,49.89233,-99,-7.88217,-999,Fixed point,31/07/2005,-99,-99,104,96.05,2.38,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1048327,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.2513,-99,-4.2212,-999,Fixed point,30/11/2010,30/11/2010,0,55,50.25,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1085368,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,06/01/2003,-99,-99,55,52,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
738619,CTD or STD cast,CTD/STD cast,research vessel,49.74867,-99,-7.6665,-999,Fixed point,02/08/2005,-99,-99,129,121.03,2.18,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1107704,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46917,-99,-6.42367,-999,Fixed point,05/08/2003,05/08/2003,0,96.8,85.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1115218,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.2515,-99,-4.2247,-999,Fixed point,08/10/2012,08/10/2012,0,55,51.25,2,-99,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
738632,CTD or STD cast,CTD/STD cast,research vessel,49.7485,-99,-7.66567,-999,Fixed point,02/08/2005,-99,-99,128,124.25,2.04,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
738226,CTD or STD cast,CTD/STD cast,research vessel,49.90483,-99,-7.86883,-999,Fixed point,31/07/2005,-99,-99,107,102.24,2.3,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1048315,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.2481,-99,-4.2252,-999,Fixed point,22/11/2010,22/11/2010,0,55,50.5,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
738644,CTD or STD cast,CTD/STD cast,research vessel,49.75017,-99,-7.66567,-999,Fixed point,02/08/2005,-99,-99,127.5,124.35,2.21,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1048303,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.2531,-99,-4.2218,-999,Fixed point,16/11/2010,16/11/2010,0,55,50.75,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1115243,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.2492,-99,-4.2224,-999,Fixed point,15/10/2012,15/10/2012,0,55,52.5,2.75,-99,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1085344,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,25/11/2002,-99,-99,55,52.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
738251,CTD or STD cast,CTD/STD cast,research vessel,49.8965,-99,-7.88267,-999,Fixed point,31/07/2005,-99,-99,102,96.64,2.32,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
738656,CTD or STD cast,CTD/STD cast,research vessel,49.75,-99,-7.66467,-999,Fixed point,02/08/2005,-99,-99,128,124.12,2.3,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1085356,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,03/12/2002,-99,-99,55,51,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1115231,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.0357,-99,-4.3656,-999,Fixed point,09/10/2012,09/10/2012,0,75,71.75,3.25,-99,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1115267,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.0334,-99,-4.3669,-999,Fixed point,23/10/2012,23/10/2012,0,75,74.25,2,-99,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1108234,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.11667,-99,-7.5335,-999,Fixed point,11/08/2003,11/08/2003,0,94,81.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1087210,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,11/08/2003,-99,-99,55,51,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
911197,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,28/08/2007,28/08/2007,0,55,51.5,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1069657,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,49.616,-99,-5.4365,-999,Fixed point,14/09/2000,-99,-99,95.3,65.92,15.37,Atlantic Meridional Transect (AMT),United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1115255,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.2518,-99,-4.2204,-999,Fixed point,22/10/2012,22/10/2012,0,55,54,2,-99,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1108222,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.23367,-99,-7.13517,-999,Fixed point,11/08/2003,11/08/2003,0,102,91.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1087209,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,04/08/2003,-99,-99,55,50.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
911185,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.248,-99,-4.214,-999,Fixed point,20/08/2007,20/08/2007,0,55,51.5,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1108210,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.34983,-99,-6.80033,-999,Fixed point,11/08/2003,11/08/2003,0,89.2,81.75,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1085381,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,13/01/2003,-99,-99,55,52,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1087234,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,22/04/2004,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1115280,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.0351,-99,-4.367,-999,Fixed point,06/11/2012,06/11/2012,0,75,62.25,3.5,-99,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1115279,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.2481,-99,-4.2181,-999,Fixed point,30/10/2012,30/10/2012,0,55,53,2,-99,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
