BODC reference,Oceanographic data type,Instrument,Platform,Latitude A,Latitude B,Longitude A,Longitude B,Positional definition,Start date,End date,Series duration (days),Sea floor depth (m),Series depth minimum (m),Series depth maximum (m),Project,Country,Organisation,Quality control (QC),Series availability,Warnings,Licence ///20
1085172,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,15/07/2002,-99,-99,55,55,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
738423,CTD or STD cast,CTD/STD cast,research vessel,49.895,-99,-7.8845,-999,Fixed point,31/07/2005,-99,-99,101,96.21,2.18,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1108074,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.468,-99,-6.42533,-999,Fixed point,10/08/2003,10/08/2003,0,100,87.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1085565,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,28/05/2003,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107507,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.64683,-99,-6.82517,-999,Fixed point,03/08/2003,03/08/2003,0,74.8,61.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
738435,CTD or STD cast,CTD/STD cast,research vessel,49.89617,-99,-7.8825,-999,Fixed point,31/07/2005,-99,-99,103,96.42,2.37,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
737813,CTD or STD cast,CTD/STD cast,research vessel,49.89933,-99,-7.881,-999,Fixed point,27/07/2005,-99,-99,101,91.03,2.41,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1086292,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,08/08/2005,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1085160,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,09/07/2002,-99,-99,55,48,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1108062,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46817,-99,-6.42567,-999,Fixed point,10/08/2003,10/08/2003,0,99.2,88.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1085577,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,02/06/2003,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1085159,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,01/07/2002,-99,-99,55,52,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
738447,CTD or STD cast,CTD/STD cast,research vessel,49.89733,-99,-7.88017,-999,Fixed point,31/07/2005,-99,-99,107,99.31,2.06,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1088004,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.24821,-99,-4.21287,-999,Fixed point,03/10/2011,03/10/2011,0,55,55.25,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
737837,CTD or STD cast,CTD/STD cast,research vessel,49.89517,-99,-7.884,-999,Fixed point,27/07/2005,-99,-99,101,97.55,2.88,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1085541,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,13/05/2003,-99,-99,55,49,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,Y,BODC Data Licence Agreement
1108050,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46817,-99,-6.42567,-999,Fixed point,10/08/2003,10/08/2003,0,99.2,86.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1086280,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,01/08/2005,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1086279,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,25/07/2005,-99,-99,55,52,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
738459,CTD or STD cast,CTD/STD cast,research vessel,49.89367,-99,-7.882,-999,Fixed point,31/07/2005,-99,-99,105,95.68,2.71,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1085147,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,24/06/2002,-99,-99,55,53,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1085553,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,19/05/2003,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
737825,CTD or STD cast,CTD/STD cast,research vessel,49.897,-99,-7.87917,-999,Fixed point,27/07/2005,-99,-99,104,102.14,2.77,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1108049,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46817,-99,-6.42567,-999,Fixed point,10/08/2003,10/08/2003,0,99.2,84.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1107427,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.81817,-99,-6.4735,-999,Fixed point,03/08/2003,03/08/2003,0,67.2,51.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
738460,CTD or STD cast,CTD/STD cast,research vessel,49.89217,-99,-7.8805,-999,Fixed point,01/08/2005,-99,-99,107,89.11,66.88,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1084918,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,08/02/2006,-99,-99,75,50.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1085135,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,18/06/2002,-99,-99,55,53,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107949,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46817,-99,-6.426,-999,Fixed point,10/08/2003,10/08/2003,0,99.6,88.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1085528,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,12/05/2003,-99,-99,55,52,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1108037,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46817,-99,-6.42567,-999,Fixed point,10/08/2003,10/08/2003,0,99.2,84.75,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1107532,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,52.11267,-99,-5.867,-999,Fixed point,04/08/2003,04/08/2003,0,95.2,82.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1088028,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.24636,-99,-4.21929,-999,Fixed point,17/10/2011,17/10/2011,0,55,51.25,4.5,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107415,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.85317,-99,-6.39983,-999,Fixed point,03/08/2003,03/08/2003,0,73.2,61.75,1.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1085123,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,11/06/2002,-99,-99,55,51,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1084906,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,18/01/2006,-99,-99,75,52.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
738472,CTD or STD cast,CTD/STD cast,research vessel,49.74783,-99,-7.66833,-999,Fixed point,01/08/2005,-99,-99,129,121.48,2.83,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
910772,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,17/04/2007,17/04/2007,0,75,55,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1086704,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,10/07/2006,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107544,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46917,-99,-6.42367,-999,Fixed point,05/08/2003,05/08/2003,0,96.8,81.75,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1108025,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46817,-99,-6.42567,-999,Fixed point,10/08/2003,10/08/2003,0,99.2,85.75,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1088016,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.2494,-99,-4.21591,-999,Fixed point,12/10/2011,12/10/2011,0,55,51.5,2.5,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1088041,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.24835,-99,-4.22689,-999,Fixed point,08/11/2011,08/11/2011,0,55,51.75,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1085983,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,13/12/2004,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
737801,CTD or STD cast,CTD/STD cast,research vessel,49.90067,-99,-7.88117,-999,Fixed point,27/07/2005,-99,-99,101,95.12,2.89,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1107403,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.90683,-99,-6.29417,-999,Fixed point,03/08/2003,03/08/2003,0,74.4,64.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1107519,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.5555,-99,-6.62483,-999,Fixed point,04/08/2003,04/08/2003,0,80.4,71.75,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
910784,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,01/05/2007,01/05/2007,0,75,51,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
738484,CTD or STD cast,CTD/STD cast,research vessel,49.74683,-99,-7.67033,-999,Fixed point,01/08/2005,-99,-99,128,122.02,2.47,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1085111,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,27/05/2002,-99,-99,55,52,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1085504,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,22/04/2003,-99,-99,55,37.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1108013,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46817,-99,-6.42567,-999,Fixed point,10/08/2003,10/08/2003,0,99.2,86.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1085995,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,20/12/2004,-99,-99,55,49,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
738496,CTD or STD cast,CTD/STD cast,research vessel,49.748,-99,-7.6775,-999,Fixed point,01/08/2005,-99,-99,126,121.65,2.12,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
910796,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,05/06/2007,05/06/2007,0,75,70.5,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1085516,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,07/05/2003,-99,-99,55,54,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1108001,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46817,-99,-6.4255,-999,Fixed point,10/08/2003,10/08/2003,0,99.6,86.75,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1107520,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.4785,-99,-6.4275,-999,Fixed point,04/08/2003,04/08/2003,0,94.4,81.75,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1088065,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.24888,-99,-4.2186,-999,Fixed point,21/11/2011,21/11/2011,0,55,53,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1084967,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,01/11/2006,-99,-99,75,50.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
911161,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.214,-999,Fixed point,06/08/2007,06/08/2007,0,55,52,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107986,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46817,-99,-6.42567,-999,Fixed point,10/08/2003,10/08/2003,0,99.2,87.75,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
912035,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.249,-99,-4.218,-999,Fixed point,29/06/2009,29/06/2009,0,55,54.75,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1084955,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,10/10/2006,-99,-99,75,51,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107974,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.468,-99,-6.42583,-999,Fixed point,10/08/2003,10/08/2003,0,97.6,88.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
912023,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.248,-99,-4.218,-999,Fixed point,22/06/2009,22/06/2009,0,55,51.5,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1088053,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25259,-99,-4.21814,-999,Fixed point,16/11/2011,16/11/2011,0,55,54.75,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
911148,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.216,-999,Fixed point,30/07/2007,30/07/2007,0,55,52,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1084943,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,15/03/2006,-99,-99,75,52,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107962,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46817,-99,-6.42583,-999,Fixed point,10/08/2003,10/08/2003,0,100,88.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
912059,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.249,-99,-4.215,-999,Fixed point,13/07/2009,13/07/2009,0,55,50,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
911136,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.251,-99,-4.216,-999,Fixed point,23/07/2007,23/07/2007,0,55,50.5,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1088077,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25312,-99,-4.21712,-999,Fixed point,19/12/2011,19/12/2011,0,55,53.75,3,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1084931,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,01/03/2006,-99,-99,75,51,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107950,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46817,-99,-6.42583,-999,Fixed point,10/08/2003,10/08/2003,0,100,88.25,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
912047,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.247,-99,-4.221,-999,Fixed point,07/07/2009,07/07/2009,0,55,50,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
911831,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,23/06/2009,23/06/2009,0,75,65.25,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
911124,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.251,-99,-4.203,-999,Fixed point,16/07/2007,16/07/2007,0,55,50,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1114786,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.2512,-99,-4.2117,-999,Fixed point,13/03/2012,13/03/2012,0,55,55.5,2.5,-99,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1087399,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,26/10/2004,-99,-99,55,52,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
912072,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.248,-99,-4.215,-999,Fixed point,27/07/2009,27/07/2009,0,55,50.25,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1084992,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.21666,-999,Fixed point,07/01/2002,-99,-99,55,48,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,Y,BODC Data Licence Agreement
911843,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.034,-99,-4.362,-999,Fixed point,23/07/2009,23/07/2009,0,75,59.5,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1114798,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.0338,-99,-4.3648,-999,Fixed point,14/03/2012,14/03/2012,0,75,75,2.5,-99,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
911112,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.247,-99,-4.214,-999,Fixed point,09/07/2007,09/07/2007,0,55,51.5,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,Y,BODC Data Licence Agreement
1088090,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,23/08/2011,-99,-99,75,63,2.5,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1087387,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,18/10/2004,-99,-99,55,51,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
912060,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.248,-99,-4.218,-999,Fixed point,20/07/2009,20/07/2009,0,55,49.75,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1085589,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,05/06/2003,-99,-99,55,49.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
738017,CTD or STD cast,CTD/STD cast,research vessel,49.93617,-99,-7.83133,-999,Fixed point,28/07/2005,-99,-99,117,110.49,2.77,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1114762,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.0358,-99,-4.3645,-999,Fixed point,28/02/2012,28/02/2012,0,75,75,2,-99,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
911100,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.249,-99,-4.217,-999,Fixed point,03/07/2007,-99,-99,55,49.5,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1084980,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,13/03/2007,-99,-99,75,52.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,Y,BODC Data Licence Agreement
911806,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,28/05/2009,28/05/2009,0,75,59.25,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1087375,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,06/09/2004,-99,-99,55,53.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1084979,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,06/02/2007,-99,-99,75,53.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1107998,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,51.46817,-99,-6.4255,-999,Fixed point,10/08/2003,10/08/2003,0,99.6,86.75,2.25,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
738005,CTD or STD cast,CTD/STD cast,research vessel,49.93467,-99,-7.8345,-999,Fixed point,28/07/2005,-99,-99,118,111.19,2.67,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1085590,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.25,-99,-4.217,-999,Fixed point,09/06/2003,-99,-99,55,51.5,2,Western Channel Observatory 2002 - 2007,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1114774,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.2474,-99,-4.2151,-999,Fixed point,06/03/2012,06/03/2012,0,55,51.5,2,-99,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
911818,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,50.033,-99,-4.367,-999,Fixed point,09/06/2009,09/06/2009,0,75,61.75,2,Oceans 2025 Theme 10 SO10:WCO,United Kingdom,Plymouth Marine Laboratory,null,Public,N,BODC Data Licence Agreement
738411,CTD or STD cast,CTD/STD cast,research vessel,49.89333,-99,-7.882,-999,Fixed point,31/07/2005,-99,-99,103,96.39,2.14,Seasonal Thermocline Production Control,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
