Derwent_Camerton,NY037305,303700,530500,54.660354,-3.4943735
Cocker_Southwaite-Bridge,NY13092809,313090,528090,54.640411,-3.3481386
Ellen_Bullgill,NY096384,309600,538400,54.732421,-3.4053941
Eden_Temple-Sowerby,NY6045228316,360452,528316,54.648388,-2.6143966
Eden_Sheepmount,NY3900057103,339000,557103,54.904903,-2.9528605
Petteril_Harraby-Green,NY4118454500,341184,554500,54.881777,-2.9182723
Coal_Burn_Coalburn,NY6936877778,369368,577778,55.093477,-2.4815018
Eden_Kirkby-Stephen,NY773097,377300,509700,54.482136,-2.3518645
Esk_Canonbie,NY3966875053,339668,575053,55.066265,-2.9462314
Liddel_Water_Rowanburnfoot,NY4145775935,341457,575935,55.074404,-2.9184044
Kirtle_Water_Mossknowe,NY2850269268,328502,569268,55.012806,-3.1195866
Annan_Brydekirk,NY1904770414,319047,570414,55.021651,-3.2677265
Kinnel_Water_Redhall,NY0771886862,307718,586862,55.167431,-3.4502053
Nith_Friars-Carse,NX9234685121,292346,585121,55.148685,-3.6907478
Nith_Hall-Bridge,NS68411297,268410,612970,55.392979,-4.0791096
Scar_Water_Capenoch,NX8452694078,284526,594078,55.227368,-3.8170448
Nith_Drumlanrig,NX8577699307,285776,599307,55.274622,-3.7995243
Urr_Dalbeattie,NX8213261018,282132,561018,54.929878,-3.8409696
Blackwater_Loch-Dee,NX4781179675,247811,579675,55.088099,-4.3860537
Cree_Newton-Stewart,NX4126665330,241266,565330,54.957263,-4.4805259
Luce_Airyhemming,NX1801759917,218017,559917,54.900737,-4.8397192
Girvan_Robstone,NX2167099665,221670,599665,55.258805,-4.8077211
Stinchar_Balnowlart,NX1074983222,210749,583222,55.107179,-4.9683222
Irvine_Shewalton,NS3452436853,234524,636853,55.597093,-4.6277888
Ayr_Mainholm,NS3617921634,236179,621634,55.461045,-4.5925462
Irvine_Newmilns,NS5325237188,253252,637188,55.606107,-4.3310331
Clyde_Blairston,NS7043557942,270435,657942,55.797343,-4.0683056
Luggie_Water_Condorrat,NS7391772559,273917,672559,55.929515,-4.0196037
Black_Cart_Water_Milliken-Park,NS4112362024,241123,662024,55.825235,-4.5377889
Duneaton_Maidencots,NS9304625977,293046,625977,55.515795,-3.6953702
Leven_Linnbrane,NS3940980307,239409,680307,55.988771,-4.575982
Falloch_Glen-Falloch,NN3210619470,232106,719470,56.337736,-4.7176353
Luss_Water_Luss,NS3563592880,235635,692880,56.100337,-4.6441231
Little_Eachaig_Dalinlongart,NS1424382016,214243,682016,55.995023,-4.9800216
Orchy_Glen-Orchy,NN2425931917,224259,731917,56.446576,-4.8527495
Avich_Barnaline-Lodge,NM9714313972,197143,713972,56.274739,-5.2780488
Abhainn_a'_Bhealaich_Braevallich,NM9570607536,195706,707536,56.216396,-5.2962465
Nevis_Claggan,NN1159274257,211592,774257,56.821511,-5.0888395
Shiel_Shielfoot,NM6658670178,166586,770178,56.764546,-5.8208925
Carron_New-Kelso,NG9418642885,194186,842885,57.429535,-5.4299992
Ewe_Poolewe,NG8600280330,186002,880330,57.761442,-5.5990769
Inver_Little-Assynt,NC1469324921,214693,924921,58.174122,-5.1526031
Halladale_Halladale,NC8912556081,289125,956081,58.478811,-3.9030192
Naver_Apigill,NC7136356765,271363,956765,58.480072,-4.2077492
