latdd,longdd,station,code
-33.016667,137.566667,WHYALLA,680411
-33.683333,136.933333,FRANKLIN HARBOR,680421
-36.850000,174.766667,AUCKLAND-WAITEMATA HARBOUR,690001
-36.850000,174.766667,AUCKLAND II,690002
-37.700000,176.183333,TAURANGA (SALISBURY WHARF),690006
-38.683333,178.033333,GISBORNE,690008
-41.283333,174.783333,WELLINGTON HARBOUR,690011
-41.283333,174.783333,WELLINGTON II,690012
-43.600000,172.716667,PORT LYTTELTON,690021
-44.400000,171.266667,LYTTELTON II,690022
-46.600000,168.350000,BLUFF (SOUTHLAND HARBOUR),690041
-42.450000,171.200000,GREYMOUTH,690051
-41.750000,171.600000,WESTPORT HARBOUR,690061
-41.250000,173.283333,NELSON,690071
-39.933333,175.033333,WANGANUI,690077
-39.050000,174.033333,PORT TARANAKI,690081
-35.833333,174.483333,WHANGAREI HARBOUR (MARSDEN POINT),690105
15.233333,145.750000,SAIPAN,700011
13.433333,144.650000,GUAM,701001
7.450000,151.850000,CHUUK: MOEN ISLAND,710001
9.516667,138.133333,YAP B,710011
1.100000,154.783333,KAPINGAMARANGI,710026
6.983333,158.233333,POHNPEI-B,710031
7.333333,134.466667,MALAKAL,711021
-0.533333,166.900000,NAURU,715001
11.366667,162.350000,ENEWETOK,720001
8.733333,167.733333,KWAJALEIN,720011
7.100000,171.366667,MAJURO-B,720016
19.283333,166.616667,WAKE ISLAND,720021
1.366667,172.933333,TARAWA-A:BETIO,730006
1.333333,173.016667,TARAWA-B:BAIRIKI,730007
1.366667,172.933333,TARAWA-C:BETIO,730008
-8.533333,179.216667,FUNAFUTI,732011
-9.433333,159.950000,HONIARA II,734002
-22.300000,166.433333,NOUMEA,740001
-18.133333,178.433333,SUVA-A,742012
-14.283333,-170.683333,PAGO PAGO,745001
-2.800000,-171.716667,KANTON ISLAND,750011
-2.816667,-171.716667,KANTON ISLAND-B,750012
28.216667,-177.366667,MIDWAY ISLAND,760001
16.750000,-169.516667,JOHNSTON ISLAND,760011
23.866667,-166.283333,FRENCH FRIGATE SHOALS,760016
21.966667,-159.350000,NAWILIWILI BAY: KAUAI ISLAND,760021
21.316667,-157.866667,HONOLULU,760031
21.433333,-157.783333,MOKUOLOE ISLAND,760041
20.750000,-156.466667,KAHULUI HARBOR: MAUI ISLAND,760051
19.733333,-155.066667,HILO: HAWAII ISLAND,760061
3.900000,-159.383333,FANNING-B,770012
1.983333,-157.466667,CHRISTMAS ISLAND,770021
1.983333,-157.483333,CHRISTMAS ISLAND II,770022
-9.016667,-158.066667,PENRHYN,775001
-17.533333,-149.566667,PAPEETE-B,780011
-21.200000,-159.766667,RAROTONGA,785001
-8.933333,-140.083333,NUKU HIVA,805011
-23.133333,-134.950000,RIKITEA,808001
-27.150000,-109.450000,EASTER ISLAND-D,810002
52.833333,173.200000,MASSACRE BAY,820001
51.866667,-176.633333,ADAKSWEEPER COVE,820011
53.900000,-166.533333,DUTCH HARBOR,820020
53.883333,-166.533333,UNALASKA,820021
70.416667,-148.533333,PRUDHOE BAY,821002
64.500000,-165.433333,NOME,821003
55.333333,-160.500000,SAND POINT,821006
57.750000,-152.483333,ST. PAUL'S HARBOR: KODIAK,821009
57.716667,-152.516667,WOMENS BAY: KODIAK,821011
61.233333,-149.900000,ANCHORAGE,821012
60.683333,-151.400000,NIKISKI,821013
59.433333,-151.716667,SELDOVIA,821015
60.116667,-149.433333,SEWARD,821017
61.133333,-146.366667,VALDEZ,821019
60.550000,-145.766667,CORDOVA,821020
59.550000,-139.733333,YAKUTAT,821026
57.050000,-135.333333,SITKA,821031
59.450000,-135.316667,SKAGWAY,821041
58.300000,-134.416667,JUNEAU,821044
55.333333,-131.633333,KETCHIKAN,821051
54.316667,-130.333333,PRINCE RUPERT,822001
54.250000,-133.033333,LANGARA POINT,822005
53.250000,-132.066667,QUEEN CHARLOTTE CITY,822008
52.366667,-126.783333,BELLA COOLA,822013
52.166667,-128.133333,BELLA BELLA,822016
50.716667,-127.483333,PORT HARDY,822020
50.583333,-126.950000,ALERT BAY,822021
50.016667,-125.233333,CAMPBELL RIVER,822027
49.666667,-124.916667,COMOX,822031
49.266667,-124.133333,NANOOSE BAY,822033
49.333333,-123.250000,POINT ATKINSON,822051
49.283333,-123.116667,VANCOUVER,822071
49.200000,-122.916667,NEW WESTMINSTER,822075
49.116667,-123.183333,STEVESTON,822083
49.000000,-123.133333,TSAWWASSEN,822085
48.766667,-123.450000,FULFORD HARBOUR,822096
48.650000,-123.450000,PATRICIA BAY,822098
48.416667,-123.366667,VICTORIA,822101
48.366667,-123.733333,SOOKE,822104
48.550000,-124.416667,PORT RENFREW,822106
48.850000,-125.133333,BAMFIELD,822108
49.233333,-124.816667,PORT ALBERNI,822111
49.150000,-125.916667,TOFINO,822116
50.516667,-128.033333,WINTER HARBOUR,822124
48.366667,-124.616667,NEAH BAY,823001
48.866667,-122.750000,CHERRY POINT,823005
48.550000,-123.000000,FRIDAY HARBOR (OCEAN. LABS.),823006
47.600000,-122.333333,SEATTLE,823011
48.116667,-122.750000,PORT TOWNSEND,823012
46.216667,-123.766667,ASTORIA (TONGUE POINT),823013
45.566667,-123.916667,GARIBALDI,823014
44.816667,-124.066667,DEPOE BAY,823015
44.633333,-124.050000,SOUTH BEACH,823016
43.350000,-124.316667,CHARLESTON II,823019
42.733333,-124.500000,PORT ORFORD,823020
41.750000,-124.200000,CRESCENT CITY,823021
40.766667,-124.216667,N. SPIT: HUMBOLDT BAY,823024
38.000000,-122.983333,POINT REYES,823030
37.800000,-122.466667,SAN FRANCISCO,823031
37.766667,-122.300000,ALAMEDA (NAVAL AIR STATION),823032
37.583333,-122.250000,SAN MATEO,823034
36.600000,-121.883333,MONTEREY,823036
35.166667,-120.750000,PORT SAN LUIS,823042
34.350000,-119.433333,RINCON ISLAND,823044
34.016667,-118.500000,SANTA MONICA (MUNICIPAL PIER),823049
33.716667,-118.266667,LOS ANGELES,823051
33.750000,-118.116667,ALAMITOS BAY ENTRANCE,823056
33.600000,-117.883333,NEWPORT BAY,823057
33.000000,-118.550000,SAN CLEMENTE ISLAND,823061
32.866667,-117.250000,LA JOLLA (SCRIPPS PIER),823071
32.716667,-117.166667,SAN DIEGO (QUARANTINE STATION),823081
31.850000,-116.633333,ENSENADA,830001
30.483333,-115.983333,BAHIA SAN QUINTIN,830005
28.883333,-118.300000,GUADALUPE ISLAND II,830012
28.100000,-115.183333,ISLA DE CEDROS,830014
22.883333,-109.900000,CABO SAN LUCAS,830020
24.166667,-110.350000,LA PAZ,830021
26.016667,-111.366667,LORETO,830023
28.966667,-113.550000,BAHIA DE LOS ANGELES,830025
27.916667,-110.900000,GUAYMAS,830031
25.600000,-109.050000,TOPOLOBAMPO,830041
23.200000,-106.416667,MAZATLAN,830051
19.050000,-104.333333,MANZANILLO,830071
19.066667,-104.300000,MANZANILLO 2,830072
16.833333,-99.916667,ACAPULCO,830081
15.500000,-96.500000,PUERTO ANGEL,830086
16.166667,-95.200000,SALINA CRUZ,830091
14.283333,-91.916667,CHAMPERICO,832006
13.916667,-90.833333,SAN JOSE,832011
13.916667,-90.816667,SAN JOSE II,832012
13.333333,-87.816667,LA UNION,833001
13.566667,-89.833333,ACAJUTLA,833011
9.966667,-84.833333,PUNTARENAS,836001
9.400000,-84.166667,QUEPOS,836011
8.266667,-82.866667,PUERTO ARMUELLES,840001
8.966667,-79.566667,BALBOA,840011
8.916667,-79.533333,NAOS ISLAND,840021
8.916667,-79.533333,NAOS ISLAND 2,840022
3.900000,-77.100000,BUENAVENTURA,842011
1.833333,-78.733333,TUMACO,842021
-2.200000,-80.916667,LA LIBERTAD,845011
-2.200000,-80.916667,LA LIBERTAD II,845012
-0.900000,-89.616667,SAN CRISTOBAL,845021
-0.750000,-90.316667,SANTA CRUZ,845031
-0.433333,-90.283333,BALTRA-B,845034
-3.266667,-80.000000,PUERTO BOLIVAR,845041
-4.616667,-81.283333,TALARA,848011
-9.083333,-78.633333,CHIMBOTE,848021
-15.366667,-75.200000,SAN JUAN,848041
-17.000000,-72.116667,MATARANI,848051
-18.466667,-70.333333,ARICA,850001
-23.650000,-70.416667,ANTOFAGASTA,850011
-26.283333,-80.116667,SAN FELIX,850016
-27.066667,-70.833333,CALDERA,850021
-33.033333,-71.633333,VALPARAISO,850031
-36.683333,-73.100000,TALCAHUANO,850041
-39.866667,-73.433333,CORRAL,850047
-41.483333,-72.966667,PUERTO MONTT,850051
-53.166667,-70.900000,PUNTA ARENAS,850061
-52.900000,-70.266667,CALETA PERCY,850071
-54.916667,-67.616667,PUERTO WILLIAMS,850081
-54.816667,-68.216667,USHUAIA I,860001
-54.816667,-68.216667,USHUAIA II,860002
-47.750000,-65.916667,PUERTO DESEADO,860011
-45.866667,-67.483333,COMODORO RIVADAVIA,860021
-42.766667,-65.033333,PUERTO MADRYN,860031
-42.583333,-64.283333,PIRAMIDE,860041
-38.933333,-62.066667,ROSALES,860061
-38.583333,-58.700000,QUEQUEN,860081
-38.033333,-57.533333,MAR DEL PLATA (PUERTO),860091
-38.035600,-57.531100,MAR DEL PLATA (CLUB),860101
-36.700000,-56.666667,MAR DE AJO,860124
-34.850000,-57.900000,RIO SANTIAGO,860141
-34.600000,-58.366667,BUENOS AIRES,860151
-34.566667,-58.400000,PALERMO,860161
-34.183333,-58.250000,ISLA MARTIN GARCIA,860171
-34.483333,-57.850000,COLONIA,870001
-34.900000,-56.250000,MONTEVIDEO (PUNTA LOBOS),870011
-34.966667,-54.950000,PUNTA DEL ESTE,870021
-34.650000,-54.150000,LA PALOMA,870031
-28.233333,-48.650000,IMBITUBA,874031
-22.933333,-43.133333,RIO DE JANEIRO,874091
-15.666667,-38.966667,CANAVIEIRAS,874106
-12.966667,-38.516667,SALVADOR,874111
-8.050000,-34.866667,RECIFE,874121
-3.716667,-38.483333,FORTALEZA,874151
-0.650000,-47.383333,SALINOPOLIS,874158
-1.450000,-48.500000,BELEM,874161
-0.050000,-51.166667,SANTANA,874171
10.650000,-61.516667,PORT OF SPAIN,890001
10.616667,-62.083333,PUERTO DE HIERRO,900001
10.566667,-62.283333,GUIRIA,900006
11.550000,-72.916667,RIOHACHA,902011
10.400000,-75.550000,CARTAGENA,902021
9.366667,-79.883333,COCO SOLO,904006
9.350000,-79.916667,CRISTOBAL,904011
10.000000,-83.033333,PUERTO LIMON,906011
16.016667,-86.033333,PUERTO CASTILLA,908011
15.833333,-87.950000,PUERTO CORTES,908031
15.700000,-88.616667,SANTO TOMAS DE CASTILLA,916001
21.300000,-89.666667,PROGRESO,920001
18.633333,-91.850000,CIUDAD DEL CARMEN,920011
18.150000,-94.416667,COATZACOALCOS,920021
18.766667,-95.766667,ALVARADO,920031
19.183333,-96.116667,VERACRUZ,920041
21.000000,-97.333333,TUXPAN,920051
22.250000,-97.800000,CIUDAD MADERO,920066
19.900000,-75.150000,GUANTANAMO BAY,930051
19.300000,-81.316667,NORTH SOUND,931001
19.266667,-81.383333,SOUTH SOUND,931011
17.933333,-76.850000,PORT ROYAL,932011
18.566667,-72.350000,PORT AU PRINCE,934011
18.200000,-71.083333,BARAHONA,936011
19.816667,-70.700000,PUERTO PLATA,936021
17.966667,-67.050000,MAGUEYES ISLAND,938011
18.450000,-66.083333,SAN JUAN,938021
18.333333,-64.916667,CHARLOTTE AMALIE,939001
17.700000,-64.766667,LIME TREE BAY: ST CROIX,939011
26.066667,-97.216667,PORT ISABEL,940001
26.550000,-97.433333,PORT MANSFIELD,940002
26.066667,-97.150000,PADRE ISLAND,940003
27.816667,-97.066667,PORT ARANSAS,940004
28.016667,-97.050000,ROCKPORT,940005
28.950000,-95.316667,FREEPORT,940006
29.283333,-94.783333,GALVESTON I,940007
29.316667,-94.800000,GALVESTON II,940008
29.700000,-93.850000,SABINE PASS,940009
29.366667,-91.383333,EUGENE ISLAND,940011
29.283333,-89.966667,GRAND ISLE,940021
30.333333,-88.333333,BAY WAVELAND YACHT CLUB,940036
30.250000,-88.066667,DAUPHIN ISLAND,940037
30.400000,-87.216667,PENSACOLA,940041
30.150000,-85.666667,PANAMA CITY,940042
29.716667,-84.983333,APALACHICOLA,940043
29.916667,-84.516667,TURKEY POINT,940045
30.066667,-84.183333,ST. MARKS,940047
30.066667,-84.283333,SHELL POINT,940049
29.133333,-83.033333,CEDAR KEY I,940051
29.133333,-83.033333,CEDAR KEY II,940052
27.983333,-82.833333,CLEARWATER BEACH,940060
27.766667,-82.616667,ST. PETERSBURG,940061
26.650000,-81.866667,FORT MYERS,940065
26.133333,-81.800000,NAPLES,940066
24.550000,-81.800000,KEY WEST,940071
24.716667,-81.100000,VACA KEY,940089
24.733333,-81.033333,MARATHON SHORES,940091
24.716667,-81.016667,KEY COLONY BEACH,940092
26.716667,-78.983333,SETTLEMENT POINT,941001
32.366667,-64.666667,PAGET ISLAND,950001
32.366667,-64.700000,ST. GEORGESESSO PIER,950011
25.766667,-80.133333,MIAMI BEACH,960001
25.900000,-80.116667,HAULOVER PIER,960002
26.616667,-80.033333,LAKE WORTH PIER,960004
26.700000,-80.050000,PALM BEACH,960005
29.233333,-81.000000,DAYTONA BEACH,960006
29.150000,-80.966667,DAYTONA BEACH SHORES,960007
30.400000,-81.433333,MAYPORT,960011
30.350000,-81.616667,JACKSONVILLE,960012
30.683333,-81.466667,FERNANDINA,960021
32.033333,-80.900000,FORT PULASKI,960031
32.433333,-80.666667,BEAUFORT,960036
32.783333,-79.933333,CHARLESTON I,960041
33.016667,-79.916667,GENERAL DYNAMICS PIER,960042
33.233333,-79.200000,SOUTH ISLAND PLANTATION: WINYAH BAY,960044
33.650000,-79.100000,BUCKSPORT: WACCAMAW R.,960048
33.666667,-78.900000,SPRINGMAID PIER,960050
33.683333,-78.883333,MYRTLE BEACH,960051
33.916667,-78.016667,SOUTHPORT,960056
34.233333,-77.950000,WILMINGTON,960060
34.716667,-76.733333,MOREHEAD CITY,960062
36.183333,-75.750000,DUCK PIER OUTSIDE,960063
36.850000,-75.966667,VIRGINIA BEACH,960064
36.816667,-76.300000,PORTSMOUTH (NORFOLK NAVY YARD),960065
37.566667,-77.450000,RICHMOND,960068
36.966667,-76.116667,CHESAPEAKE BAY BR. TUN.,960070
36.950000,-76.333333,HAMPTON ROADS,960071
37.250000,-76.500000,GLOUCESTER POINT,960072
38.566667,-76.066667,CAMBRIDGE II,960073
38.566667,-76.066667,CAMBRIDGE,960074
38.866667,-77.016667,WASHINGTON DC,960076
38.133333,-76.533333,PINEY POINT,960077
38.316667,-76.450000,SOLOMON'S ISLAND (BIOL. LAB.),960078
38.966667,-76.550000,GINGERVILLE CREEK,960079
38.983333,-76.483333,ANNAPOLIS (NAVAL ACADEMY),960080
39.266667,-76.583333,BALTIMORE,960081
38.966667,-76.350000,MATAPEAKE,960082
37.166667,-75.983333,KIPTOPEKE BEACH,960083
38.616667,-75.066667,INDIAN RIVER INLET,960084
38.783333,-75.100000,LEWES (BREAKWATER HARBOR),960085
39.950000,-75.133333,PHILADELPHIA (PIER 9N),960087
40.183333,-74.750000,TRENTON,960088
39.566667,-75.566667,REEDY POINT,960089
38.966667,-74.966667,CAPE MAY,960090
39.350000,-74.416667,ATLANTIC CITY,960091
40.466667,-74.016667,SANDY HOOK,960101
40.700000,-74.016667,NEW YORK,960121
40.639048,-74.146328,BERGEN POINT: STATEN IS.,960132
41.050000,-71.966667,MONTAUK,960135
41.166667,-72.200000,PLUM ISLAND,960136
40.950000,-73.083333,PORT JEFFERSON,960138
40.800000,-73.783333,WILLETS POINT,960141
40.900000,-73.783333,NEW ROCHELLE,960143
41.166667,-73.183333,BRIDGEPORT,960147
41.366667,-72.100000,NEW LONDON,960151
41.800000,-71.400000,PROVIDENCE (STATE PIER),960158
41.500000,-71.333333,NEWPORT,960161
41.733333,-70.616667,BUZZARDS BAY,960163
41.533333,-70.666667,WOODS HOLE (OCEAN. INST.),960165
41.283333,-70.100000,NANTUCKET,960166
41.766667,-70.500000,CAPE COD CANAL ENTRANCE,960168
42.350000,-71.050000,BOSTON,960171
43.083333,-70.750000,SEAVEY ISLAND,960177
43.666667,-70.250000,PORTLAND,960181
44.100000,-69.100000,ROCKLAND,960186
44.383333,-68.200000,BAR HARBOR,960191
44.650000,-67.300000,CUTLER II,960196
44.650000,-67.216667,CUTLER,960197
44.900000,-66.983333,EASTPORT,960201
45.266667,-66.066667,SAINT JOHN: N.B.,970001
44.633333,-65.750000,DIGBY,970005
43.833333,-66.133333,YARMOUTH,970007
44.666667,-63.966667,BOUTILIER POINT,970009
44.666667,-63.583333,HALIFAX,970011
45.600000,-61.366667,POINT TUPPER,970014
46.216667,-60.250000,NORTH SYDNEY,970016
45.683333,-62.700000,PICTOU,970021
46.233333,-63.116667,CHARLOTTETOWN,970031
46.466667,-63.283333,RUSTICO,970033
47.383333,-61.866667,GRINDSTONE,970034
46.250000,-64.533333,SHEDIAC BAY,970035
46.250000,-64.533333,POINTE-DU-CHENE,970036
46.966667,-64.833333,POINT SAPIN,970038
47.083333,-64.883333,LOWER ESCUMINAC,970040
48.066667,-66.383333,DALHOUSIE,970046
49.000000,-64.383333,RIVIERE-AU-RENARD,970054
49.133333,-66.483333,STE-ANNE-DES-MONTS,970057
48.516667,-68.466667,POINTE-AU-PERE,970061
47.850000,-69.566667,RIVIERE-DU-LOUP,970064
47.216667,-70.283333,ST-JEAN-PORT-JOLI,970066
47.000000,-70.816667,ST-FRANCOIS,970068
46.833333,-71.166667,QUEBEC (LAUZON),970071
46.566667,-72.100000,CAP A LA ROCHE,970074
46.400000,-72.383333,Becancour,970077
46.333333,-72.550000,TROIS-RIVIERES,970078
46.433333,-72.400000,CHAMPLAIN,970080
46.500000,-72.250000,BATISCAN,970082
46.583333,-72.033333,GRONDINES,970085
46.683333,-71.883333,PORTNEUF,970087
46.700000,-71.566667,NEUVILLE,970089
47.450000,-70.366667,ST-JOSEPH-DE-LA-RIVE,970092
48.133333,-69.716667,TADOUSSAC,970096
49.233333,-68.133333,BAIE COMEAU,970098
50.200000,-66.400000,SEPT-ILES,970099
50.500000,-59.483333,HARRINGTON HBR,970101
51.333333,-56.700000,SAVAGE COVE,970103
49.100000,-58.366667,LARK HARBOUR,970106
47.566667,-59.133333,PORT-AUX-BASQUES,970111
47.300000,-53.983333,ARGENTIA,970116
47.566667,-52.716667,ST. JOHN'S: NFLD.,970121
51.600000,-56.700000,WEST ST. MODESTE,970132
56.550000,-61.700000,NAIN,970134
58.766667,-94.183333,CHURCHILL,970141
74.683333,-94.883333,RESOLUTE,970151
75.383333,-96.950000,LITTLE CORNWALLIS ISLAND,970156
82.500000,-62.316667,ALERT,970162
69.116667,-105.066667,CAMBRIDGE BAY,970191
70.150000,-124.666667,CAPE PARRY,970201
69.416667,-132.966667,TUKTOYAKTUK,970211
-63.300000,-56.916667,BAHIA ESPERANZA,000000
-65.250000,-64.266667,ARGENTINE ISLANDS,000000
-64.900000,-62.866667,ALMIRANTE BROWN,000000
