1946,01,01,00,00,00,3.6329,0,P
1946,01,01,01,00,00,3.4195,0,P
1946,01,01,02,00,00,2.9013,0,P
1946,01,01,03,00,00,2.2612,0,P
1946,01,01,04,00,00,1.6821,0,P
1946,01,01,05,00,00,1.2859,0,P
1946,01,01,06,00,00,1.2859,0,P
1946,01,01,07,00,00,1.4992,0,P
1946,01,01,08,00,00,2.0479,0,P
1946,01,01,09,00,00,2.6575,0,P
1946,01,01,10,00,00,3.1756,0,P
1946,01,01,11,00,00,3.5719,0,P
1946,01,01,12,00,00,3.7853,0,P
1946,01,01,13,00,00,3.6329,0,P
1946,01,01,14,00,00,3.2061,0,P
1946,01,01,15,00,00,2.5965,0,P
1946,01,01,16,00,00,1.9869,0,P
1946,01,01,17,00,00,1.5297,0,P
1946,01,01,18,00,00,1.2859,0,P
1946,01,01,19,00,00,1.4992,0,P
1946,01,01,20,00,00,1.9564,0,P
1946,01,01,21,00,00,2.5965,0,P
1946,01,01,22,00,00,3.1756,0,P
1946,01,01,23,00,00,3.5719,0,P
1946,01,02,00,00,00,3.8157,0,P
1946,01,02,01,00,00,3.7243,0,P
1946,01,02,02,00,00,3.3585,0,P
1946,01,02,03,00,00,2.7184,0,P
1946,01,02,04,00,00,2.0479,0,P
1946,01,02,05,00,00,1.4992,0,P
1946,01,02,06,00,00,1.2249,0,P
1946,01,02,07,00,00,1.3468,0,P
1946,01,02,08,00,00,1.7431,0,P
1946,01,02,09,00,00,2.4441,0,P
1946,01,02,10,00,00,2.9623,0,P
1946,01,02,11,00,00,3.4804,0,P
1946,01,02,12,00,00,3.8157,0,P
1946,01,02,13,00,00,3.8767,0,P
1946,01,02,14,00,00,3.6328,0,P
1946,01,02,15,00,00,3.0537,0,P
1946,01,02,16,00,00,2.3527,0,P
1946,01,02,17,00,00,1.6821,0,P
1946,01,02,18,00,00,1.2249,0,P
1946,01,02,19,00,00,1.0725,0,P
1946,01,02,20,00,00,1.3468,0,P
1946,01,02,21,00,00,1.8955,0,P
